date,open,high,low,close,volume,return_1d,return_5d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,target_next_up,next_return
2009-05-19,1.27,1.27,1.27,1.27,40,,,,,,,1.27,1.27,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,1,0.047244094488189115
2009-05-20,1.33,1.33,1.33,1.33,20,0.047244094488189115,,,,,,1.2792307692307692,1.2744444444444445,0.0047863247863246805,0.0009572649572649361,0.0038290598290597446,,,,,,,,,,,,,,,20.0,,,,,,0.0,,,1,0.05263157894736836
2009-05-21,1.4,1.4,1.4,1.4,10,0.05263157894736836,,,,,,1.297810650887574,1.2837448559670783,0.014065794920495645,0.003578970949911078,0.010486823970584567,,,,,,,,,,,,,,,30.0,,,,,,0.0,,,1,0.050000000000000044
2009-05-22,1.47,1.47,1.47,1.47,500,0.050000000000000044,,,,,,1.3243013199817932,1.2975415333028504,0.026759786678942854,0.008215134095717435,0.01854465258322542,,,,,,,,,,,,,,,530.0,,,,,,0.0,,,1,0.04761904761904767
2009-05-25,1.54,1.54,1.54,1.54,10,0.04761904761904767,,,1.402,,,1.3574857322922866,1.3155014197248616,0.041984312567425075,0.014968969790058963,0.027015342777366114,,,,,,,,,,,,,,,540.0,,,,,,0.0,,,1,0.045454545454545414
2009-05-26,1.61,1.61,1.61,1.61,10,0.045454545454545414,0.26771653543307083,,1.4700000000000002,,,1.3963340811703964,1.3373161293748719,0.05901795179552449,0.02377876619115207,0.03523918560437242,,,,,,,,,,,,,,,550.0,,,,,,0.0,,,1,0.04968944099378869
2009-05-27,1.69,1.69,1.69,1.69,16040,0.04968944099378869,0.2706766917293233,,1.5419999999999998,,,1.4415134532980276,1.3634408605322887,0.07807259276573886,0.03463753150606943,0.04343506125966943,,,,,,,,,,,,,,,16590.0,,,,,,0.0,,,1,0.047337278106508895
2009-05-28,1.77,1.77,1.77,1.77,21900,0.047337278106508895,0.26428571428571446,,1.616,,,1.492049845098331,1.3935563523447119,0.09849349275361918,0.047408723755579384,0.0510847689980398,,,,,,,,,,,,,,,38490.0,,,,,,0.0,,,1,0.05084745762711873
2009-05-29,1.86,1.86,1.86,1.86,25850,0.05084745762711873,0.26530612244897966,,1.6940000000000002,,,1.5486575612370495,1.428107733652511,0.12054982758453847,0.06203694452137121,0.058512883063167265,,,,,,,,,,,,,,,64340.0,,,,,,0.0,,,1,0.048387096774193505
2009-06-01,1.95,1.95,1.95,1.95,61090,0.048387096774193505,0.26623376623376616,,1.7760000000000002,,,1.6104025518159648,1.4667664200486212,0.14363613176734358,0.07835678197056568,0.0652793497967779,,,,,,,,,,,,,,,125430.0,,,,,,0.0,,,1,0.04615384615384621
2009-06-02,2.04,2.04,2.04,2.04,16350,0.04615384615384621,0.26708074534161486,,1.862,,,1.676494466921201,1.5092281667116862,0.16726630020951472,0.0961386856183555,0.07112761459115922,,,,,,,,,,,,,,,141780.0,,,,,,0.0,,,1,0.0490196078431373
2009-06-03,2.14,2.14,2.14,2.14,41500,0.0490196078431373,0.26627218934911245,,1.9520000000000004,,,1.7478030104717854,1.5559520062145242,0.1918510042572612,0.11528114934613665,0.07656985491112456,,,,,,,,,,,,,,,183280.0,,,,,,0.0,,,1,0.04205607476635498
2009-06-04,2.23,2.23,2.23,2.23,161220,0.04205607476635498,0.25988700564971756,,2.044,,,1.8219871627068953,1.6058814872356706,0.21610567547122472,0.13544605457115427,0.08065962090007045,,,,,,,,,,,,,,,344500.0,,,,,,0.0,,,1,0.04484304932735439
2009-06-05,2.33,2.33,2.33,2.33,500,0.04484304932735439,0.25268817204301075,,2.1380000000000003,,,1.9001429838289114,1.659519895588584,0.24062308824032752,0.15648146130498894,0.08414162693533858,,,,,,,,0.052387290851572114,0.02248381581612537,,100.0,0.0,100.0,,345000.0,,,,,,0.0,,,1,0.0429184549356223
