date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_open,market_close,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d,target_entry_open_5d,target_exit_close_5d,target_return_5d,target_market_return_5d,target_excess_return_5d,swing_execution_open,swing_execution_close,target_entry_open_10d,target_exit_close_10d,target_return_10d,target_market_return_10d,target_excess_return_10d,target_entry_open_20d,target_exit_close_20d,target_return_20d,target_market_return_20d,target_excess_return_20d
2018-03-06,13.8,14.43,13.25,14.03,14922100,,,,,,,,,,14.03,14.03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0841054882394868,,,1.0,3.0,-0.07665505226480829,0.0,1093.48,1120.29,0.024518052456377726,0.0006073543466029729,0.008761345627431139,0.3638079883687238,,,,,,,14.35,13.56,-0.05505226480836234,0.010089216481430352,-0.06514148128979269,14.35,13.25,14.35,13.17,-0.08222996515679437,0.03333363042451376,-0.11556359558130813,14.35,12.77,-0.11010452961672479,0.05909143575254672,-0.1691959653692715
2018-03-07,14.35,14.35,13.01,13.25,7174392,-0.05559515324305053,,,,,,,,,13.91,13.972222222222221,-0.06222222222222129,-0.012444444444444258,-0.04977777777777703,-0.004696016771488399,-0.0037568134171907194,,,,,,,,,,,,,,,-7174392.0,,,,,,,,0.1011320754716981,,,2.0,3.0,0.0,0.0,1121.99,1112.26,-0.007167786912317342,-0.011210184287962055,0.0017111567419576534,0.3648729341971197,-0.04842736633073319,,,,,,13.56,13.4,-0.01179941002949858,0.0232413867510608,-0.03504079678055938,13.56,13.56,13.56,13.17,-0.028761061946902644,0.05135582248435577,-0.08011688443125842,13.56,12.93,-0.04646017699115046,0.0712975616773357,-0.11775773866848616
2018-03-08,13.56,13.8,13.17,13.56,6824944,0.023396226415094423,-0.03349964362081248,,,,,,,,13.856153846153846,13.941687242798354,-0.08553339664450732,-0.027062234884456873,-0.05847116176005045,-0.00630777261390172,-0.004312032578174811,,,,,,,,,,,,,,,-349448.0,,,,,,,,0.0464601769911505,,,3.0,3.0,0.023738872403560762,1.0,1112.24,1124.15,0.0106899465952206,0.007492449296014669,0.022261223821691933,0.36464050524691105,0.012706279819873822,,,,,,13.48,13.17,-0.022997032640949544,0.008886093219813374,-0.03188312586076292,13.48,13.8,13.48,12.85,-0.04673590504451042,0.03865406253045456,-0.08538996757496498,13.48,12.77,-0.05267062314540061,0.05709071257076537,-0.10976133571616598
2018-03-09,13.48,13.88,13.48,13.8,5309486,0.017699115044247815,0.04150943396226414,-0.016393442622950727,,,,,,,13.847514792899409,13.931191891479957,-0.08367709858054795,-0.03838520762367509,-0.04529189095687286,-0.006063557868155648,-0.0032820210838313663,,,,,,,,,,,,,,,4960038.0,,,,,,,,0.028985507246376836,,,4.0,3.0,-0.022222222222222143,0.0,1128.73,1123.41,-0.0006582751412178567,0.001962165874367816,0.016623832621443624,0.36445960184155385,0.018357390185465672,,,,,,13.95,13.48,-0.033691756272401396,0.013053013555052617,-0.046744769827454014,13.95,13.64,13.95,12.69,-0.0903225806451613,0.016047632049464022,-0.10637021269462532,13.95,12.69,-0.0903225806451613,0.056888943692364746,-0.14721152433752605
2018-03-12,13.95,13.95,13.56,13.64,4343745,-0.011594202898550732,0.005899705014749346,0.02943396226415107,,,,13.656,,,13.815589440145654,13.9096221217407,-0.09403268159504563,-0.0495147024179492,-0.044517979177096434,-0.006893891612540002,-0.0032637814645965126,,,,,,,,,,,,,,,616293.0,,,,,,,,0.028592375366568824,,,0.0,3.0,-0.0058651026392961825,0.0,1135.37,1126.29,0.002563623254199232,0.030005121264220502,0.07397659982263916,0.3082589417405462,-0.014157826152749964,,,,,,13.64,13.4,-0.017595307917888547,0.028105682332177473,-0.04570099025006602,13.64,13.56,13.64,12.38,-0.09237536656891498,0.03874841467632795,-0.13112378124524293,13.64,12.61,-0.07551319648093846,0.06811348700256303,-0.1436266834835015
2018-03-13,13.64,13.72,13.48,13.56,4454169,-0.0058651026392961825,-0.017391304347826098,0.0,-0.03349964362081248,,,13.562000000000001,,,13.776267987815555,13.883724186796945,-0.10745619898139047,-0.06110300173063746,-0.046353197250753014,-0.00792449844995505,-0.003418377378374116,,,,,,,,,,,,,,,-3837876.0,,,,,,,,0.0176991150442478,,,1.0,3.0,-0.01179941002949858,0.0,1127.53,1133.31,0.006232852995232019,0.011621990734541843,0.12031435349940689,0.27136334801863926,-0.012097955634528201,-0.04512163435535432,,,,,13.56,13.17,-0.028761061946902644,0.020598772876521787,-0.04935983482342443,13.56,13.4,13.56,12.3,-0.09292035398230092,0.03146154455584993,-0.12438189853815085,13.56,12.54,-0.07522123893805321,0.054692382855482835,-0.12991362179353605
2018-03-14,13.56,13.64,13.32,13.4,4455422,-0.01179941002949858,-0.017595307917888547,-0.02898550724637683,0.01132075471698113,,,13.592000000000002,,,13.7183806050747,13.847892765552727,-0.12951216047802738,-0.07478483348011544,-0.05472732699791194,-0.009665086602837865,-0.00408412888044119,,,,,,,,,,,,,,,-8293298.0,,,,,,,,0.023880597014925394,,,2.0,3.0,-0.022997032640949544,0.0,1135.99,1138.09,0.004217733894521292,0.023222987430996378,0.09373888808803033,0.25766880916839174,-0.016017143924019872,-0.011902232714015248,,,,,13.48,13.17,-0.022997032640949544,0.030718107376752846,-0.05371514001770239,13.48,13.17,13.48,12.3,-0.08753709198813053,0.033256648244616605,-0.12079374023274714,13.48,12.3,-0.08753709198813053,0.028734872323734395,-0.11627196431186493
2018-03-15,13.48,13.48,13.09,13.17,3704865,-0.01716417910447765,-0.028761061946902644,-0.03445747800586518,-0.028761061946902644,,,13.514,,,13.63401435814013,13.797678486622896,-0.16366412848276646,-0.09256069248064565,-0.07110343600212081,-0.012427040887074142,-0.005398894153539925,,,,,,,,,,,,,,,-11998163.0,,,,,,,,0.029612756264236945,,,3.0,3.0,0.023538344722854987,1.0,1134.51,1138.76,0.0005887056383941935,0.01299648623404348,0.11288541412167108,0.24582090553141678,-0.017752884742871844,-0.041757548180946125,,,,,13.17,12.85,-0.024297646165527764,0.024306708371922392,-0.048604354537450156,13.17,13.48,13.17,12.77,-0.03037205770690965,0.019649815646460622,-0.05002187335337027,13.17,12.38,-0.05998481397114652,0.02488335925349916,-0.08486817322464568
2018-03-16,13.17,13.56,13.17,13.48,3923430,0.023538344722854987,0.005970149253731405,-0.005899705014749235,-0.023188405797101463,,,13.45,,,13.610319841503188,13.774146746873052,-0.16382690536986466,-0.10681393505848946,-0.0570129703113752,-0.012153331258892036,-0.00422944883615543,,,,,,,,,,,,,,,-8074733.0,,,,,,,,0.028931750741839804,,,4.0,3.0,-0.01179941002949858,0.0,1144.54,1150.19,0.010037233482033114,0.02383813567620008,0.14567603641651883,0.2286655458667675,0.013501111240821873,-0.04702654147330154,,,,,13.56,12.69,-0.06415929203539827,-0.006159863535330934,-0.05799942850006734,13.56,13.4,13.56,13.09,-0.03466076696165199,0.011820045832830806,-0.046480812794482795,13.56,12.3,-0.09292035398230092,-0.0031014697520546086,-0.08981888423024631
2018-03-19,13.56,13.64,13.25,13.4,2652660,-0.005934718100890191,0.01746393318147299,0.0,-0.017595307917888547,,,13.402000000000001,,,13.57796294281039,13.746432173030604,-0.16846923022021443,-0.11914499409083446,-0.04932423612937997,-0.012572330613448838,-0.00368091314398358,,,,,,,,,,,,,,,-10727393.0,,,,,,,,0.02910447761194034,,,0.0,3.0,-0.01716417910447765,0.0,1160.74,1159.22,0.007850876811657193,0.029237585346580497,0.11271945401664452,0.1978440944562829,-0.013785594912547383,-0.046832893264469044,,,,,13.4,12.38,-0.07611940298507458,0.014500034647633608,-0.09061943763270819,13.4,13.17,13.4,13.09,-0.023134328358208944,0.036492620054050295,-0.05962694841225924,13.4,12.22,-0.08805970149253728,-0.005188483126602472,-0.0828712183659348
2018-03-20,13.4,13.4,13.17,13.17,2469883,-0.01716417910447765,-0.022997032640949544,0.0,-0.028761061946902644,-0.06129722024233786,,13.324000000000002,,,13.515199413147252,13.703733493546855,-0.1885340803996023,-0.13302281135258803,-0.055511269047014256,-0.014315419924039657,-0.0042149786671992606,,,,,,,,,,,,,,,-13197276.0,,,,,,,,0.017463933181473077,,,1.0,3.0,-0.01716417910447765,0.0,1154.48,1159.39,0.00014665033384519965,0.02301223848726308,0.0940428222283034,0.19358367049294656,-0.01731082943832285,-0.051773300434165725,,,,,13.4,12.3,-0.08208955223880599,0.004474886627632957,-0.08656443886643894,13.4,13.17,13.4,12.77,-0.04701492537313434,0.018671078687709564,-0.0656860040608439,13.4,12.3,-0.08208955223880599,-0.01134152300451774,-0.07074802923428825
2018-03-21,13.4,13.4,13.17,13.17,1929052,0.0,-0.01716417910447765,-0.022997032640949544,-0.01716417910447765,-0.006037735849056647,,13.278,,,13.462091811124598,13.664197679210051,-0.20210586808545372,-0.14683942269916117,-0.05526644538629255,-0.015345927720991172,-0.004196389171320619,,,,,,,,,,,,,,,-13197276.0,,,,,,,,0.017463933181473077,,,2.0,3.0,-0.030188679245283012,0.0,1166.51,1169.36,0.00859934965800968,0.027475858675500175,0.07561973968633562,0.17740977520559517,-0.00859934965800968,-0.044640037779977826,,,,,13.25,12.3,-0.07169811320754715,-0.0025356954442572466,-0.06916241776328991,13.25,12.85,13.25,12.93,-0.024150943396226476,0.013886761627610156,-0.03803770502383663,13.25,11.9,-0.10188679245283017,-0.03121968652677798,-0.07066710592605219
