date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close,is_model_anchor
2026-08-14,10.572824991047382,10.639163846212904,10.705502701378427,10.761666347074787,10.817829992771149,0.49126984126984125,10.7,False
2026-08-17,10.445649982094764,10.578327692425809,10.711005402756854,10.823332694149574,10.935659985542296,0.48253968253968255,10.7,False
2026-08-18,10.318474973142147,10.517491538638716,10.716508104135283,10.884999041224365,11.053489978313445,0.4738095238095238,10.7,False
2026-08-19,10.191299964189529,10.456655384851619,10.72201080551371,10.946665388299152,11.171319971084593,0.4650793650793651,10.7,False
2026-08-20,10.064124955236911,10.395819231064525,10.727513506892137,11.00833173537394,11.289149963855742,0.45634920634920634,10.7,True
2026-08-21,10.037724829316138,10.383044754066503,10.72836467881687,11.021787211396731,11.315209743976592,0.46746031746031746,10.7,False
2026-08-24,10.011324703395365,10.370270277068483,10.729215850741602,11.035242687419522,11.341269524097441,0.47857142857142854,10.7,False
2026-08-25,9.984924577474594,10.357495800070463,10.730067022666335,11.048698163442314,11.367329304218291,0.48968253968253966,10.7,False
2026-08-26,9.95852445155382,10.344721323072443,10.730918194591066,11.062153639465103,11.393389084339141,0.5007936507936508,10.7,False
2026-08-27,9.932124325633048,10.331946846074423,10.731769366515799,11.075609115487895,11.41944886445999,0.5119047619047619,10.7,True
2026-08-28,9.85060363009572,10.291660833291242,10.732718036486766,11.146750118888448,11.56078220129013,0.494047619047619,10.7,False
2026-09-03,9.76908293455839,10.251374820508062,10.733666706457733,11.217891122289,11.70211553812027,0.47619047619047616,10.7,False
2026-09-04,9.687562239021062,10.211088807724881,10.7346153764287,11.289032125689554,11.843448874950408,0.4583333333333333,10.7,False
2026-09-07,9.606041543483734,10.1708027949417,10.735564046399666,11.360173129090107,11.984782211780548,0.44047619047619047,10.7,False
2026-09-08,9.524520847946404,10.13051678215852,10.736512716370633,11.431314132490659,12.126115548610686,0.42261904761904756,10.7,False
2026-09-09,9.443000152409075,10.090230769375339,10.7374613863416,11.502455135891212,12.267448885440825,0.4047619047619047,10.7,False
2026-09-10,9.361479456871747,10.049944756592158,10.738410056312567,11.573596139291766,12.408782222270965,0.38690476190476186,10.7,False
2026-09-11,9.279958761334418,10.009658743808977,10.739358726283534,11.644737142692318,12.550115559101103,0.369047619047619,10.7,False
2026-09-14,9.19843806579709,9.969372731025796,10.7403073962545,11.715878146092873,12.691448895931243,0.35119047619047616,10.7,False
2026-09-15,9.116917370259761,9.929086718242615,10.741256066225468,11.787019149493425,12.832782232761382,0.3333333333333333,10.7,True
