entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2024-11-15,2024-11-21,13.54,12.22,7300,4,-9636000.0,-10101302.0,-0.10199247000828476,fixed_horizon_exit
2025-01-22,2025-02-04,13.04,14.09,6800,4,7140000.0,6675220.0,0.07512964867810391,fixed_horizon_exit
2025-02-19,2025-02-25,13.97,14.44,6800,4,3196000.0,2711432.0,0.028485620026946823,fixed_horizon_exit
2025-02-28,2025-03-06,14.2,14.63,6900,4,2967000.0,2468199.0,0.02514056394253746,fixed_horizon_exit
2025-03-11,2025-03-17,14.16,13.78,7100,4,-2698000.0,-3192586.0,-0.03169226518713984,fixed_horizon_exit
2025-04-08,2025-04-14,10.83,12.88,9000,4,18450000.0,17907300.0,0.18335443609549137,fixed_horizon_exit
2025-04-15,2025-04-21,12.65,14.2,9100,4,14105000.0,13487110.0,0.1169281989380922,fixed_horizon_exit
2025-04-22,2025-04-28,14.24,17.38,9100,4,28574000.0,27840358.0,0.21441527058243065,fixed_horizon_exit
2025-05-14,2025-05-20,17.0,17.85,9200,4,7820000.0,7014540.0,0.04476047904191617,fixed_horizon_exit
2025-05-21,2025-05-27,18.01,18.32,9100,4,2821000.0,1993082.0,0.012136748158319674,fixed_horizon_exit
2025-05-28,2025-06-03,18.39,17.46,9000,4,-8370000.0,-9172440.0,-0.05530863232751463,fixed_horizon_exit
2025-06-04,2025-06-10,17.46,16.25,9000,4,-10890000.0,-11643030.0,-0.07394546531221635,fixed_horizon_exit
2025-06-11,2025-06-17,16.25,16.55,8900,4,2670000.0,1938865.0,0.013379395056041762,fixed_horizon_exit
2025-06-18,2025-06-24,16.7,15.85,8800,4,-7480000.0,-8192360.0,-0.05563424050103386,fixed_horizon_exit
2025-06-27,2025-07-03,15.65,16.8,8900,4,10235000.0,9507870.0,0.06812572937192707,fixed_horizon_exit
2025-07-09,2025-07-15,16.85,17.2,8800,4,3080000.0,2329360.0,0.015677843126802773,fixed_horizon_exit
2025-07-16,2025-07-22,17.25,20.05,8700,4,24360000.0,23536545.0,0.15651884636524052,fixed_horizon_exit
2025-09-08,2025-09-12,28.0,31.6,6200,4,22320000.0,21385040.0,0.12293983461648132,fixed_horizon_exit
2025-09-15,2025-09-19,32.25,29.3,6000,4,-17700000.0,-18614400.0,-0.09600643673892525,fixed_horizon_exit
2025-09-24,2025-09-30,30.35,29.45,5800,4,-5220000.0,-6084490.0,-0.03449608197114831,fixed_horizon_exit
2025-10-06,2025-10-10,29.2,28.05,5800,4,-6670000.0,-7496790.0,-0.04417705684521368,fixed_horizon_exit
2025-10-20,2025-10-24,24.5,23.55,6600,4,-6270000.0,-7059690.0,-0.043572039594280826,fixed_horizon_exit
2025-10-27,2025-10-31,23.4,21.6,6700,4,-12060000.0,-12807720.0,-0.08152924919391985,fixed_horizon_exit
