date,prediction,entry_margin,action,position_shares,sell_eligible,holding_sessions,transaction_cost_value,transaction_cost,equity_curve,gross_equity_curve,net_strategy_return,realized_trade_return
2026-02-02,0.019386695697903633,0.005,BUY,3600,False,0,198216.0,0.00198216,0.99441784,0.9964,-0.005582160000000003,
2026-02-03,0.018026577308773994,0.005,HOLD,3600,False,1,0.0,0.0,0.98901784,0.991,-0.005430312875320142,
2026-02-04,0.0162244513630867,0.005,HOLD,3600,True,2,0.0,0.0,1.00845784,1.01044,0.01965586384164708,
2026-02-05,0.017897089943289757,0.005,HOLD,3600,True,3,0.0,0.0,0.98217784,0.98416,-0.026059592139221155,
2026-02-06,0.02032131515443325,0.005,SELL,0,True,0,294192.0,0.00294192,0.98463592,0.98956,0.0025026832207901695,-0.015471418224212672
2026-02-09,0.006831454113125801,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-10,-0.00031938543543219566,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-11,-0.00031938543543219566,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-12,-0.0015144922072067857,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-13,-0.0030407363083213568,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-23,-0.0031825413461774588,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-24,-0.0023669085931032896,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-25,0.006398441269993782,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-26,-0.001769730937667191,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-02-27,0.0056951409205794334,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-03-02,0.002301872707903385,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
2026-03-03,0.004921192303299904,0.005,HOLD,0,False,0,0.0,0.0,0.98463592,0.98956,0.0,
