entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-05-16,2023-05-22,5.76,5.45,17300,4,-5363000.0,-5845151.0,-0.0585409043025061,fixed_horizon_exit
2023-05-23,2023-05-29,5.5,6.08,17000,4,9860000.0,9362920.0,0.09993830520776628,fixed_horizon_exit
2023-06-08,2023-06-14,6.95,6.85,14800,4,-1480000.0,-1989860.0,-0.01930671032036646,fixed_horizon_exit
2023-06-21,2023-06-27,7.56,7.21,13400,4,-4690000.0,-5182450.0,-0.05105529681377985,fixed_horizon_exit
2023-07-31,2023-08-04,10.29,10.87,9300,4,5394000.0,4899333.0,0.05109411885655317,fixed_horizon_exit
2023-09-14,2023-09-20,12.55,12.26,8000,4,-2320000.0,-2815040.0,-0.027982282447058075,fixed_horizon_exit
2023-09-26,2023-10-02,10.17,9.59,9600,4,-5568000.0,-6039456.0,-0.06173591852676162,fixed_horizon_exit
2023-10-05,2023-10-11,9.1,10.23,10100,4,11413000.0,10919211.0,0.1185661643745476,fixed_horizon_exit
2023-11-22,2023-11-28,11.19,10.58,9200,4,-5612000.0,-6109904.0,-0.05923095720979846,fixed_horizon_exit
2023-12-04,2023-12-08,11.45,11.0,8400,4,-3780000.0,-4249560.0,-0.04409521568217277,fixed_horizon_exit
2023-12-21,2023-12-27,10.87,11.0,8500,4,1105000.0,639710.0,0.006909823407462903,fixed_horizon_exit
2023-12-28,2024-01-04,11.07,10.78,8400,4,-2436000.0,-2893632.0,-0.031056225399246674,fixed_horizon_exit
2024-01-05,2024-01-11,10.87,10.9,8300,4,249000.0,-202852.0,-0.0022439022598776687,fixed_horizon_exit
2024-01-12,2024-01-18,11.0,11.16,8200,4,1312000.0,857064.0,0.009482852476864452,fixed_horizon_exit
2024-01-19,2024-01-25,11.26,11.16,8000,4,-800000.0,-1248000.0,-0.013826698290807373,fixed_horizon_exit
2024-01-26,2024-02-01,11.19,11.39,8000,4,1600000.0,1147600.0,0.012793893892286919,fixed_horizon_exit
2024-02-02,2024-02-15,11.42,11.55,7900,4,1027000.0,572829.0,0.006336713613054102,fixed_horizon_exit
2024-02-16,2024-02-22,11.55,11.26,7900,4,-2291000.0,-2740352.0,-0.029972954523852728,fixed_horizon_exit
2024-02-23,2024-02-29,11.23,12.16,7900,4,7347000.0,6881374.0,0.07741062843147187,fixed_horizon_exit
2024-03-01,2024-03-07,12.42,12.51,7700,4,693000.0,212751.0,0.002220197286586248,fixed_horizon_exit
2024-03-08,2024-03-14,12.51,13.38,7600,4,6612000.0,6116784.0,0.06420731678130549,fixed_horizon_exit
2024-03-15,2024-03-21,13.51,12.96,7500,4,-4125000.0,-4619250.0,-0.04549745808161619,fixed_horizon_exit
2024-03-22,2024-03-28,13.32,13.22,7300,4,-730000.0,-1213990.0,-0.012460064855274436,fixed_horizon_exit
2024-03-29,2024-04-04,13.16,12.42,7300,4,-5402000.0,-5866134.0,-0.06094042917205104,fixed_horizon_exit
2024-05-15,2024-05-21,11.64,11.71,7700,4,539000.0,89243.0,0.000993717033287377,fixed_horizon_exit
2025-02-19,2025-02-25,9.05,9.21,10000,4,1600000.0,1142700.0,0.012601316703609356,fixed_horizon_exit
2025-02-26,2025-03-04,9.25,8.93,9900,4,-3168000.0,-3616371.0,-0.03941198683713654,fixed_horizon_exit
2025-03-05,2025-03-11,9.05,10.01,9700,4,9312000.0,8845139.0,0.10055800002205534,fixed_horizon_exit
2025-03-12,2025-03-18,9.97,9.73,9700,4,-2328000.0,-2804561.0,-0.028942115768463075,fixed_horizon_exit
2025-03-19,2025-03-25,9.77,10.13,9600,4,3456000.0,2976672.0,0.03167360264118641,fixed_horizon_exit
2025-03-26,2025-04-01,10.21,10.42,9500,4,1995000.0,1504040.0,0.015475415476588449,fixed_horizon_exit
2025-04-02,2025-04-09,10.01,8.97,9800,4,-10192000.0,-10651914.0,-0.10836768022396764,fixed_horizon_exit
2025-04-10,2025-04-16,9.41,10.09,9300,4,6324000.0,5867463.0,0.06691293290146594,fixed_horizon_exit
2025-04-17,2025-04-23,10.25,9.73,9100,4,-4732000.0,-5184179.0,-0.05546857504503189,fixed_horizon_exit
2025-04-24,2025-05-05,9.85,9.89,8900,4,356000.0,-83393.0,-0.0009493702949431087,fixed_horizon_exit
2025-05-06,2025-05-12,9.85,10.34,8900,4,4361000.0,3909592.0,0.044507938437845125,fixed_horizon_exit
2025-05-13,2025-05-19,10.34,10.7,8900,4,3204000.0,2734258.0,0.029652493851754905,fixed_horizon_exit
2025-05-20,2025-05-26,10.82,10.94,8700,4,1044000.0,570198.0,0.006045210872155873,fixed_horizon_exit
2025-05-27,2025-06-02,11.14,11.3,8500,4,1360000.0,882470.0,0.009300967185915422,fixed_horizon_exit
2025-06-03,2025-06-09,11.34,10.62,8500,4,-6120000.0,-6583590.0,-0.06816525678801127,fixed_horizon_exit
2025-07-04,2025-07-10,12.46,13.39,7200,4,6696000.0,6227352.0,0.06927637501882271,fixed_horizon_exit
2025-07-11,2025-07-17,13.39,15.92,7100,4,17963000.0,17433766.0,0.18301410621624561,fixed_horizon_exit
2025-07-18,2025-07-24,16.43,20.31,6900,4,26772000.0,26124849.0,0.2299849479373572,fixed_horizon_exit
2025-09-08,2025-09-12,27.53,31.63,5000,4,20500000.0,19750250.0,0.14319526584317743,fixed_horizon_exit
2025-09-15,2025-09-19,33.74,30.53,4700,4,-15087000.0,-15834629.0,-0.09965457348492109,fixed_horizon_exit
2025-09-22,2025-09-26,30.53,30.49,4700,4,-188000.0,-904891.0,-0.006293668803892379,fixed_horizon_exit
2025-09-29,2025-10-03,30.82,32.05,4600,4,5657999.99999997,4932165.99999997,0.03471998248797647,fixed_horizon_exit
2025-10-06,2025-10-10,32.09,31.67,4600,4,-1932000.0000000298,-2664274.00000003,-0.0180128991005215,fixed_horizon_exit
2025-10-13,2025-10-17,32.26,30.19,4400,4,-9107999.99999997,-9790395.99999997,-0.06883597962166163,fixed_horizon_exit
2025-10-30,2025-11-05,24.49,22.17,5500,4,-12760000.0,-13395195.0,-0.09924984657063986,fixed_horizon_exit
2025-11-06,2025-11-12,22.17,21.11,5400,4,-5724000.0,-6305418.0,-0.052563794377865826,fixed_horizon_exit
