item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,3593260439408.0,4310634832640.0,3482289506350.0,3474430536618.0,2956268026821.0,2976999285806.0,3083939349476.0,3206852856788.0,2458772195862.0,2330458411710.0,3386235079715.0,3438525405520.0,4860890067880.0,7016342279063.0,7534015087344.0,8794902421464.0,7163768766837.0,7206140590526.0,4437556406446.0,4320863226776.0,4380101973620.0,5506695316549.0,4268428310383.0,4465986967155.0,5316244691378.0,5683527977833.0,5208824762566.0,4498919760119.0,4108300018473.0,3827079691427.0,3789398683187.0,3174456269999.0,3277761407436.0,4169538457573.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-7617139595.0,-19357859673.0,-10267275613.0,-11588676665.0,-12827200248.0,-13255124196.0,-15449739431.0,-5730540359.0,-7210088051.0,-16104269610.0,-10620046446.0,-20382168540.0,-8351869568.0,-6485849987.0,-2972274577.0,-14937625393.0,-12401919892.0,-10126853595.0,-13514384153.0,-21038547698.0,-5373531300.0,-6728163362.0,-6366644984.0,-6769974974.0,-25149872580.0,-22993696922.0,-20556122744.0,-29795309573.0,-18150504329.0,-18584789258.0,-16348659203.0,-38005693141.0,-16353888299.0,-19327722876.0
Doanh thu thuần,Net sales,net_sales,3585643299813.0,4291276972967.0,3472022230737.0,3462841859953.0,2943440826573.0,2963744161610.0,3068489610045.0,3201122316429.0,2451562107811.0,2314354142100.0,3375615033269.0,3418143236980.0,4852538198312.0,7009856429076.0,7531042812767.0,8779964796071.0,7151366846945.0,7196013736931.0,4424042022293.0,4299824679078.0,4374728442320.0,5499967153187.0,4262061665399.0,4459216992181.0,5291094818798.0,5660534280911.0,5188268639822.0,4469124450546.0,4090149514144.0,3808494902169.0,3773050023984.0,3136450576858.0,3261407519137.0,4150210734697.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-3290022053328.0,-3982415777839.0,-3303732961513.0,-3442768074843.0,-2944683462802.0,-2851250131666.0,-2967564136003.0,-3071550519011.0,-2239550898773.0,-2207014162659.0,-3133214365983.0,-3110685264116.0,-4242450570695.0,-5703864346413.0,-6235050946121.0,-7722179448749.0,-6194495760219.0,-6302435149637.0,-4583215267445.0,-4448894900222.0,-4237000626557.0,-5003625595179.0,-4057096024272.0,-4185988991032.0,-4723759260820.0,-5148587012773.0,-4736614937487.0,-4168287024067.0,-3826891735729.0,-3538475724825.0,-3592972571624.0,-3064631397358.0,-3176221063774.0,-3713135824692.0
Lợi nhuận gộp,Gross Profit,gross_profit,295621246485.0,308861195128.0,168289269224.0,20073785110.0,-1242636229.0,112494029944.0,100925474042.0,129571797418.0,212011209038.0,107339979441.0,242400667286.0,307457972864.0,610087627617.0,1305992082663.0,1295991866646.0,1057785347322.0,956871086726.0,893578587294.0,-159173245152.0,-149070221144.0,137727815763.0,496341558008.0,204965641127.0,273228001149.0,567335557978.0,511947268138.0,451653702335.0,300837426479.0,263257778415.0,270019177344.0,180077452360.0,71819179500.0,85186455363.0,437074910005.0
Doanh thu hoạt động tài chính,Financial income,financial_income,18235132321.0,20740191783.0,40626686518.0,18055665923.0,8770464737.0,38938905714.0,29551277178.0,101802574764.0,8019624851.0,34721228189.0,21160883152.0,25186427168.0,17383907187.0,37186007675.0,38905795528.0,105742725476.0,73120003389.0,108411703827.0,74327941483.0,47023523656.0,57452250950.0,50563899339.0,78951019759.0,43411372094.0,65679178568.0,113616385965.0,59674381380.0,101646683642.0,46589584611.0,60360942774.0,52281625994.0,54930278052.0,96673961232.0,-536107235.0
Chi phí tài chính,Financial expenses,financial_expenses,-87243639820.0,-111476063354.0,-116195115098.0,-115461002979.0,-53513786848.0,-84520946519.0,-64988820295.0,-144091158965.0,-91917636407.0,-62538054463.0,-72580004194.0,-54222519998.0,-71604878698.0,-86240937059.0,-108013966130.0,-131606438903.0,-123055976764.0,-157478513874.0,-121698121213.0,-100748640703.0,-127520973994.0,-125622517438.0,-84476610485.0,-88534877688.0,-121011798297.0,-69936380491.0,-118030840311.0,-168118465366.0,-64380035657.0,-143692517824.0,-64103837827.0,-45581403033.0,-54395666016.0,-79400998371.0
Chi phí lãi vay,Interest expenses,interest_expenses,-80723933596.0,-82013831707.0,-84775773508.0,-91110747828.0,-49226239283.0,-65409946791.0,-60237388091.0,-134259263610.0,-57172519731.0,-60101224592.0,-55969428573.0,-49016154685.0,-47487113910.0,-57009434655.0,-71197769813.0,-67990918978.0,-73513836145.0,-44879195044.0,-60419906077.0,-83653297514.0,-93246436050.0,-79919116379.0,-59987821992.0,-59526460043.0,-48546962649.0,-43146266842.0,-48770950134.0,-67377079938.0,-56320950674.0,-59943785739.0,-54699447037.0,-48677455839.0,-47200134787.0,-67190410626.0
Chi phí bán hàng,Selling expenses,selling_expenses,-77141390999.0,-79816706118.0,-76929998909.0,-90791104459.0,-39056512787.0,-57706871317.0,-46575116692.0,-66905139058.0,-61983064653.0,-46599141995.0,-74705320565.0,-84661229206.0,-173254732801.0,-243898298429.0,-464548053692.0,-516250147093.0,-295266961673.0,-541987719950.0,-212636317563.0,-152435907574.0,-82586227747.0,-213674359614.0,-137519856266.0,-175337450932.0,-291743408313.0,-251329931832.0,-282723696011.0,-191801561496.0,-138183055775.0,-134321054036.0,-82506740980.0,-76072411930.0,-71294374227.0,-141146798833.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-18740860848.0,-22351712794.0,-17752597077.0,-19360177919.0,-17055390535.0,-17508179731.0,-18176426267.0,-15940805550.0,-18981461539.0,-23109825621.0,-24602829371.0,-25214454317.0,-26957245863.0,-36425644915.0,-38963277742.0,-20374620333.0,-20927247877.0,-63419969031.0,-56706711254.0,-44726506063.0,-34560280751.0,-40663682496.0,-32214741719.0,-22857548631.0,-32660013323.0,-32644088519.0,-27940418293.0,-26996996951.0,-30516696713.0,-34266641104.0,-26569221885.0,-32388137438.0,-31043982317.0,-53069535665.0
