date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close,is_model_anchor
2026-08-14,20.003512575030324,20.077413031684117,20.15131348833791,20.23606408950116,20.32081469066441,0.48253968253968255,20.15,False
2026-08-17,19.85702515006065,20.004826063368235,20.15262697667582,20.32212817900232,20.49162938132882,0.4650793650793651,20.15,False
2026-08-18,19.71053772509098,19.932239095052353,20.153940465013726,20.408192268503477,20.662444071993228,0.4476190476190476,20.15,False
2026-08-19,19.564050300121306,19.85965212673647,20.155253953351636,20.494256358004638,20.83325876265764,0.43015873015873013,20.15,False
2026-08-20,19.41756287515163,19.78706515842059,20.156567441689546,20.580320447505798,21.00407345332205,0.4126984126984127,20.15,True
2026-08-21,19.350722773522136,19.762883518752638,20.175044263983143,20.656446175915185,21.13784808784723,0.419047619047619,20.15,False
2026-08-24,19.28388267189264,19.73870187908469,20.19352108627674,20.732571904324573,21.27162272237241,0.4253968253968254,20.15,False
2026-08-25,19.217042570263146,19.714520239416743,20.211997908570336,20.808697632733963,21.40539735689759,0.4317460317460317,20.15,False
2026-08-26,19.15020246863365,19.69033859974879,20.230474730863932,20.88482336114335,21.53917199142277,0.4380952380952381,20.15,False
2026-08-27,19.083362367004156,19.66615696008084,20.24895155315753,20.96094908955274,21.67294662594795,0.4444444444444444,20.15,True
2026-08-28,19.07175720727071,19.659217609894693,20.246678012518675,20.978125461760207,21.70957291100174,0.44087301587301586,20.15,False
2026-09-03,19.060152047537265,19.652278259708545,20.24440447187982,20.995301833967677,21.74619919605553,0.4373015873015873,20.15,False
2026-09-04,19.048546887803823,19.645338909522398,20.242130931240972,21.012478206175146,21.78282548110932,0.4337301587301587,20.15,False
2026-09-07,19.036941728070378,19.63839955933625,20.23985739060212,21.029654578382612,21.81945176616311,0.43015873015873013,20.15,False
2026-09-08,19.025336568336932,19.6314602091501,20.237583849963265,21.046830950590085,21.8560780512169,0.42658730158730157,20.15,False
2026-09-09,19.013731408603487,19.624520858963947,20.23531030932441,21.06400732279755,21.89270433627069,0.423015873015873,20.15,False
2026-09-10,19.00212624887004,19.6175815087778,20.233036768685558,21.081183695005016,21.92933062132448,0.41944444444444445,20.15,False
2026-09-11,18.9905210891366,19.610642158591652,20.23076322804671,21.09836006721249,21.965956906378267,0.41587301587301584,20.15,False
2026-09-14,18.978915929403154,19.603702808405504,20.228489687407855,21.115536439419955,22.00258319143206,0.4123015873015873,20.15,False
2026-09-15,18.96731076966971,19.596763458219357,20.226216146769,21.132712811627425,22.039209476485848,0.4087301587301587,20.15,True
