entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2024-02-28,2024-03-05,89.83,90.23,1100,4,440000.0,-55385.0,-0.0005593844038517643,fixed_horizon_exit
2024-11-12,2024-11-18,111.08,101.58,800,4,-7600000.0,-8021520.0,-0.09008720046403412,fixed_horizon_exit
2024-11-19,2024-11-25,101.84,104.8,900,4,2664000.0,2197728.0,0.023930144424426873,fixed_horizon_exit
2024-11-28,2024-12-04,108.03,109.77,800,4,1392000.0,955704.0,0.011036244644839729,fixed_horizon_exit
2024-12-13,2024-12-19,109.42,108.9,800,4,-416000.0,-852432.0,-0.009718636205928484,fixed_horizon_exit
2024-12-31,2025-01-07,114.3,119.35,800,4,4040000.0,3570680.0,0.03897148834439607,fixed_horizon_exit
2025-01-14,2025-01-20,108.9,109.68,800,4,624000.0,186528.0,0.0021367732853851524,fixed_horizon_exit
2025-02-17,2025-02-21,104.11,103.93,900,4,-162000.0,-630009.0,-0.0067103330559129554,fixed_horizon_exit
2025-04-03,2025-04-10,91.91,108.72,1000,4,16810000.0,16300020.0,0.17699363540354826,fixed_horizon_exit
2025-04-25,2025-05-06,124.23,125.19,900,4,864000.0,302373.0,0.002699021180049946,fixed_horizon_exit
2025-05-07,2025-05-13,126.32,131.55,900,4,4707000.0,4124439.0,0.036206165882294944,fixed_horizon_exit
