date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_open,market_close,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d,target_entry_open_5d,target_exit_close_5d,target_return_5d,target_market_return_5d,target_excess_return_5d,swing_execution_open,swing_execution_close,target_entry_open_10d,target_exit_close_10d,target_return_10d,target_market_return_10d,target_excess_return_10d,target_entry_open_20d,target_exit_close_20d,target_return_20d,target_market_return_20d,target_excess_return_20d,predicted_excess_return_5d,entry_margin,fold
2023-05-12,57.24,57.51,56.54,56.82,202635,-0.007337526205450806,-0.002457865168539297,0.016094420600858417,0.008519701810436597,0.13685474189675872,0.3192477362433248,56.67,50.9835,44.493,54.43586765999778,50.59269783220663,3.843169827791151,3.466570090129705,0.37659973766144583,0.06763762456513817,0.00662794328865621,77.3570285436983,50.9835,5.601438983351043,62.18637796670208,39.78062203329792,0.43947072942038434,0.7604910995793949,1.718479222697234,0.030244266502943224,54.63387531500963,48.85970791516866,10.171791749770371,83.48936170212768,89.16432807002953,14406664.0,13363766.8,0.48377452860413234,0.9821011987201563,-0.49599530982853407,415760.4,-0.7478086155357624,0.4873840798690784,0.01707145371348115,0.11447821353967469,0.2770548176117591,4.0,5.0,-0.001220149904131107,0.0,1057.7,1066.9,0.009251551384894974,0.02555968893887406,-0.0023937314158546386,0.09624887352010959,-0.01658907759034578,-0.01703998712843746,0.32164146765917945,0.3224132383567213,0.23895651272366866,0.10669042616629207,57.37,55.66,-0.02980651908663068,-0.007210509666734866,-0.022596009419895813,57.37,57.3,57.37,57.21,-0.002788914066585213,-0.010290095085688677,0.0075011810191034645,57.37,65.1,0.13473941084190333,0.030433002735341663,0.10430640810656167,0.0035179208,0.005,1
2023-05-15,57.37,58.41,56.82,57.3,295358,0.008447729672650395,0.0010482180293500676,0.005969101123595388,0.015777344442474694,0.07243121841661981,0.3221042916474386,56.848,51.68150000000001,44.733666666666664,54.87650340461351,51.08953502982096,3.7869683747925507,3.530649747062274,0.25631862773027647,0.066090198512959,0.004473274480458578,78.24527511968776,51.68150000000001,5.467017155537522,62.61553431107505,40.74746568892496,0.423131461396246,0.756927124982086,1.709302135361717,0.029830752798633807,55.56998254204878,49.3742480791736,9.49594580290503,86.38059701492536,86.77007009646007,14702022.0,13511762.85,0.4833518223187762,0.9734258932960957,-0.5029101600304566,428577.15,-0.48858581561812753,0.6891594663877904,0.027748691099476377,0.10871394986600591,0.28091444922168995,0.0,5.0,0.04944095038434648,1.0,1074.82,1065.71,-0.0011153810104039819,0.011647554678007266,-0.0034971246902613107,0.0963147432926182,0.009563110683054377,0.004129789764467429,0.3256014163376999,0.32674408113122055,0.2500417940704682,0.11085542786095168,57.24,56.33,-0.01589797344514332,0.0019934301036024227,-0.017891403548745743,57.24,60.07,57.24,57.73,0.008560447239692515,0.006055160925026559,0.0025052863146659554,57.24,66.28,0.15793151642208247,0.04446378601978451,0.11346773040229796,0.0035179208,0.005,1
2023-05-16,57.24,60.14,57.17,60.07,796415,0.048342059336823784,0.05719816965857083,0.04944095038434648,0.07421316165951364,0.10565065341432,0.39697674418604656,57.678,52.535000000000004,45.01483333333333,55.67550288082681,51.75475465724163,3.9207482235851856,3.608669442366857,0.31207878121832877,0.06526965579465932,0.005195251893096866,82.50938524442714,52.535000000000004,5.371986303230811,63.27897260646162,41.791027393538386,0.4090215135228559,0.8506617280217335,1.7993519828358802,0.029954253085331783,56.70837329496561,50.42059633026978,8.376377706657937,99.3383742911153,89.73611100272281,15498437.0,13702197.1,0.49002469022263834,0.7292448532362444,-0.9764494742546239,465780.45,1.2274426151384252,1.7098506388578567,0.04944231729648741,0.14342819072998947,0.33444901495433,1.0,5.0,-0.011606391925988335,0.0,1068.51,1065.91,0.0001876683150201508,0.011520540535411072,0.0015127313727334446,0.09472991412535522,0.04815439102180363,0.06269262112410257,0.3954640128133131,0.39486668558997384,0.24924264402696436,0.10586449264549784,59.45,55.96,-0.05870479394449124,-0.00039389648025367485,-0.058310897464237565,59.45,58.76,59.45,58.24,-0.020353238015138775,0.011047858422350787,-0.03140109643748956,59.45,67.83,0.14095878889823377,0.05269772196535594,0.08826106693287783,0.0035179208,0.005,1
2023-05-17,59.45,60.14,58.76,58.76,351169,-0.021807890794073637,0.025479930191972144,0.034142907426962354,0.0316011235955056,0.09831775700934586,0.36239276605610926,58.038,53.3165,45.29366666666667,56.15004089916115,52.27366171966817,3.8763791794929787,3.6622113897920814,0.21416778970089734,0.06596969332016642,0.003644788796815816,75.02028354684427,53.3165,5.059583168809405,63.435666337618805,43.19733366238119,0.3795885452953141,0.7689697855723231,1.7693982697761748,0.03011229186140529,57.7654504226741,47.61171474911692,7.909737984610743,86.95652173913041,90.89183101505705,15147268.0,13872522.2,0.5072414325804604,0.6851028206750468,-1.0288318002635974,480788.2,-0.5125272235254205,0.7304027012310202,0.02348536419332884,0.10209784963379076,0.2973116182542077,2.0,5.0,-0.005752961082910346,0.0,1066.27,1060.44,-0.005131765346042427,0.0020599852588212286,0.007170739583432173,0.08811497640975771,-0.01667612544803121,0.02954113833668437,0.3552220264726771,0.35269295712422855,0.28213696557071055,0.12084970629002563,59.1,54.78,-0.07309644670050763,-0.0017580805896622032,-0.07133836611084543,59.1,58.76,59.1,58.83,-0.004568527918781817,0.010821127051877433,-0.01538965497065925,59.1,64.88,0.09780033840947544,0.0505424665776657,0.04725787183180974,0.0035179208,0.005,1
2023-05-18,59.1,59.79,57.93,58.76,376046,0.0,-0.021807890794073637,0.025479930191972144,0.02655485674353586,0.0316011235955056,0.3642906895751101,58.342,54.101,45.568,56.55157306852097,52.754131221914975,3.7974418466059987,3.689257481154865,0.10818436545113386,0.0646263078047311,0.0018411226251043883,75.02028354684428,54.101,4.5809696744127075,63.26293934882541,44.939060651174586,0.338697597043508,0.7542583956636483,1.7758698219350195,0.03022242719426514,57.99944209320996,44.04976650833622,10.656395526137397,86.95652173913041,91.0838059231254,15147268.0,14046556.75,0.5066305419912108,0.6824266720921034,-1.025913972234559,495881.05,-0.5082326014107489,0.7583391218519038,0.03165418652144315,0.08611670763941515,0.289501404494382,3.0,5.0,-0.0527569775357386,0.0,1063.66,1068.31,0.007421447700954209,0.010585364007870579,0.01375959613213018,0.09160568396211562,-0.007421447700954209,0.01596949273566528,0.35053109344297995,0.34577339122646666,0.3077787558237918,0.12344479069486292,58.76,57.8,-0.016337644656228778,-0.005139562483062798,-0.01119808217316598,58.76,55.66,58.76,57.87,-0.015146358066712051,0.007718688383654415,-0.022865046450366466,58.76,66.21,0.12678692988427498,0.043770383037574856,0.08301654684670012,0.0035179208,0.005,1
2023-05-19,58.76,58.98,55.37,55.66,691893,-0.0527569775357386,-0.0527569775357386,-0.07341434992508744,-0.020415346708905435,-0.012069577564785328,0.29441860465116276,58.11,54.734,45.78366666666667,56.41440798105621,52.96938076103238,3.4450272200238246,3.640411428928657,-0.19538420890483232,0.06189412899791277,-0.003510316365519805,60.05912728635871,54.734,3.7690210930683463,62.272042186136694,47.19595781386331,0.27544276632940007,0.5614217841406495,1.9068791203682325,0.03425941646367647,56.27805846111298,38.09315037360691,18.804728798142804,33.92330383480821,69.2787824376897,14455375.0,14188613.95,0.5600800097658897,0.31938258454886004,-0.7406243050484392,527858.4,0.7632587986807814,1.3107549297311551,0.06485806683435141,0.016918186136587687,0.21571739557775316,4.0,5.0,0.00661186561829874,1.0,1070.13,1067.07,-0.0011607117784163679,0.0001593401443433784,0.01142158442493968,0.09182199698335346,-0.051596265757322235,-0.020574686853248814,0.2829970202262231,0.27980124666523265,0.3252405286062253,0.12300194237041684,55.96,57.21,0.02233738384560402,-0.003335457032567546,0.025672840878171566,55.96,56.33,55.96,56.03,0.0012508934953538997,0.02203650264213164,-0.02078560914677774,55.96,65.91,0.17780557541100772,0.04487876175842298,0.13292681365258474,0.0035179208,0.005,1
2023-05-22,55.96,56.99,54.56,56.33,376504,0.012037369744879678,-0.04135466303607893,-0.04135466303607893,-0.016928446771378725,-0.0014181882644920263,0.22536436806613014,57.916,55.251999999999995,46.019666666666666,56.401422137816795,53.21831551947443,3.1831066183423644,3.5489504668113985,-0.36584384846903406,0.056508194893349274,-0.0064946537984916395,61.830853842427736,55.251999999999995,3.164589605053892,61.58117921010778,48.922820789892214,0.22910226634720127,0.5851611215462522,1.9442448974847872,0.03451526535566816,54.16020387569326,34.6924046456964,20.101762236463582,43.80530973451325,54.89504510281731,14831879.0,14298149.2,0.5202934251832679,0.4051831676976304,-0.2636230544906385,495336.45,-0.652468826449695,0.7600975054430176,0.04313864725723415,0.019510605950915805,0.2240418951317915,0.0,5.0,-0.019277953031896278,0.0,1067.32,1070.64,0.0033456099412412232,0.004626023965243808,0.020648630097809484,0.08916266690927918,0.008691759803638455,-0.021554470736622533,0.20471573796832065,0.20057415640552279,0.2662787156610764,0.09329189917588197,57.06,57.73,0.011742025937609535,0.001733263754286618,0.010008762183322917,57.06,55.96,57.06,55.15,-0.03347353662811081,0.023016997167138786,-0.0564905337952496,57.06,63.92,0.12022432527164395,0.030080512896973444,0.0901438123746705,0.0035179208,0.005,1
2023-05-23,57.06,57.36,55.96,55.96,222732,-0.006568436002130307,0.005389867049946151,-0.047651463580667075,-0.06842017646079568,0.0007153075822603494,0.1665624348551178,57.093999999999994,55.6515,46.25066666666667,56.33351103969113,53.42140325877262,2.912107780918511,3.421581929632821,-0.5094741487143102,0.052039095441717496,-0.009104255695395106,60.24162147227589,55.6515,2.661219101325038,60.973938202650075,50.32906179734992,0.19127743915797693,0.5289810786197948,1.9053702619501596,0.03404878952734381,52.32999638451991,34.2586919242295,19.04675667466326,33.545310015898245,37.09130786173993,14609147.0,14367922.05,0.5086675422472914,0.6227692437319948,0.16325902603106296,477847.25,-1.3363207561758708,0.46611547937128445,0.025017869907076457,0.0055434265024303375,0.20992850553505527,1.0,5.0,-0.019685039370078816,0.0,1073.12,1065.85,-0.004473959500859492,-5.628993066975063e-05,0.01582082439837973,0.09126847509153838,-0.0020944765012708144,-0.06836388653012593,0.15074161045673806,0.1483938966756415,0.2777916581903007,0.09746255213705358,55.88,58.24,0.04223335719398702,0.00834323234779677,0.03389012484619025,55.88,54.78,55.88,57.8,0.03435934144595554,0.03664661921375312,-0.0022872777677975797,55.88,64.95,0.16231209735146734,0.03983612844088169,0.12247596891058565,0.0035179208,0.005,1
2023-05-24,55.88,56.03,54.7,54.78,330613,-0.02108649035025012,-0.027516421090005294,-0.015810276679841806,-0.06773315180394823,-0.038272471910112404,0.07096774193548394,56.298,55.833000000000006,46.471333333333334,56.09450934127711,53.522040054419094,2.5724692868580163,3.25175940107786,-0.6792901142198438,0.04696000888751399,-0.012400330672140265,55.35504878776315,55.833000000000006,2.4537492258077176,60.74049845161544,50.925501548384574,0.1757920388163069,0.39271519793823045,1.8642723860965766,0.034031989523486246,49.83069577037513,32.51293000817375,22.903788602794002,8.843537414966036,28.731385721792538,14278534.0,14392817.85,0.46938635553339214,0.7887758248338134,0.9567268102741096,466031.5,-0.7037936685024231,0.7094220025899537,0.024278933917488102,-0.018859814088442395,0.1787912261322393,2.0,5.0,0.06819441877656618,1.0,1069.13,1061.79,-0.0038091663930196473,0.0012730564671268318,0.018103192029992776,0.08937216654579865,-0.017277323957230473,-0.06900620827107506,0.052864549905491165,0.051924549809223786,0.25138637556341636,0.08570745825490966,54.11,58.83,0.08722971724265394,0.012372531849382806,0.07485718539327113,54.11,57.8,54.11,57.95,0.07096654962114224,0.04473508281310323,0.026231466808039006,54.11,65.1,0.2031047865459248,0.05313409225728094,0.14997069428864385,0.0035179208,0.005,1
2023-05-25,54.11,58.61,54.11,57.8,799018,0.055129609346476816,0.03288062902072908,0.026096218711166408,-0.016337644656228778,0.009783368273934334,0.13000977517106538,56.105999999999995,56.165499999999994,46.74566666666667,56.35689251954217,53.83892597631397,2.517966543228198,3.1050008295079277,-0.5870342862797298,0.04356343500394806,-0.010156302530791172,63.51260672312099,56.165499999999994,2.2257381389444633,60.616976277888924,51.714023722111065,0.15851283360386464,0.6835907795486612,2.0525386442325355,0.035511049208175355,48.46135828875996,36.39981750016055,19.317043928541707,61.19402985074622,34.527625760536864,15077552.0,14457664.55,0.5029903267325607,0.598362075352951,0.04662781098033009,481969.2,1.5364633698560497,1.657819628308199,0.07785467128027682,0.029101494689800722,0.236478247538096,3.0,5.0,-0.005216484089723528,0.0,1062.03,1064.63,0.0026747285244730357,-0.003444693019816203,0.0223457785972192,0.08911104178885042,0.05245488082200378,-0.012892951636412575,0.10766399657384618,0.10531074596070034,0.25210347780457293,0.07902104118663716,57.51,57.87,0.006259780907668322,0.010447509463663351,-0.0041877285559950295,57.51,57.21,57.51,60.9,0.058946270213875884,0.03193283610059594,0.027013434113279944,57.51,64.14,0.1152842983828899,0.0544020089202053,0.06088228946268459,0.0035179208,0.005,1
