item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,663287806939.0,1167437715957.0,1069869267572.0,1229377943858.0,931856937524.0,1179758561682.0,1070108464635.0,1161230989683.0,1020368268007.0,1256369049856.0,1117051820236.0,1306650670728.0,1155295181456.0,1457116382345.0,528695987466.0,1423830480640.0,1352930110866.0,1558307433292.0,1498803762184.0,1414791949283.0,1449930904096.0,1347527865522.0,935937147748.0,1466526868319.0,1017987656331.0,1167489403590.0,1422523505215.0,1070618848616.0,1408306518881.0,1333355631871.0,1554116431123.0,1306013232304.0,1484523998868.0,1337036252492.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-37006571257.0,-63173372290.0,-50662263375.0,-59493089348.0,-561644359.0,-2460073704.0,-372280495.0,-2221544348.0,-588220174.0,-5492080239.0,-2546715472.0,-6172466537.0,-1980562534.0,-4799018129.0,-1629697400.0,-3772149727.0,-3346684470.0,-3233564210.0,-2996495626.0,-6912136059.0,-10010943782.0,-11048764042.0,-9819491032.0,-12059216613.0,-15136634731.0,-14289821267.0,-15692112980.0,-17822189228.0,-25206336926.0,-25226076126.0,-21826520863.0,-19954909026.0,-27213032930.0,-17475972248.0
Doanh thu thuần,Net sales,net_sales,626281235682.0,1104264343667.0,1019207004197.0,1169884854510.0,931295293165.0,1177298487978.0,1069736184140.0,1159009445335.0,1019780047833.0,1250876969617.0,1114505104764.0,1300478204191.0,1153314618922.0,1452317364216.0,527066290066.0,1420058330913.0,1349583426396.0,1555073869082.0,1495807266558.0,1407879813224.0,1439919960314.0,1336479101480.0,926117656716.0,1454467651706.0,1002851021600.0,1153199582323.0,1406831392235.0,1052796659388.0,1383100181955.0,1308129555745.0,1532289910260.0,1286058323278.0,1457310965938.0,1319560280244.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-455843069147.0,-855062642258.0,-795632485292.0,-941052586319.0,-720986791043.0,-904019633903.0,-819292268029.0,-905035946378.0,-774099922159.0,-896613089324.0,-759148449442.0,-1008797099110.0,-946845827760.0,-1265603637237.0,-503538834855.0,-1138080658821.0,-1030517492473.0,-1164158257118.0,-1072981101520.0,-933027198457.0,-885309242359.0,-763809648660.0,-527732207765.0,-863713301274.0,-577795682100.0,-647599256752.0,-800814681759.0,-600842166943.0,-792929939160.0,-697312197247.0,-798122502110.0,-681649155294.0,-769242689080.0,-702872988115.0
Lợi nhuận gộp,Gross Profit,gross_profit,170438166535.0,249201701409.0,223574518905.0,228832268191.0,210308502122.0,273278854075.0,250443916111.0,253973498957.0,245680125674.0,354263880293.0,355356655322.0,291681105081.0,206468791162.0,186713726979.0,23527455211.0,281977672092.0,319065933923.0,390915611964.0,422826165038.0,474852614767.0,554610717955.0,572669452820.0,398385448951.0,590754350432.0,425055339500.0,505600325571.0,606016710476.0,451954492445.0,590170242795.0,610817358498.0,734167408150.0,604409167984.0,688068276858.0,616687292129.0
Doanh thu hoạt động tài chính,Financial income,financial_income,5687787953.0,3654425296.0,753214885.0,13951583926.0,510259817.0,10948683784.0,9727201993.0,15935174044.0,17505577454.0,20574553355.0,20616073041.0,19563457057.0,18457464289.0,17187831646.0,10355018111.0,13568177681.0,11836913069.0,12157575357.0,13049929187.0,18153487817.0,23021557390.0,33983330364.0,32212811260.0,29285794313.0,19069226620.0,17037505968.0,20076257317.0,22548643629.0,21142536955.0,25423295690.0,26565245938.0,29070543834.0,24895122775.0,28145468450.0
Chi phí tài chính,Financial expenses,financial_expenses,-16420108099.0,-29619451967.0,-27358545426.0,-32086880734.0,-22491363391.0,-30501028132.0,-27817446625.0,-30161188194.0,-25859784735.0,-33300335725.0,-29465472208.0,-35249559491.0,-31814949371.0,-39828475467.0,-12801721254.0,-40550282253.0,-36186915979.0,-41441063743.0,-41066604866.0,-38870343797.0,-40398803676.0,-36937221900.0,-25541001606.0,-42684635929.0,-28217945742.0,-32641801323.0,-71490040810.0,-30014314658.0,-39773283954.0,-37948242146.0,-79853038019.0,-73748326454.0,-52704598326.0,-38487034927.0
Chi phí lãi vay,Interest expenses,interest_expenses,-80344192.0,-67114739.0,-72806247.0,-72162358.0,-38404854.0,-31331252.0,-31188959.0,-24249285.0,-9238216.0,-16328647.0,-11393462.0,-15742286.0,-7997337.0,-10942043.0,-7438207.0,-13198205.0,-36035577.0,23600946.0,-7535656.0,-7608015.0,-9417204.0,-9723191.0,-9950871.0,-9585396.0,-7034426.0,-6342780.0,-3743014.0,-3743014.0,-3417535.0,-3455507.0,-3493480.0,-3493480.0,-3661644.0,-92420868.0
Chi phí bán hàng,Selling expenses,selling_expenses,-27022829276.0,-30460140528.0,-43361681022.0,-65009123416.0,-57238319168.0,-66914307280.0,-73949785270.0,-72249914957.0,-88460624270.0,-124713950142.0,-140585389822.0,-131293616107.0,-78003429867.0,-82168444819.0,-37728166983.0,-83547291383.0,-109598561437.0,-144959407614.0,-131472070105.0,-117302429348.0,-160348680574.0,-173226900274.0,-118729652309.0,-223946120078.0,-150809391032.0,-117315812497.0,-165400626993.0,-122390368087.0,-182268962002.0,-149568931806.0,-204432255904.0,-174324685200.0,-244203566509.0,-110064164936.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-27972851237.0,-19030138829.0,-13915224345.0,-35262168700.0,-17451396149.0,-40665788068.0,-10225510793.0,-48361627713.0,-20904555316.0,-23519248664.0,-15803017609.0,-3511043299.0,-13140219218.0,-31390503196.0,-15860108417.0,-28009020805.0,-26507435107.0,-35394280121.0,-40977507165.0,-26057743298.0,-26224235172.0,-28630086054.0,-15215263706.0,-36849155449.0,-28160011545.0,-23243538930.0,-35023613363.0,-33213389835.0,-31987018432.0,-37387369529.0,-37227970408.0,-59487644152.0,-37735722428.0,-38730440685.0
Lãi/(lỗ) từ hoạt động kinh doanh,Operating profit/(loss),operating_profit_loss,104880976676.0,172804570456.0,141707176828.0,110253206818.0,113637683231.0,146385649892.0,149348173417.0,119224272188.0,127844526263.0,194420741278.0,190695367329.0,141286803095.0,103623813406.0,51246579987.0,-32341759432.0,143096855579.0,158822483218.0,180605078780.0,218987870159.0,310847822088.0,350489801731.0,367475224059.0,270615373052.0,315480557006.0,236660671341.0,349291820432.0,354299482289.0,288688185636.0,357429851891.0,411646615863.0,439691066574.0,326071359593.0,378718111178.0,457725438847.0
