date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-14,52.256768601131284,53.05404151512471,53.751985966599726,54.57123642403411,55.20345896267833,0.48205,53.8
2026-08-17,51.61156911217137,52.75072624288146,53.69243137744901,54.69736434794788,55.830767921482575,0.47515,53.8
2026-08-18,51.064326460581235,52.49616412574559,53.66039225155851,54.781741785915884,56.24676475025429,0.4788,53.8
2026-08-19,50.77776285218055,52.24268470288472,53.514414060577415,55.05582342669631,56.781927940787625,0.42545,53.8
2026-08-20,50.66930531206,52.11602233061177,53.331422401758616,55.06091927592886,57.50362057987047,0.3867,53.8
2026-08-21,50.14100980407264,51.7234898297312,53.3306948016063,55.353543599757984,58.073594511174676,0.4292,53.8
2026-08-24,49.74733731268953,51.49396264548802,53.34138954851302,55.537099078629865,58.51773474983626,0.4392,53.8
2026-08-25,49.40373673107518,51.29953834489489,53.31722243788366,55.71321009473942,58.8627973316555,0.43785,53.8
2026-08-26,49.09406115234427,51.1153473344082,53.26446092428036,55.86126616228091,59.108684317358104,0.4353,53.8
2026-08-27,48.87027312607676,50.918430755654114,53.12627279972994,55.987483896996565,59.38050816134553,0.4293,53.8
2026-08-28,48.61963138968925,50.741732893954,53.17395954066612,56.14482657399145,59.59376611530885,0.4387,53.8
2026-09-03,48.27996911465641,50.58129461995804,53.15046180757367,56.30174552530751,59.8948352498254,0.4382,53.8
2026-09-04,48.01051572974439,50.408891567905144,53.12300576813696,56.38916063510383,60.135016191515334,0.43775,53.8
2026-09-07,47.78552250790641,50.21424148699853,53.053117395263385,56.50873804313129,60.302193122641015,0.43715,53.8
2026-09-08,47.604842927789306,50.05262776822882,52.99756241757662,56.618441280609474,60.552016302578124,0.4349,53.8
2026-09-09,47.433842453724125,49.93396578689349,53.00675216518182,56.696265467007045,60.74147538550836,0.4356,53.8
2026-09-10,47.15454698420612,49.817268859709976,53.00460363419755,56.85801678524933,60.955775879355514,0.43765,53.8
2026-09-11,46.92104441932729,49.711907318630224,52.930736221165034,56.919067927004214,61.188735240154905,0.43765,53.8
2026-09-14,46.697136269420696,49.57211212154423,52.95203466614149,57.007532551904646,61.357795263729756,0.43715,53.8
2026-09-15,46.50300464858394,49.410459156972486,52.881320739306986,57.06242791858002,61.54290967077323,0.43815,53.8
