entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2026-02-03,2026-02-09,39.41,39.5,2500,4,225000.0,-268300.0,-0.002717731246464189,fixed_horizon_exit
2026-02-11,2026-02-24,39.88,39.97,2400,4,216000.0,-263208.0,-0.0027445109780439123,fixed_horizon_exit
2026-02-25,2026-03-03,40.21,40.73,2400,4,1248000.0,761736.0,0.007877555011836561,fixed_horizon_exit
2026-03-04,2026-03-10,41.11,39.41,2400,4,-4080000.0,-4561080.0,-0.04613613930009113,fixed_horizon_exit
2026-03-11,2026-03-17,39.22,41.25,2400,4,4872000.0,4386744.0,0.0465110065437712,fixed_horizon_exit
2026-03-19,2026-03-25,41.49,39.5,2400,4,-4776000.0,-5259552.0,-0.052714046479227616,fixed_horizon_exit
2026-04-07,2026-04-13,46.3,45.36,2000,4,-1880000.0,-2337360.0,-0.025191086509486427,fixed_horizon_exit
2026-04-14,2026-04-20,45.93,44.46,2000,4,-2940000.0,-3390480.0,-0.03683553858970498,fixed_horizon_exit
2026-04-21,2026-04-28,44.75,44.7,1900,4,-95000.0,-519840.0,-0.006101762954537852,fixed_horizon_exit
2026-04-29,2026-05-07,44.7,48.95,1900,4,8075000.0,7626125.0,0.0896138372025524,fixed_horizon_exit
2026-05-08,2026-05-14,48.95,51.5,1900,4,4845000.0,4365440.0,0.04684400351493132,fixed_horizon_exit
2026-05-15,2026-05-21,51.5,53.2,1900,4,3230000.0,2731060.0,0.027854969672305874,fixed_horizon_exit
2026-05-22,2026-05-28,53.2,52.0,1900,4,-2280000.0,-2778560.0,-0.02743385409631864,fixed_horizon_exit
2026-05-29,2026-06-04,52.0,45.65,1900,4,-12065000.0,-12522805.0,-0.12649604636880085,fixed_horizon_exit
2026-06-05,2026-06-11,46.9,45.5,1800,4,-2520000.0,-2934540.0,-0.03469181040903268,fixed_horizon_exit
2026-06-12,2026-06-18,45.6,48.0,1800,4,4320000.0,3896640.0,0.04737892635781069,fixed_horizon_exit
2026-06-19,2026-06-25,49.3,53.0,1800,4,6660000.0,6196320.0,0.06968618543845372,fixed_horizon_exit
2026-06-26,2026-07-02,53.0,51.0,1700,4,-3400000.0,-3840300.0,-0.0425375663766806,fixed_horizon_exit
2026-07-03,2026-07-09,51.0,53.4,1700,4,4080000.0,3634260.0,0.04183397910062228,fixed_horizon_exit
2026-07-14,2026-07-20,51.6,54.6,1800,4,5400000.0,4919400.0,0.05285939748410157,fixed_horizon_exit
2026-07-21,2026-07-27,54.8,53.5,1800,4,-2340000.0,-2826180.0,-0.028594271311391816,fixed_horizon_exit
2026-07-28,2026-08-03,52.8,53.8,1800,4,1800000.0,1319400.0,0.013854866025524708,fixed_horizon_exit
2026-08-04,2026-08-06,54.3,52.9,1800,2,-2520000.0,-3001140.0,-0.030644052594626586,forced_terminal_exit
