date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_open,market_close,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d,target_entry_open_5d,target_exit_close_5d,target_return_5d,target_market_return_5d,target_excess_return_5d,swing_execution_open,swing_execution_close,target_entry_open_10d,target_exit_close_10d,target_return_10d,target_market_return_10d,target_excess_return_10d,target_entry_open_20d,target_exit_close_20d,target_return_20d,target_market_return_20d,target_excess_return_20d
2011-11-10,8.41,8.41,8.41,8.41,5000,,,,,,,,,,8.41,8.41,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,3.0,11.0,,,402.47,401.03,-0.010266788420247308,-0.01814219958867891,-0.024044194592489965,0.17113173590274286,,,,,,,8.97,12.06,0.34448160535117056,0.006994118582101638,0.3374874867690689,8.97,8.97,8.97,14.3,0.5942028985507246,0.5100143061516453,0.08418859239907928,8.97,23.92,1.6666666666666665,0.623112382769035,1.0435542838976315
2011-11-22,8.97,8.97,8.97,8.97,5000,0.06658739595719387,,,,,,,,,8.496153846153847,8.451481481481482,0.04467236467236546,0.008934472934473093,0.035737891737892366,0.004980196730475525,0.003984157384380419,,,,,,,,,,,,,,,5000.0,,,,,,,,0.0,,,1.0,11.0,,,377.46,381.76,0.00691037611436407,-0.015752700647124085,-0.07889784297640301,0.16065972429227374,0.059677019842829804,,,,,,9.54,12.9,0.35220125786163536,0.010148220833548605,0.34205303702808676,9.54,9.54,9.54,14.3,0.49895178197065015,0.4846356453028975,0.014316136667752666,9.54,26.31,1.757861635220126,0.5791716159685998,1.1786900192515262
2011-11-24,9.54,9.54,9.54,9.54,2500,0.06354515050167198,0.1343638525564803,,,,,,,,8.656745562130178,8.532112482853224,0.1246330792769541,0.0320741942029693,0.0925588850739848,0.013064264075152423,0.009702189211109519,,,,,,,,,,,,,,,7500.0,,,,,,,,0.0,,,3.0,11.0,,,387.26,381.78,-0.017474328949738882,-0.010573783237443735,-0.07357437515166232,0.17922786069898575,0.08101947945141086,,,,,,10.38,13.46,0.2967244701348748,-0.011423686664594368,0.30814815679946916,10.38,10.38,10.38,14.3,0.3776493256262041,0.5244534245155941,-0.14680409888938994,10.38,28.92,1.7861271676300579,0.5915967257279036,1.1945304419021543
2011-11-28,10.38,10.38,10.38,10.38,5000,0.08805031446540901,0.1571906354515049,0.23424494649227112,,,,,,,8.921861629494765,8.668993039678911,0.25286858981585425,0.0762330733255463,0.17663551649030795,0.02436113582040985,0.01701690910311252,,,,,,,,,,,,,,,12500.0,,,,,,,,0.0,,,0.0,11.0,,,386.04,383.31,-0.00010434328942221516,0.010998575724006976,-0.0918331082521856,0.15937924912843468,0.08815465775483122,,,,,,11.22,13.74,0.22459893048128343,-0.03707971090394879,0.2616786413852322,11.22,11.22,11.22,14.3,0.27450980392156854,0.5529485702314862,-0.2784387663099177,11.22,31.8,1.834224598930481,0.608044411857128,1.226180187073353
2011-11-30,11.22,11.22,11.22,11.22,3000,0.08092485549132955,0.1761006289308178,0.25083612040133785,,,,9.704,,,9.275421378803264,8.857956518221215,0.417464860582049,0.14447943077684686,0.27298542980520213,0.03720720682549456,0.024330252210802327,,,,,,,,,,,,,,,15500.0,,,,,,,,0.0,,,2.0,11.0,0.0,0.0,381.88,380.69,-0.005771741969182509,-0.020279486321640894,-0.06645577380514489,0.14464978325897804,0.08669659746051206,,,,,,12.06,14.3,0.18573797678275294,0.16324545956317182,0.02249251721958112,12.06,12.06,12.06,14.3,0.18573797678275294,0.5784950193182117,-0.39275704253545873,12.06,34.97,1.8996683250414592,0.6223618156490656,1.2773065093923937
2011-12-01,12.06,12.06,12.06,12.06,5000,0.07486631016042788,0.16184971098265888,0.2641509433962266,0.4340071343638525,,,10.434000000000001,,,9.703818089756608,9.095144924278904,0.608673165477704,0.2373181777170183,0.3713549877606857,0.0504704117311529,0.030792287542345413,,,,,,,,,,,,,,,20500.0,,,,,,,,0.0,,,3.0,12.0,,,380.47,380.1,-0.0015498174367595263,-0.004400440044004306,-0.06938595632161393,0.1436391888666301,0.07641612759718741,0.4384075744078568,,,,,12.9,14.3,0.10852713178294571,0.47729511171012406,-0.36876797992717836,12.9,12.9,12.9,14.02,0.08682170542635648,0.5860504898657404,-0.4992287844393839,12.9,38.45,1.9806201550387597,0.6182157482763984,1.3624044067623613
2011-12-05,12.9,12.9,12.9,12.9,5000,0.06965174129353224,0.14973262032085555,0.24277456647398843,0.4381270903010033,,,11.22,,,10.195538383640207,9.376986040998984,0.8185523426412225,0.35356501070185914,0.4649873319393633,0.06345366997218778,0.03604552960770258,,,,,,,,,,,,,,,25500.0,,,,,,,,0.0,,,0.0,12.0,,,385.82,391.19,0.019042409086172718,0.020557773081839814,-0.047086621845464305,0.1681188812673671,0.050609332207359525,0.41756931721916346,,,,,13.46,14.3,0.06240713224368499,0.48555630199989697,-0.423149169756212,13.46,13.46,13.46,16.29,0.21025260029717674,0.5634850912097566,-0.3532324909125799,13.46,42.29,2.1419019316493313,0.5960932251563229,1.5458087064930084
2011-12-08,13.46,13.46,13.46,13.46,2000,0.04341085271317824,0.11608623548922048,0.19964349376114088,0.41090146750524137,,,12.004000000000001,,,10.69776324769556,9.679431519443504,1.0183317282520559,0.48651835421189854,0.5318133740401574,0.07565614622972183,0.039510651860338586,,,,,,,,,,,,,,,27500.0,,,,,,,,0.0,,,3.0,12.0,,,387.02,381.63,-0.014410784845432678,0.004025256511444253,-0.048375433259357115,0.1708415610568602,0.05782163755861092,0.4068762109937971,,,,,13.74,14.3,0.040756914119359555,0.5957158351409977,-0.5549589210216381,13.74,13.74,13.74,16.38,0.19213973799126638,0.6404013015184382,-0.44826156352717184,13.74,46.5,2.3842794759825328,0.6425976138828633,1.7416818620996695
2011-12-21,13.74,13.74,13.74,13.74,3000,0.02080237741456159,0.06511627906976747,0.1393034825870647,0.32369942196531776,,,12.675999999999998,,,11.165799671127013,9.980214369855096,1.1855853012719173,0.6263317436239023,0.559253557648015,0.08628713983056166,0.04070258789286863,,,,,,,,,,,,,,,30500.0,,,,,,,,0.0,,,2.0,12.0,,,368.8,367.72,0.005606147619438229,0.0004625221058360829,-0.05365828550840257,0.14010095586356905,0.015196229795123362,0.3232368998594817,,,,,14.3,14.3,0.0,0.3185405874113436,-0.3185405874113436,14.3,14.3,14.3,19.8,0.3846153846153846,0.33134713297907825,0.05326825163630633,14.3,51.13,2.5755244755244755,0.34355337172332523,2.2319711038011505
2012-05-17,14.3,14.3,14.3,14.3,3000,0.040756914119359555,0.06240713224368499,0.10852713178294571,0.27450980392156854,,,13.292000000000002,,,11.647984337107474,10.30019849060657,1.3477858465009032,0.7706225641993025,0.5771632823016006,0.09425075849656665,0.04036106869241962,,,,,,,,,,,,,,,33500.0,,,,,,,,0.0,,,3.0,5.0,,,449.77,442.58,-0.0162921473183526,-0.0894727096920197,-0.06399627781067585,0.19872296927218083,0.057049061437712156,0.36398251361358824,,,,,14.3,14.3,0.0,0.06502926050718227,-0.06502926050718227,14.3,14.3,14.3,21.76,0.5216783216783216,0.08045752793048422,0.4412207937478374,14.3,56.23,2.9321678321678317,0.04126618194715381,2.8909016502206777
