symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
PVD,PVD,17950.0,16652972328450.0,927742191.0,,BUY,09-Apr-26,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Khoan Dầu khí PVDrilling,CT,VNINDEX,Oil & Gas,65190699939.13043,3517258.0,27264.0,11265.0,0.08656317,0.5,0.50438469,Phuoc Duong,0.3454038997,0.0,0.3454038997,24150.0,"Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí (PVD) có tiền thân là Công ty Khoan và Dịch vụ Khoan Dầu khí được thành lập vào năm 2001. PVD chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Tổng Công ty hoạt động trong lĩnh vực cung cấp giàn khoan và dịch vụ kỹ thuật khoan phục vụ hoạt động tìm kiếm thăm dò và khai thác dầu khí trong và ngoài nước. Sở hữu 6 giàn khoan tự nâng (jack up), 1 giàn khoan tiếp trợ nửa nổi nửa chìm (TAD) và 1 giàn khoan đất liền (land rig), PVD hiện đang nắm giữ khoảng 75% thị phần khoan tại Việt Nam. PVD chính thức niêm yết và giao dịch trên Sàn Chứng khoán Thành phố Hồ Chí Minh từ năm 2006.",True,0500,0573,463871095,0.4999999995,2006-12-05T00:00:00,"{'targetPrice': 35600.0, 'rating': 'BUY', 'ratingAsOf': '09-Jan-26', 'analyst': 'Phuoc Duong', 'version': '20260409'}",,False,True,False
