item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,2085848145214.0,2732378042431.0,2207443059828.0,2369690418168.0,1596400424034.0,1931713076851.0,1906396790823.0,2322565252031.0,1710551637493.0,2219089114060.0,1965902375586.0,1972031178072.0,1974038607405.0,2979892390494.0,2858912044603.0,5068837798130.0,5884814510651.0,5050788697350.0,3930183669376.0,3878926698006.0,3289423606560.0,3759340827888.0,3259939826334.0,3410805751549.0,3365802133209.0,4012276874019.0,3112439410172.0,3166512759228.0,4188858500652.0,5446883782973.0,3746555311100.0,3437816499469.0,5696720510072.0,7109676992849.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-2233955050.0,-33317133875.0,-14463369125.0,-48233657182.0,-22444918900.0,-471189479.0,-13075873500.0,-37542353802.0,-13262278117.0,-39523423443.0,-10972660803.0,-41997338285.0,-29018643046.0,-49146830869.0,-34887808336.0,17513634971.0,-55702345200.0,-37508685929.0,-45089722867.0,20766722878.0,-24763352535.0,-52227518522.0,-44348883428.0,-28984739435.0,-58331845952.0,-64667251061.0,-35415418907.0,-2474437005.0,-68734838431.0,-145754933331.0,-17793328741.0,-23453161680.0,-73522302745.0,-123919041731.0
Doanh thu thuần,Net sales,net_sales,2083614190164.0,2699060908556.0,2192979690703.0,2321456760986.0,1573955505134.0,1931241887372.0,1893320917323.0,2285022898229.0,1697289359376.0,2179565690617.0,1954929714783.0,1930033839787.0,1945019964359.0,2930745559625.0,2824024236267.0,5086351433101.0,5829112165451.0,5013280011421.0,3885093946509.0,3899693420884.0,3264660254025.0,3707113309366.0,3215590942906.0,3381821012114.0,3307470287257.0,3947609622958.0,3077023991265.0,3164038322223.0,4120123662221.0,5301128849642.0,3728761982359.0,3414363337789.0,5623198207327.0,6985757951118.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-1618538373415.0,-2234761725054.0,-1702599547561.0,-1841740612863.0,-1305367384204.0,-1668872583955.0,-1579221629973.0,-1727986656474.0,-1358508459054.0,-1609046823671.0,-1521757882264.0,-1542701825280.0,-1512431379649.0,-1990446796273.0,-1783050982310.0,-2714673280085.0,-3006474422370.0,-3083152620038.0,-2395823919969.0,-2260426631317.0,-2741769638402.0,-3318447260544.0,-2807679684183.0,-3049542048748.0,-2705664168823.0,-3402816902551.0,-2718347991073.0,-2771181611118.0,-3465241679255.0,-4404237621140.0,-3010157285648.0,-2746185053790.0,-4682081272381.0,-5321078331894.0
Lợi nhuận gộp,Gross Profit,gross_profit,465075816749.0,464299183502.0,490380143142.0,479716148123.0,268588120930.0,262369303417.0,314099287350.0,557036241755.0,338780900322.0,570518866946.0,433171832519.0,387332014507.0,432588584710.0,940298763352.0,1040973253957.0,2371678153016.0,2822637743081.0,1930127391383.0,1489270026540.0,1639266789567.0,522890615623.0,388666048822.0,407911258723.0,332278963366.0,601806118434.0,544792720407.0,358676000192.0,392856711105.0,654881982966.0,896891228502.0,718604696711.0,668178283999.0,941116934946.0,1664679619224.0
Doanh thu hoạt động tài chính,Financial income,financial_income,16015454108.0,37064938508.0,21300397387.0,49277656033.0,15480525503.0,31441734726.0,33623080477.0,59468084790.0,31055649513.0,41956587421.0,44886020202.0,61737759711.0,28687497767.0,28303551965.0,46640073423.0,71882822472.0,46675510000.0,69017511748.0,92492428288.0,156878082549.0,70213783209.0,184998743436.0,27226858445.0,175136785137.0,28148029699.0,52505638710.0,158845536847.0,129643909076.0,32112865615.0,98162124978.0,116968985041.0,239644724161.0,82333971173.0,187205161114.0
Chi phí tài chính,Financial expenses,financial_expenses,-594230338.0,-17830992617.0,-22763128420.0,-32609642988.0,-27750016189.0,-27544188251.0,-25902754672.0,-26439597645.0,-28060441892.0,-21906603411.0,-23671048461.0,-18899949730.0,-18473751343.0,-18907993687.0,-18209779954.0,-19056542047.0,-28126239073.0,-21307483665.0,-16631912855.0,-19191649140.0,-25715617623.0,-16462359390.0,-16263548561.0,-12716313095.0,-2011087764.0,-6835483576.0,-25387502862.0,-30794610533.0,-26604742146.0,-40987520298.0,-44773060164.0,-52083032640.0,-44970101979.0,-36231813332.0
Chi phí lãi vay,Interest expenses,interest_expenses,-95538767.0,-12625505636.0,-21435686812.0,-28429737304.0,-27737288012.0,-27318687636.0,-25308364970.0,-26533099946.0,-27334329906.0,-21414909886.0,-21234046350.0,-18480140033.0,-17952943779.0,-17294190100.0,-17735859344.0,-16283479696.0,-15845370984.0,-15759771999.0,-15356715599.0,-17825851263.0,-16617153399.0,-15718907760.0,-13949572943.0,-4352665281.0,-94582193.0,-4580581785.0,-17650945594.0,-25512074107.0,-25265636878.0,-33004010024.0,-34337939051.0,-49408517962.0,-43599739426.0,-36734134420.0
Chi phí bán hàng,Selling expenses,selling_expenses,-143879344247.0,-129045771652.0,-159427038282.0,-179969999344.0,-100449784816.0,-118794471614.0,-133424929069.0,-202088817071.0,-139042782608.0,-134482102771.0,-145800202750.0,-235279822636.0,-149733151493.0,-161736630189.0,-206171724699.0,-300310697040.0,-218244596436.0,-236266934195.0,-224104471320.0,-299091325625.0,-174179283661.0,-229823812414.0,-216394750293.0,-228046491776.0,-198846514480.0,-218973434848.0,-232705957731.0,-186682516195.0,-251184924264.0,-267254351964.0,-230846792728.0,-267242060151.0,-281206152735.0,-312276093606.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-122616783967.0,-109327404720.0,-141956997731.0,-111809107969.0,-90332772956.0,-115072090035.0,-114304998801.0,-95629954168.0,-75188151045.0,-96103215361.0,-89397562446.0,-148389832237.0,-78129991076.0,-76560169520.0,-104110260338.0,-166702865269.0,-102689399564.0,-113113526865.0,-135616461621.0,-207086099143.0,-94016036392.0,-129179792359.0,-129616346298.0,-149542446955.0,-105097816596.0,-119593651065.0,-166062231942.0,-312057559282.0,-159060542573.0,-187453006065.0,-209611246356.0,-356397579019.0,-182849597439.0,-413643474647.0
