symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
VCG,VCG,15800.0,11031184671000.0,698176245.0,,,,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,VINACONEX,CT,VNINDEX,Construction & Materials,49878991654.347824,3118203.0,25855.0,14700.0,0.01982551,0.49,0.0,,,,,,"Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (VCG) tiền thân là Công ty Dịch vụ và Xây dựng nước ngoài, được thành lập năm 1988 theo Quyết định số 1118 BXD/TCLĐ của Bộ Xây dựng. Năm 2006, Công ty thực hiện cổ phần hóa với số vốn điều lệ ban đầu là 1.500 tỷ đồng. Lĩnh vực hoạt động kinh doanh chính của công ty là: Xây dựng các công trình dân dụng, công nghiệp, giao thông, thuỷ lợi, các công trình thuỷ điện; Sản xuất vật liệu xây dựng; Đầu tư và kinh doanh bất động sản Công ty là một trong những nhà thầu hàng đầu trong lĩnh vực xây lắp. Vinaconex là một trong những doanh nghiệp hoạt động trong lĩnh vực xây lắp có mức vốn hóa thị trường cao nhất. Công ty có lợi thế vừa là nhà thầu vừa là đơn vị trực tiếp thi công. Các công trình trọng điểm quốc gia công ty đã tham gia như công trình thủy điện Buôn Tur Srah, thủy điện Buôn Kuốp, thủy điện Cửa Đạt, dự án nhà ga T2 – cảng hàng không Nội Bài, Cầu Nhật Tân, Trung tâm Hội nghị Quốc Gia, Bảo tàng Hà Nội, đường cao tốc Láng Hòa Lạc...VCG được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 12/2020.",False,2300,2357,383996934,0.5499999989,2008-09-05T00:00:00,,,False,True,False
