date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up
2009-06-30,9.06,9.06,9.06,9.06,294070,,,,,,,,,,9.06,9.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,1.0,6.0,-0.039957939011566634,0.0
2009-07-01,9.51,9.51,8.98,9.13,6248390,0.007726269315673218,,,,,,,,,9.070769230769232,9.065185185185186,0.005584045584045683,0.0011168091168091367,0.004467236467236546,0.0006116150694464055,0.0004892920555571243,,,,,,,,,,,,,,,6248390.0,,,,,,,,0.058050383351588096,,,2.0,7.0,-0.024498886414254017,0.0
2009-07-02,8.98,9.06,8.68,8.76,1515670,-0.040525739320920184,-0.03311258278145701,,,,,,,,9.022958579881658,9.042578875171468,-0.01962029528981013,-0.003030611764514717,-0.016589683525295412,-0.0022397597362796952,-0.001893799489188974,,,,,,,,,,,,,,,4732720.0,,,,,,,,0.04337899543379004,,,3.0,7.0,-0.009378663540445475,0.0
2009-07-03,8.53,8.61,8.45,8.45,899720,-0.035388127853881346,-0.07447973713033973,-0.06732891832229593,,,,,,,8.934811106053711,8.998684143677286,-0.06387303762357455,-0.015199096936326685,-0.04867394068724786,-0.0075589393637366335,-0.005760229667129925,,,,,,,,,,,,,,,3833000.0,,,,,,,,0.018934911242603568,,,4.0,7.0,0.04497041420118353,1.0
2009-07-06,8.45,8.83,8.45,8.83,1571740,0.04497041420118353,0.007990867579908745,-0.032858707557502864,,,,8.846,,,8.918686320506987,8.986189021923414,-0.06750270141642645,-0.025659817832346637,-0.04184288358407981,-0.007644700047160413,-0.00473871841269307,,,,,,,,,,,,,,,5404740.0,,,,,,,,0.04303510758776906,,,0.0,7.0,-0.017281105990783474,0.0
2009-07-07,8.68,8.76,8.53,8.53,1115420,-0.033975084937712396,0.00946745562130169,-0.026255707762557146,-0.058498896247240695,,,8.739999999999998,,,8.858888425044373,8.952397242521679,-0.09350881747730533,-0.039229617761338376,-0.05427919971596695,-0.01096234671480719,-0.006363329392258729,,,,,,,,,,,,,,,4289320.0,,,,,,,,0.026963657678780825,,,1.0,7.0,0.009638554216867545,1.0
2009-07-08,8.3,8.45,8.23,8.38,763030,-0.01758499413833514,-0.05096262740656843,-0.008284023668638896,-0.08214676889375683,,,8.59,,,8.785213282729854,8.909997446779332,-0.12478416404947801,-0.05634052701896631,-0.0684436370305117,-0.014890711700415036,-0.008167498452328364,,,,,,,,,,,,,,,3526290.0,,,,,,,,0.026252983293555947,,,2.0,7.0,-0.009720534629404587,0.0
2009-07-09,8.23,8.45,8.08,8.15,982430,-0.027446300715990524,-0.04454865181711598,-0.07701019252548125,-0.06963470319634701,,,8.468,,,8.687488162309878,8.853701339610494,-0.1662131773006159,-0.07831505707529623,-0.08789812022531968,-0.020394254883511154,-0.010785045426419592,,,,,,,,,,,,,,,2543860.0,,,,,,,,0.045398773006134874,,,3.0,7.0,-0.02749999999999997,0.0
2009-07-10,8.0,8.08,7.78,7.78,1973450,-0.04539877300613493,-0.0715990453460621,-0.08792497069167637,-0.07928994082840224,,,8.334,,,8.54787459887759,8.774167907046753,-0.22629330816916315,-0.10791070729406962,-0.11838260087509353,-0.02908654346647341,-0.015216272606053153,,,,,,,,,,,,,,,570410.0,,,,,,,,0.03856041131105396,,,4.0,7.0,-0.01986754966887405,0.0
2009-07-13,7.55,7.78,7.4,7.4,812260,-0.04884318766066842,-0.09202453987730064,-0.116945107398568,-0.16194790486976218,,,8.048,,,8.371278506742575,8.672377691709956,-0.30109918496738075,-0.14654840282873186,-0.1545507821386489,-0.04068907904964605,-0.020885240829547146,,,,,,,,,,,,,,,-241850.0,,,,,,,,0.05135135135135133,,,0.0,7.0,-0.02826379542395696,0.0
