symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
KBC,KBC,26950.0,25380290755050.0,941754759.0,,BUY,01-Jun-26,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,TCT Đô thị Kinh Bắc,CT,VNINDEX,Real Estate,37769811350.0,1366915.0,43100.0,26200.0,0.07262177,0.49,0.0,Tuan Do,0.4990723562,1000.0,0.5361781076,40400.0,"Tổng Công ty Phát triển Đô thị Kinh Bắc (KBC) có tiền thân là Công ty Cổ phần Phát triển Đô thị Kinh Bắc được hành lập vào năm 2002. Công ty hoạt động chính trong lĩnh vực đầu tư, phát triển và kinh doanh hạ tầng khu công nghiệp, khu đô thị. Dự án đầu tiên là Dự án Khu công nghiệp Quế Võ được Thủ tướng Chính phủ giao làm chủ đầu tư vào tháng 12/2002. KBC tạo lập được quỹ đất 9.230,13 ha đất KCN, bằng 6,32% quỹ đất KCN cả nước; 2.280,23 ha đất KĐT tại các tỉnh, thành ở cả ba miền và 235,23 ha đất phục vụ xây dựng nhà máy. Bên cạnh các dự án bất động sản khu công nghiệp, KBC cũng đầu tư phát triển và kinh doanh bất động sản khu đô thị, bất động sản nhà ở. KBC được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2009.",True,8600,8633,612140593,0.6499999996,2009-12-18T00:00:00,"{'targetPrice': 42500.0, 'rating': 'BUY', 'ratingAsOf': '13-Mar-26', 'analyst': 'Anh Pham', 'version': '20260531'}",,False,True,False
