symbol,available_at,published_at,sentiment_score,sentiment_label,event_type,source_name,title,source_url,fetched_at,analysis_method,snapshot_mode
ACB,2026-08-13 10:54:00+00:00,2026-08-13 10:54:00+00:00,0.0,neutral,other,MoneyF,"ACB, SSB, MSB vào rổ MSCI, Việt Nam tiếp tục dẫn đầu nhóm Frontier Markets - MoneyF",https://moneyf.vn/acb-ssb-msb-vao-ro-msci-viet-nam-tiep-tuc-dan-dau-lf2ndau3,2026-08-13T17:03:57.745856+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
BID,2026-07-29 07:00:00+00:00,2026-07-29 07:00:00+00:00,1.0,positive,other,bnews.vn,"Cổ phiếu POW, BID, CTD được khuyến nghị tích cực nhờ đâu? - bnews.vn",https://bnews.vn/co-phieu-pow-bid-ctd-duoc-khuyen-nghi-tich-cuc-nho-dau/430528.html,2026-08-12T15:06:34.925932+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
BID,2026-07-30 07:00:00+00:00,2026-07-30 07:00:00+00:00,0.0,neutral,other,VOV.VN,"Một số cổ phiếu cần quan tâm 30/7: Cơ hội đầu tư tiềm năng với VPB, BID, MCH - VOV.VN",https://vov.vn/thi-truong/mot-so-co-phieu-can-quan-tam-307-co-hoi-dau-tu-tiem-nang-voi-vpb-bid-mch-post1319611.vov,2026-08-12T15:06:34.925932+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
BID,2026-08-06 05:45:00+00:00,2026-08-06 05:45:00+00:00,1.0,positive,corporate_action,MoneyF,"BIDV sắp phát hành gần 500 triệu cổ phiếu, vốn điều lệ tiến sát 78.000 tỷ đồng - MoneyF",https://moneyf.vn/bidv-sap-phat-hanh-gan-500-trieu-co-phieu-von-dieu-a268geso,2026-08-12T17:06:07.364951+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
BID,2026-08-07 08:12:32+00:00,2026-08-07 08:12:32+00:00,1.0,positive,corporate_action,Vietstock,"BIDV chốt quyền phát hành hơn 498 triệu cp, tăng vốn điều lệ lên gần 77,783 tỷ - Vietstock",https://vietstock.vn/2026/08/bidv-chot-quyen-phat-hanh-hon-498-trieu-cp-tang-von-dieu-le-len-gan-77783-ty-764-1478010.htm,2026-08-12T17:06:07.364951+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
BID,2026-08-10 01:32:00+00:00,2026-08-10 01:32:00+00:00,1.0,positive,other,Chứng khoán DNSE,Quyết định 40 mở sóng cổ phiếu vốn Nhà nước: Chuyên gia chỉ cách chọn doanh nghiệp - Chứng khoán DNSE,https://www.dnse.com.vn/senses/tin-tuc/quyet-dinh-40-mo-song-co-phieu-von-nha-nuoc-chuyen-gia-chi-cach-chon-doanh-nghiep-35265867?from=BID,2026-08-12T15:06:34.925932+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
BID,2026-08-10 01:32:00+00:00,2026-08-10 01:32:00+00:00,1.0,positive,other,Chứng khoán DNSE,Quyết định 40 mở sóng cổ phiếu vốn Nhà nước: Chuyên gia chỉ cách chọn doanh nghiệp - Chứng khoán DNSE,https://www.dnse.com.vn/senses/tin-tuc/quyet-dinh-40-mo-song-co-phieu-von-nha-nuoc-chuyen-gia-chi-cach-chon-doanh-nghiep-35265867,2026-08-12T17:06:07.364951+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
CTG,2026-08-07 08:45:00+00:00,2026-08-07 08:45:00+00:00,1.0,positive,other,VietnamBiz,NHNN cần tăng nắm giữ bao nhiêu cổ phiếu CTG để sở hữu tối thiểu 65% VietinBank? - VietnamBiz,https://vietnambiz.vn/nhnn-can-tang-nam-giu-bao-nhieu-co-phieu-ctg-de-so-huu-toi-thieu-65-vietinbank-202687153739946.htm,2026-08-12T17:07:01.470768+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
CTG,2026-08-11 01:58:00+00:00,2026-08-11 01:58:00+00:00,0.0,neutral,other,Fili.vn,Ngày 11/08/2026: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock - Fili.vn,https://fili.vn/2026/08/ngay-11082026-10-co-phieu-nong-duoi-goc-nhin-ptkt-cua-vietstock-585-1478860.htm,2026-08-12T17:07:01.470768+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
CTG,2026-08-11 09:53:20+00:00,2026-08-11 09:53:20+00:00,1.0,positive,earnings,24HMoney,Cổ phiếu CTG - NÂNG TỶ LỆ SỞ HỮU NHÀ NƯỚC - CÓ NÊN MUA? Bóc tách BCTC Q2/2026 - 24HMoney,https://24hmoney.vn/news/co-phieu-ctg-nang-ty-le-so-huu-nha-nuoc-co-nen-mua-boc-tach-bctc-q2-2026-c30a2819297.html?from_source=social,2026-08-12T17:07:01.470768+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-07-27 07:00:00+00:00,2026-07-27 07:00:00+00:00,1.0,positive,earnings,Báo Dân Việt,"Vốn hoá FPT ""bốc hơi"" 4,4 tỷ USD, rời Top 10 sau cú lao dốc cổ phiếu - Báo Dân Việt",https://danviet.vn/von-hoa-fpt-boc-hoi-44-ty-usd-roi-top-10-sau-cu-lao-doc-co-phieu-d1446605.html,2026-08-12T15:07:20.354434+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-03 07:00:00+00:00,2026-08-03 07:00:00+00:00,1.0,positive,other,Báo Tuổi Trẻ,"Cổ phiếu FPT, PNJ, FRT... 'rủ nhau' tím trần, VN-Index tăng hơn 27 điểm - Báo Tuổi Trẻ",https://tuoitre.vn/co-phieu-fpt-pnj-frt-ru-nhau-tim-tran-vn-index-tang-hon-27-diem-100260803152039691.htm,2026-08-12T15:07:20.354434+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-03 08:30:00+00:00,2026-08-03 08:30:00+00:00,1.0,positive,other,Tuổi Trẻ,"Cổ phiếu FPT, PNJ, FRT... 'rủ nhau' tím trần, VN-Index tăng hơn 27 điểm - Tuổi Trẻ",https://tuoitre.vn/co-phieu-fpt-pnj-frt-ru-nhau-tim-tran-vn-index-tang-hon-27-diem-100260803152039691.htm,2026-08-09T08:27:31.128974+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-03 14:23:01+00:00,2026-08-03 14:23:01+00:00,1.0,positive,corporate_action,nguoiquansat.vn,"FPT phát hành hơn 171 triệu cổ phiếu thưởng, khoảng 1.700 tỷ đồng sắp 'về túi' nhà đầu tư - nguoiquansat.vn",https://nguoiquansat.vn/fpt-phat-hanh-hon-171-trieu-co-phieu-thuong-khoang-1-700-ty-dong-sap-ve-tui-nha-dau-tu-308191.html,2026-08-09T08:27:31.128974+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-05 12:47:00+00:00,2026-08-05 12:47:00+00:00,1.0,positive,corporate_action,Vietstock,FPT Online sắp trả cổ tức tiền tỷ lệ 100% - Vietstock,https://vietstock.vn/2026/08/fpt-online-sap-tra-co-tuc-tien-ty-le-100-738-1477175.htm,2026-08-11T04:59:06.609925+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-06 22:00:00+00:00,2026-08-06 22:00:00+00:00,0.0,neutral,other,VOV.VN,Một số cổ phiếu cần quan tâm 7/8: Cơ hội tiềm năng với FPT và VPB - VOV.VN,http://vov.vn/thi-truong/mot-so-co-phieu-can-quan-tam-78-co-hoi-tiem-nang-voi-fpt-va-vpb-post1321824.vov,2026-08-07T06:33:16.788547+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-06 22:00:00+00:00,2026-08-06 22:00:00+00:00,0.0,neutral,other,VOV.VN,Một số cổ phiếu cần quan tâm 7/8: Cơ hội tiềm năng với FPT và VPB - VOV.VN,https://vov.vn/thi-truong/mot-so-co-phieu-can-quan-tam-78-co-hoi-tiem-nang-voi-fpt-va-vpb-post1321824.vov,2026-08-11T04:59:06.609925+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-06 23:23:00+00:00,2026-08-06 23:23:00+00:00,1.0,positive,other,thuonghieucongluan.com.vn,"Cổ phiếu đáng chú ý ngày 7/8: FPT, GMD, SAB - thuonghieucongluan.com.vn",https://thuonghieucongluan.com.vn/co-phieu-dang-chu-y-ngay-7-8-fpt-gmd-sab-a329496.html,2026-08-12T17:07:54.268250+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-07 07:14:00+00:00,2026-08-07 07:14:00+00:00,1.0,positive,corporate_action,Chungta,Cổ phiếu FPT tăng 7 trong 10 phiên gần nhất - Chungta,https://chungta.vn/kinh-doanh/co-phieu-fpt-tang-7-trong-10-phien-gan-nhat-1141876.html,2026-08-12T17:07:54.268250+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-09 13:05:49+00:00,2026-08-09 13:05:49+00:00,1.0,positive,corporate_action,Tạp chí Kinh tế - Tài chính Online,"Ba doanh nghiệp trả cổ tức bằng tiền, FPT Online chi 10.000 đồng/cổ phiếu - Tạp chí Kinh tế - Tài chính Online",https://tapchikinhtetaichinh.vn/ba-doanh-nghiep-tra-co-tuc-bang-tien-fpt-online-chi-10-000-dong-co-phieu-164034.html,2026-08-11T04:59:06.609925+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-09 13:05:49+00:00,2026-08-09 13:05:49+00:00,1.0,positive,corporate_action,tapchikinhtetaichinh.vn,"Ba doanh nghiệp trả cổ tức bằng tiền, FPT Online chi 10.000 đồng/cổ phiếu - tapchikinhtetaichinh.vn",https://tapchikinhtetaichinh.vn/ba-doanh-nghiep-tra-co-tuc-bang-tien-fpt-online-chi-10-000-dong-co-phieu-164034.html,2026-08-12T17:07:54.268250+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-10 19:54:15+00:00,2026-08-10 19:54:15+00:00,1.0,positive,corporate_action,thoibaotaichinhvietnam.vn,"Gần 20 doanh nghiệp chốt quyền cổ tức trong tuần, mức cao nhất lên tới 100% - thoibaotaichinhvietnam.vn",https://thoibaotaichinhvietnam.vn/gan-20-doanh-nghiep-chot-quyen-co-tuc-trong-tuan-muc-cao-nhat-len-toi-100-202075.html,2026-08-12T17:07:54.268250+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
FPT,2026-08-11 05:00:51+00:00,2026-08-11 05:00:51+00:00,0.0,neutral,other,dautucophieu.net,Cập nhật cổ phiếu FPT – Cuộc gặp với chuyên viên phân tích: Nắm bắt cơ hội từ AI - dautucophieu.net,https://dautucophieu.net/cap-nhat-co-phieu-fpt-cuoc-gap-voi-chuyen-vien-phan-tich-nam-bat-co-hoi-tu-ai/,2026-08-12T17:07:54.268250+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-03 18:00:18+00:00,2026-08-03 18:00:18+00:00,1.0,positive,earnings,Chứng khoán DNSE,Gợi ý mã cổ phiếu tiềm năng: GMD - Chứng khoán DNSE,https://www.dnse.com.vn/tin-tuc/goi-y-ma-co-phieu-tiem-nang-gmd,2026-08-12T15:07:40.448115+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-06 00:06:01+00:00,2026-08-06 00:06:01+00:00,1.0,positive,other,nguoiquansat.vn,"CTCK khuyến nghị 6 cổ phiếu hot trong tháng 8/2026, tiềm năng tăng giá hàng chục % - nguoiquansat.vn",https://nguoiquansat.vn/ctck-khuyen-nghi-6-co-phieu-hot-trong-thang-8-2026-tiem-nang-tang-gia-hang-chuc-308720.html,2026-08-12T17:08:52.612227+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-06 02:06:00+00:00,2026-08-06 02:06:00+00:00,1.0,positive,corporate_action,Báo Pháp Luật Việt Nam,"Tập đoàn Gemadept (GMD): Phát hành thành công gần 6,4 triệu cổ phiếu ESOP, lãi quý II tăng bằng lần - Báo Pháp Luật Việt Nam",https://doanhnhan.baophapluat.vn/tap-doan-gemadept-gmd-phat-hanh-thanh-cong-gan-6-4-trieu-co-phieu-esop-lai-quy-ii-tang-bang-lan.html,2026-08-12T17:08:52.612227+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-06 02:06:00+00:00,2026-08-06 02:06:00+00:00,1.0,positive,corporate_action,doanhnhan.baophapluat.vn,"Tập đoàn Gemadept (GMD): Phát hành thành công gần 6,4 triệu cổ phiếu ESOP, lãi quý II tăng bằng lần - doanhnhan.baophapluat.vn",https://doanhnhan.baophapluat.vn/tap-doan-gemadept-gmd-phat-hanh-thanh-cong-gan-6-4-trieu-co-phieu-esop-lai-quy-ii-tang-bang-lan.html,2026-08-12T15:07:40.448115+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-06 10:30:00+00:00,2026-08-06 10:30:00+00:00,0.0,neutral,other,Tin nhanh chứng khoán,Cổ phiếu cần quan tâm ngày 7/8 - Tin nhanh chứng khoán,https://www.tinnhanhchungkhoan.vn/co-phieu-can-quan-tam-ngay-78-post395431.html,2026-08-11T05:00:06.111144+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-06 23:23:00+00:00,2026-08-06 23:23:00+00:00,1.0,positive,other,thuonghieucongluan.com.vn,"Cổ phiếu đáng chú ý ngày 7/8: FPT, GMD, SAB - thuonghieucongluan.com.vn",https://thuonghieucongluan.com.vn/co-phieu-dang-chu-y-ngay-7-8-fpt-gmd-sab-a329496.html,2026-08-12T17:08:52.612227+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-07 00:41:00+00:00,2026-08-07 00:41:00+00:00,1.0,positive,other,MoneyF,"Cổ phiếu đáng chú ý ngày 7/8: FPT hưởng lợi từ làn sóng AI, GMD chờ cú hích Gemalink - MoneyF",https://moneyf.vn/co-phieu-dang-chu-y-ngay-78-fpt-huong-loi-tu-lan-s-krbgudrq,2026-08-12T17:08:52.612227+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
GMD,2026-08-07 08:30:10+00:00,2026-08-07 08:30:10+00:00,0.0,neutral,corporate_action,Vietstock,GMD: Thông báo nhận được công văn của UBCKNN về tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động - Vietstock,https://vietstock.vn/2026/08/gmd-thong-bao-nhan-duoc-cong-van-cua-ubcknn-ve-tai-lieu-bao-cao-phat-hanh-co-phieu-theo-chuong-trinh-lua-chon-cho-nguoi-lao-dong-830-1478078.amp,2026-08-12T17:08:52.612227+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-07-21 07:00:00+00:00,2026-07-21 07:00:00+00:00,0.3333333333333333,positive,corporate_action,dnse.com.vn,Người nội bộ của HSC đăng ký bán cổ phiếu HCM - dnse.com.vn,https://www.dnse.com.vn/senses/tin-tuc/nguoi-noi-bo-cua-hsc-dang-ky-ban-co-phieu-hcm-35249038,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-07-30 10:35:00+00:00,2026-07-30 10:35:00+00:00,0.0,neutral,other,tinnhanhchungkhoan.vn,Cổ phiếu cần quan tâm ngày 31/7 - tinnhanhchungkhoan.vn,https://www.tinnhanhchungkhoan.vn/co-phieu-can-quan-tam-ngay-317-post394999.html,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-03 03:55:01+00:00,2026-08-03 03:55:01+00:00,0.0,neutral,other,nguoiquansat.vn,"5 cổ phiếu hot LPB, ACB, HCM, POW và VNM dưới góc nhìn phân tích kỹ thuật: Mua được không? - nguoiquansat.vn",https://nguoiquansat.vn/5-co-phieu-hot-lpb-acb-hcm-pow-va-vnm-duoi-goc-nhin-phan-tich-ky-thuat-mua-duoc-khong-308053.html,2026-08-09T09:11:43.770433+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-06 06:54:33+00:00,2026-08-06 06:54:33+00:00,1.0,positive,earnings,24HMoney,"Cổ phiếu MBS, HCM, VCK - Có nên mua? Đánh giá KQKD quý 2 và dự phóng lợi nhuận quý 3 năm 2026 - 24HMoney",https://24hmoney.vn/news/co-phieu-mbs-hcm-vck-co-nen-mua-danh-gia-kqkd-quy-2-va-du-phong-loi-nhuan-quy-3-nam-2026-c30a2817334.html,2026-08-09T09:11:43.770433+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-06 06:54:33+00:00,2026-08-06 06:54:33+00:00,1.0,positive,earnings,24hmoney.vn,"Cổ phiếu MBS, HCM, VCK - Có nên mua? Đánh giá KQKD quý 2 và dự phóng lợi nhuận quý 3 năm 2026 - 24hmoney.vn",https://24hmoney.vn/news/co-phieu-mbs-hcm-vck-co-nen-mua-danh-gia-kqkd-quy-2-va-du-phong-loi-nhuan-quy-3-nam-2026-c30a2817334.html,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-07 02:20:00+00:00,2026-08-07 02:20:00+00:00,0.0,neutral,other,VOV.VN,57 mã cổ phiếu không đủ điều kiện giao dịch ký quỹ trên sàn Tp.HCM - VOV.VN,http://vov1.vov.vn/kinh-te/truoc-gio-mo-cua/57-ma-co-phieu-khong-du-dieu-kien-giao-dich-ky-quy-tren-san-tphcm-133490.vov,2026-08-07T06:28:15.419610+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-07 02:20:00+00:00,2026-08-07 02:20:00+00:00,0.0,neutral,other,VOV.VN,57 mã cổ phiếu không đủ điều kiện giao dịch ký quỹ trên sàn Tp.HCM - VOV.VN,https://vov1.vov.vn/kinh-te/truoc-gio-mo-cua/57-ma-co-phieu-khong-du-dieu-kien-giao-dich-ky-quy-tren-san-tphcm-133490.vov,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-11 04:48:01+00:00,2026-08-11 04:48:01+00:00,1.0,positive,other,nguoiquansat.vn,"Cổ phiếu chứng khoán 'chạy' trước nâng hạng: HCM phá đỉnh, VCI, VIX, SHS... cùng tăng mạnh - nguoiquansat.vn",https://nguoiquansat.vn/co-phieu-chung-khoan-chay-truoc-nang-hang-hcm-pha-dinh-vci-vix-shs-cung-tang-manh-309801.html,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-11 07:55:00+00:00,2026-08-11 07:55:00+00:00,0.0,neutral,other,An ninh Tiền tệ,Người nội bộ HSC bán thành công 600.000 cổ phiếu HCM - An ninh Tiền tệ,https://antt.nguoiduatin.vn/nguoi-noi-bo-hsc-ban-thanh-cong-600000-co-phieu-hcm-20526081114320226.htm,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-11 08:30:00+00:00,2026-08-11 08:30:00+00:00,1.0,positive,other,kinhtechungkhoan.vn,Một cổ phiếu chứng khoán ngược dòng số đông tăng hơn 42% kể từ đầu năm - kinhtechungkhoan.vn,https://kinhtechungkhoan.vn/mot-co-phieu-chung-khoan-nguoc-dong-so-dong-tang-hon-42-ke-tu-dau-nam,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-11 09:14:28+00:00,2026-08-11 09:14:28+00:00,0.0,neutral,other,VietnamFinance,"Cổ phiếu HCM đi ngược nhóm chứng khoán, lập đỉnh lịch sử với mức tăng gần 40% từ đầu năm - VietnamFinance",https://vietnamfinance.vn/co-phieu-hcm-di-nguoc-nhom-chung-khoan-lap-dinh-lich-su-voi-muc-tang-gan-40-tu-dau-nam-d148930.html,2026-08-12T17:09:56.857506+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-11 09:14:28+00:00,2026-08-11 09:14:28+00:00,0.0,neutral,other,vietnamfinance.vn,"Cổ phiếu HCM đi ngược nhóm chứng khoán, lập đỉnh lịch sử với mức tăng gần 40% từ đầu năm - vietnamfinance.vn",https://vietnamfinance.vn/co-phieu-hcm-di-nguoc-nhom-chung-khoan-lap-dinh-lich-su-voi-muc-tang-gan-40-tu-dau-nam-d148930.html,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-11 12:03:01+00:00,2026-08-11 12:03:01+00:00,1.0,positive,other,nguoiquansat.vn,"Chứng khoán HSC: HCM đạt đỉnh lịch sử, người thân lãnh đạo bán thành công lượng lớn cổ phiếu - nguoiquansat.vn",https://nguoiquansat.vn/chung-khoan-hsc-hcm-dat-dinh-lich-su-nguoi-than-lanh-dao-ban-thanh-cong-luong-lon-co-phieu-309905.html,2026-08-11T14:05:12.655203+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-12 00:14:54+00:00,2026-08-12 00:14:54+00:00,0.0,neutral,other,Tin nhanh chứng khoán,Cổ phiếu Hạ tầng GELEX (GEL) chính thức đủ điều kiện giao dịch ký quỹ - Tin nhanh chứng khoán,https://www.tinnhanhchungkhoan.vn/co-phieu-ha-tang-gelex-gel-chinh-thuc-du-dieu-kien-giao-dich-ky-quy-post395757.html,2026-08-12T17:09:56.857506+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
HCM,2026-08-12 03:07:00+00:00,2026-08-12 03:07:00+00:00,0.0,neutral,other,MoneyF,"Nhìn từ cú vượt đỉnh của HCM, dòng tiền đang hướng đến nhóm cổ phiếu sát đỉnh - MoneyF",https://moneyf.vn/nhin-tu-cu-vuot-dinh-cua-hcm-dong-tien-dang-huong-1db5v7e4,2026-08-12T15:08:01.935468+00:00,keyword_heuristic_from_news_reader_snapshot_v1,live_research_only
