horizon,date,symbols,positions,gross_return,turnover,selection_turnover,cost_turnover,cost,net_return,market_return,net_excess_return,market_regime
5,2025-04-24,"STB,ACB,MBB",3,-0.015801425865945167,0.5,0.5,1.0,0.005,-0.020801425865945168,0.012052218129665171,-0.03285364399561034,bear
5,2025-05-06,"MBB,STB,ACB",3,0.028808933651155444,0.0,0.0,1.0,0.005,0.023808933651155443,0.04216420916928554,-0.018355275518130095,bear
5,2025-05-13,"MBB,STB,ACB",3,0.011912945339880446,0.0,0.0,1.0,0.005,0.006912945339880446,0.015324635219640337,-0.00841168987975989,bull
5,2025-05-20,"ACB,CTG,MBB",3,-0.004381814451738723,0.3333333333333333,0.3333333333333333,1.0,0.005,-0.009381814451738723,0.007504718648248199,-0.016886533099986924,bull
5,2025-05-27,"ACB,CTG,MBB",3,-0.015481987769109806,0.0,0.0,1.0,0.005,-0.020481987769109807,0.002358490566037874,-0.02284047833514768,bull
5,2025-06-03,"ACB,CTG,MBB",3,-0.02011061833925487,0.0,0.0,1.0,0.005,-0.025110618339254872,-0.025390220063382984,0.0002796017241281125,bull
5,2025-06-10,"ACB,MBB,TCB",3,0.03675806454050486,0.3333333333333333,0.3333333333333333,1.0,0.005,0.031758064540504866,0.019378701581610702,0.012379362958894163,sideways
5,2025-06-17,"ACB,CTG,MBB",3,0.023235134508208615,0.3333333333333333,0.3333333333333333,1.0,0.005,0.018235134508208614,0.01229474806876163,0.005940386439446985,sideways
5,2025-06-24,"ACB,BID,VCB",3,0.01242807210362562,0.6666666666666666,0.6666666666666666,1.0,0.005,0.00742807210362562,0.006420510573025062,0.001007561530600558,sideways
5,2025-07-01,"ACB,BID,MBB",3,0.02756378528505225,0.3333333333333333,0.3333333333333333,1.0,0.005,0.02256378528505225,0.02773622990575486,-0.005172444620702613,sideways
5,2025-07-08,"BID,MBB,STB",3,0.0025276576050285624,0.3333333333333333,0.3333333333333333,1.0,0.005,-0.0024723423949714377,0.02781608871875707,-0.030288431113728507,bull
5,2025-07-15,"CTG,ACB,BID",3,0.026493350730539007,0.6666666666666666,0.6666666666666666,1.0,0.005,0.021493350730539006,0.03402357744182716,-0.012530226711288152,bull
5,2025-07-22,"BID,MBB,STB",3,-0.030244079857979167,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.035244079857979164,-0.01722186393608749,-0.018022215921891675,bull
5,2025-07-29,"ACB,BID,CTG",3,0.04119378077455904,0.6666666666666666,0.6666666666666666,1.0,0.005,0.036193780774559044,0.03127520446864818,0.004918576305910867,bull
5,2025-08-05,"BID,CTG,VCB",3,0.031828960698164245,0.3333333333333333,0.3333333333333333,1.0,0.005,0.026828960698164244,0.031862745098039325,-0.0050337843998750804,bull
5,2025-08-12,"TCB,VCB,ACB",3,0.07131385530279914,0.6666666666666666,0.6666666666666666,1.0,0.005,0.06631385530279914,0.023911065444394364,0.042402789858404774,bull
5,2025-08-19,"BID,STB,VCB",3,0.01699947593679907,0.6666666666666666,0.6666666666666666,1.0,0.005,0.011999475936799068,0.0033210798322615975,0.00867839610453747,bull
5,2025-08-26,"ACB,BID,CTG",3,0.001699680413578301,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.003300319586421699,0.010574666078854156,-0.013874985665275855,bull
5,2025-09-04,"ACB,BID,CTG",3,-0.047282976715791326,0.0,0.0,1.0,0.005,-0.052282976715791324,-0.027786737668095696,-0.024496239047695628,bull
5,2025-09-11,"ACB,BID,CTG",3,-0.009364856327473156,0.0,0.0,1.0,0.005,-0.014364856327473155,0.0019013008267048104,-0.016266157154177965,bull
5,2025-09-18,"ACB,BID,CTG",3,-0.008919448865599922,0.0,0.0,1.0,0.005,-0.013919448865599923,-0.003081544242598322,-0.0108379046230016,sideways
5,2025-09-25,"BID,CTG,MBB",3,0.006050487547237767,0.3333333333333333,0.3333333333333333,1.0,0.005,0.0010504875472377665,-0.008381932944536485,0.009432420491774252,sideways
5,2025-10-02,"CTG,MBB,TCB",3,0.03575599496639873,0.3333333333333333,0.3333333333333333,1.0,0.005,0.03075599496639873,0.03940922495594612,-0.00865322998954739,sideways
5,2025-10-09,"ACB,MBB,STB",3,-0.01560074290381012,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.02060074290381012,0.024100575562086002,-0.04470131846589612,bull
5,2025-10-16,"ACB,CTG,MBB",3,-0.06705794500251412,0.3333333333333333,0.3333333333333333,1.0,0.005,-0.07205794500251413,-0.047724950751011797,-0.02433299425150233,bull
5,2025-10-23,"CTG,STB,TCB",3,-0.002499725775711966,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.007499725775711966,-0.009086700536536818,0.0015869747608248524,sideways
5,2025-10-30,"STB,CTG,MBB",3,-0.021269720263356124,0.3333333333333333,0.3333333333333333,1.0,0.005,-0.026269720263356125,-0.016153472966740634,-0.010116247296615491,sideways
5,2025-11-06,"BID,TCB,STB",3,-0.004892906044833241,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.009892906044833241,-0.002933554979709596,-0.006959351065123645,bear
5,2025-11-13,"STB,CTG,BID",3,0.008104824315926814,0.3333333333333333,0.3333333333333333,1.0,0.005,0.003104824315926814,0.017536637070263206,-0.01443181275433639,bear
5,2025-11-20,"BID,VCB,ACB",3,-0.015109172570493712,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.020109172570493713,0.023056925581282472,-0.04316609815177619,sideways
5,2025-11-27,"BID,CTG,STB",3,0.03685032533783309,0.6666666666666666,0.6666666666666666,1.0,0.005,0.031850325337833094,0.03175611870980011,9.420662803298618e-05,sideways
5,2025-12-04,"BID,TCB,CTG",3,-0.038604592511065995,0.3333333333333333,0.3333333333333333,1.0,0.005,-0.04360459251106599,-0.032362791333469976,-0.011241801177596017,bull
5,2025-12-11,"MBB,CTG,TCB",3,-0.01190795914148457,0.3333333333333333,0.3333333333333333,1.0,0.005,-0.01690795914148457,-0.015116989287727867,-0.0017909698537567041,bull
5,2025-12-18,"MBB,BID,CTG",3,0.018045177006486595,0.3333333333333333,0.3333333333333333,1.0,0.005,0.013045177006486594,0.03820172512390396,-0.02515654811741737,sideways
5,2025-12-25,"STB,MBB,BID",3,0.02317747474471436,0.3333333333333333,0.3333333333333333,1.0,0.005,0.01817747474471436,0.048060525436740775,-0.029883050692026417,bull
5,2026-01-05,"BID,MBB,CTG",3,0.1888777665829596,0.3333333333333333,0.3333333333333333,1.0,0.005,0.1838777665829596,0.04553428716229391,0.1383434794206657,sideways
5,2026-01-12,"STB,ACB,CTG",3,0.00813183720164079,0.6666666666666666,0.6666666666666666,1.0,0.005,0.00313183720164079,0.012092233968184374,-0.008960396766543584,bull
