fold,train_start,train_end,validation_start,validation_end,test_start,test_end,train_dates,train_rows,validation_dates,validation_rows,test_dates,test_rows,gap,best_iteration,num_boost_round,validation_metric,validation_score_at_best
1,2012-02-01,2024-10-04,2024-10-14,2025-04-16,2025-04-24,2025-07-24,3150,19859,126,882,63,441,5,7,8,rmse,0.01985336175835171
2,2012-02-01,2025-01-02,2025-01-10,2025-07-17,2025-07-25,2025-10-23,3213,20300,126,882,63,441,5,11,12,rmse,0.02279538223941327
3,2012-02-01,2025-04-09,2025-04-17,2025-10-16,2025-10-24,2026-01-22,3276,20741,126,882,63,441,5,95,96,rmse,0.02860047726594665
4,2012-02-01,2025-07-10,2025-07-18,2026-01-15,2026-01-23,2026-04-29,3339,21182,126,882,63,441,5,137,138,rmse,0.04201577053790086
5,2012-02-01,2025-10-09,2025-10-17,2026-04-21,2026-05-04,2026-07-29,3402,21623,126,882,63,441,5,60,61,rmse,0.04338628889614649
6,2012-02-01,2026-01-08,2026-01-16,2026-07-22,2026-07-30,2026-08-04,3465,22064,126,882,4,28,5,52,53,rmse,0.03346328457039652
