symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
PNJ,PNJ,35950.0,18396404426050.0,511721959.0,,M-PF,12-Jul-26,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Vàng Phú Nhuận,CT,VNINDEX,Personal & Household Goods,360704134150.0,10147304.0,84671.0,30250.0,0.44165765,0.49,0.0,Ngan Ly,0.2934631433,2000.0,0.3490959667,46500.0,"Công ty Cổ phần Vàng Bạc Đá Quý Phú Nhuận (PNJ) có tiền thân là cửa hàng Kinh doanh Vàng bạc Phú Nhuận trực thuộc UBND Quận Phú Nhuận, được thành lập vào ngày 28/04/1988. PNJ chuyên sản xuất, kinh doanh trang sức bằng vàng, bạc, đá quý. Công ty chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. PNJ hiện quản lý và vận hành 2 nhà máy với tổng công suất sản xuất đạt trên 5 triệu sản phẩm/năm. Tại thời điểm cuối năm 2025, PNJ có 431 cửa hàng tại 31/34 tỉnh thành phố . Sản phẩm của PNJ đã được xuất khẩu tới 13 quốc gia và vùng lãnh thổ. PNJ được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2009.",True,3700,3767,460549763,0.8999999998,2009-03-23T00:00:00,"{'targetPrice': 88900.0, 'rating': 'BUY', 'ratingAsOf': '12-May-26', 'analyst': 'Ngan Ly', 'version': '20260707'}",,False,True,False
