entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2026-07-02,2026-07-08,10.86,10.7,9100,4,-1456000.0,-1945762.0,-0.019649467179820836,fixed_horizon_exit
2026-07-13,2026-07-17,10.4,10.05,9400,4,-3290000.0,-3768930.0,-0.038475932749884846,fixed_horizon_exit
