article_key,symbol,provider,source_name,source_url,title,content_excerpt,published_at,available_at,fetched_at,availability_basis,entity_match_method,entity_confidence,event_type,sentiment_score,sentiment_label,analysis_method
28e728953e50b7ae02beb065c60edd3e29d826e05d080c9fce09ea6584e26942,VND,vnstock:VCI,vnstock:VCI,,VND: Thông báo ngày ĐKCC tham dự ĐHĐCĐ bất thường năm 2025,,2025-08-19 03:06:29+00:00,2025-08-19 03:06:29+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
e4ab6dfbc9b36a76f21279f3725966b59184f41c232c62009882eb0f65b9c7b8,VND,vnstock:VCI,vnstock:VCI,,VND: Giấy phép điều chỉnh giấy phép thành lập và hoạt động công ty chứng khoán về việc cập nhật địa chỉ Công ty do thay đổi địa giới hành chính,,2025-08-21 02:15:07+00:00,2025-08-21 02:15:07+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
0267f16cbc283260f15977088a08f5e8407351499c9558715a9194fb60276244,VND,vnstock:VCI,vnstock:VCI,,VND: Giấy chứng nhận đăng ký hoạt động chi nhánh Cần Thơ thay đổi lần thứ 4,,2025-08-21 10:33:23+00:00,2025-08-21 10:33:23+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
caddce1863f653a717a6b79f5782a7fff6f02548b7d26bc6f786f61652acd4ac,VND,vnstock:VCI,vnstock:VCI,,VND: Nghị quyết HĐQT về việc phát hành trái phiếu riêng lẻ năm 2025,,2025-08-25 06:58:20+00:00,2025-08-25 06:58:20+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,corporate_action,0.0,neutral,keyword_heuristic_v1
cf865574717da82eb8aa0d8abfc1298894833e2d75264107f419cfb34fa57287,VND,vnstock:VCI,vnstock:VCI,,VND: Giấy chứng nhận đăng ký hoạt động chi nhánh Nam Định thay đổi lần thứ 4,,2025-08-25 06:59:37+00:00,2025-08-25 06:59:37+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
4f6c0194cbc407101b0b0b11f1377afb74f8f13c620a34d6b79289dfbe31376d,VND,vnstock:VCI,vnstock:VCI,,VND: Nghị quyết HĐQT về việc dừng chào bán 08 mã CW có bảo đảm đợt 01/2025,,2025-09-03 06:24:33+00:00,2025-09-03 06:24:33+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
1a818044aa900c87584a7b0220811be004bd06a7d0adee8084f7a78d313e73d2,VND,vnstock:VCI,vnstock:VCI,,VND: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 14,,2025-09-04 04:01:52+00:00,2025-09-04 04:01:52+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
74ccc199deaf7fa498f8e3a3b05457fc5f0e8bcd504e870e28335fdd2ec53656,VND,vnstock:VCI,vnstock:VCI,,VND: Giấy chứng nhận đăng ký hoạt động chi nhánh TP.HCM thay đổi lần thứ 5,,2025-09-09 09:37:37+00:00,2025-09-09 09:37:37+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
262f1f3a1558cc651db29db06d9bcae1b6ec4149d34336bbe7b72c771cc10b45,VND,vnstock:VCI,vnstock:VCI,,VND: CBTT triệu tập ĐHĐCĐ bất thường năm 2025,,2025-09-12 08:07:00+00:00,2025-09-12 08:07:00+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
711ef9e5ed405bb0c8c5f3df7a37302918162aca229ebe10419866add728dd72,VND,vnstock:VCI,vnstock:VCI,,VND: Thông báo nhận được Quyết định của UBCKNN về việc chấp thuận thành lập Chi nhánh Huế,,2025-09-23 10:08:56+00:00,2025-09-23 10:08:56+00:00,2026-08-13 19:05:33.312480+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
