entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2025-03-06,2025-03-12,13.0,14.09,7600,4,8284000.0,7765148.0,0.07843773990480578,fixed_horizon_exit
2025-03-26,2025-04-01,14.23,14.98,7500,4,5625000.0,5074500.0,0.04745252993661307,fixed_horizon_exit
2025-04-03,2025-04-10,13.0,13.57,8600,4,4902000.0,4328294.0,0.03863734070320897,fixed_horizon_exit
2025-04-11,2025-04-17,13.85,14.74,8400,4,7476000.0,6871872.0,0.05894924951540961,fixed_horizon_exit
2025-07-09,2025-07-15,17.69,17.98,6900,4,2001000.0,1384692.0,0.01132161905696803,fixed_horizon_exit
2025-07-16,2025-07-22,18.17,19.0,6800,4,5644000.0,5009288.0,0.0404617292657393,fixed_horizon_exit
2025-07-23,2025-07-29,19.15,21.67,6700,4,16884000.0,16191823.0,0.1259460191887765,fixed_horizon_exit
2025-07-31,2025-08-06,21.67,22.89,6700,4,8174000.0,7423533.0,0.051028077670224846,fixed_horizon_exit
2025-08-07,2025-08-13,23.08,23.52,6600,4,2904000.0,2133648.0,0.013978974460091947,fixed_horizon_exit
2025-08-14,2025-08-20,23.71,23.42,6500,4,-1885000.0,-2649920.0,-0.017160112503798813,fixed_horizon_exit
2025-08-21,2025-08-27,22.94,23.96,6600,4,6732000.0,5954784.0,0.039251923354685574,fixed_horizon_exit
2025-08-28,2025-09-05,24.35,23.37,6500,4,-6370000.0,-7142265.0,-0.04503559615881174,fixed_horizon_exit
2025-09-08,2025-09-12,23.81,23.91,6300,4,630000.0,-121905.0,-0.0008110616230789157,fixed_horizon_exit
2025-09-15,2025-09-19,24.49,21.53,6200,4,-18352000.0,-19056134.0,-0.12525255735975985,fixed_horizon_exit
