date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-07,32.65942206863211,33.235070571086816,33.640366780381676,34.03608000809825,35.00793712784335,0.4343,33.7
2026-08-10,32.17273112488417,32.93889958785403,33.6793321496133,34.26769519887462,35.22757904820167,0.49365,33.7
2026-08-11,31.772592887340398,32.69555669176421,33.62746072630384,34.305221861694804,35.860830167293734,0.47805,33.7
2026-08-12,31.462467605645404,32.63782647382009,33.61763885716073,34.47643019613547,35.731927769482795,0.4747,33.7
2026-08-13,31.41415217373362,32.62900936437843,33.51252162820018,34.40994376084592,36.29837912640348,0.45,33.7
2026-08-14,30.847875424531765,32.332233882959486,33.482116348780764,34.783342916314055,36.73688190477173,0.44815,33.7
2026-08-17,30.38189844895154,32.13479717722469,33.472952292852106,34.91747844512365,37.306439900389385,0.4537,33.7
2026-08-18,30.116825231453436,31.9684872971049,33.45595875843391,35.062665521601005,37.684849125108165,0.45135,33.7
2026-08-19,29.90422586347501,31.868994705841722,33.41234236441227,35.08534210780441,37.98499326378413,0.44895,33.7
2026-08-20,29.618200415260542,31.778412921902692,33.34557111029904,35.17296817585194,38.21462302717915,0.4384,33.7
2026-08-21,29.472226864846792,31.583223522036263,33.31885537469536,35.36243398729477,38.3099766211841,0.4442,33.7
2026-08-24,29.264993052494685,31.43481121950664,33.298358825712015,35.515926131908515,38.54805382055794,0.4435,33.7
2026-08-25,29.044181662582524,31.30413439222683,33.324690506626325,35.68062902378482,38.86625095969664,0.44955,33.7
2026-08-26,28.869840286802507,31.1669741888499,33.314564606373395,35.76056131777722,39.15873295141855,0.44995,33.7
2026-08-27,28.639477980647097,31.079107805765005,33.285047637357536,35.85182405225185,39.33447775252058,0.44895,33.7
2026-08-28,28.51005796079572,30.896069403545738,33.26572621971099,35.97041226106303,39.4612558038583,0.45015,33.7
2026-08-31,28.3056812023028,30.742612519676516,33.261074507844,36.120298510088425,39.591897274884154,0.44945,33.7
2026-09-01,28.10270947022777,30.62042792671965,33.21316040001925,36.22936846188284,39.79105895737692,0.4476,33.7
2026-09-02,27.957152774558622,30.545596842260434,33.19378444483128,36.30595900493285,39.9562777808255,0.4484,33.7
2026-09-03,27.770576925423192,30.429460873315527,33.15758758689945,36.340281609809225,40.21887105193321,0.44855,33.7
