item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,45441593010321.0,51214125678230.0,46183418228556.0,49101313569039.0,41971830232313.0,49712729024644.0,48651686655025.0,49358798428036.0,38494616268484.0,26728568274900.0,27481271945854.0,31303530844633.0,38268759070462.0,46897897250519.0,34645306357738.0,49398266930399.0,67043692067753.0,85012883396815.0,73720523439184.0,78410995368121.0,67458916217033.0,65775305884813.0,72439143197969.0,68682490185414.0,75131889185159.0,73584636922071.0,64352149009035.0,71055339774054.0,67890171339647.0,76568084039970.0,83655313290115.0,81871623500657.0,98724236882258.0,136253115852196.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-11304810914.0,-13810600330.0,-8282754917.0,-11452439890.0,-10995453778.0,-11470525383.0,-11585466582.0,-19274355499.0,-16878236658.0,-20886958356.0,-19298472920.0,-26759169148.0,-21698316560.0,-28984859151.0,-20010673093.0,-26402565321.0,-23772428549.0,-30344617700.0,-25753864653.0,-27924271547.0,-26602596894.0,-25496274690.0,-25011321855.0,-26072876010.0,-25691800931.0,-25217547762.0,-27759775244.0,-27921227222.0,-29140851991.0,-29104065392.0,-23905961027.0,-28526122040.0,-26300782129.0,-34982126852.0
Doanh thu thuần,Net sales,net_sales,45430288199407.0,51200315077900.0,46175135473639.0,49089861129149.0,41960834778535.0,49701258499261.0,48640101188443.0,49339524072537.0,38477738031826.0,26707681316544.0,27461973472934.0,31276771675485.0,38247060753902.0,46868912391368.0,34625295684645.0,49371864365078.0,67019919639204.0,84982538779115.0,73694769574531.0,78383071096574.0,67432313620139.0,65749809610123.0,72414131876114.0,68656417309404.0,75106197384228.0,73559419374309.0,64324389233791.0,71027418546832.0,67861030487656.0,76538979974578.0,83631407329088.0,81843097378617.0,98697936100129.0,136218133725344.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-42219668157921.0,-47167368548501.0,-42848885866274.0,-45790701204887.0,-38182580119663.0,-46023259506706.0,-45262961731982.0,-45782434192678.0,-38027942431755.0,-23975844618797.0,-24325671675782.0,-27560242500530.0,-34853306068986.0,-42641539164127.0,-32589628746140.0,-46322476323450.0,-64242452421305.0,-82526276023104.0,-70891978809638.0,-74097247834698.0,-63873148693345.0,-61818706800641.0,-68634570758197.0,-64674449288849.0,-70436759049100.0,-68953777954794.0,-60887953877442.0,-66387623732363.0,-64149128072879.0,-71390871963554.0,-79132251130925.0,-77089523091293.0,-94997191645731.0,-128526418908129.0
Lợi nhuận gộp,Gross Profit,gross_profit,3210620041486.0,4032946529399.0,3326249607365.0,3299159924262.0,3778254658872.0,3677998992555.0,3377139456461.0,3557089879859.0,449795600071.0,2731836697747.0,3136301797152.0,3716529174955.0,3393754684916.0,4227373227241.0,2035666938505.0,3049388041628.0,2777467217899.0,2456262756011.0,2802790764893.0,4285823261876.0,3559164926794.0,3931102809482.0,3779561117917.0,3981968020555.0,4669438335128.0,4605641419515.0,3436435356349.0,4639794814469.0,3711902414777.0,5148108011024.0,4499156198163.0,4753574287324.0,3700744454398.0,7691714817215.0
Doanh thu hoạt động tài chính,Financial income,financial_income,162808906106.0,232493579115.0,350327515322.0,260051672271.0,166831334065.0,245753416290.0,259115072418.0,332236186817.0,230307397506.0,280527587628.0,198112463923.0,208223320022.0,209861827778.0,235689061250.0,263173135946.0,289715169535.0,321393319365.0,411616926497.0,278559048666.0,920095636266.0,513732112835.0,431952637224.0,1188962825096.0,606117935428.0,449958172299.0,395015815499.0,495756246975.0,294548639619.0,421762522293.0,441123331368.0,537372268780.0,421280204275.0,362700272208.0,443350028596.0
Chi phí tài chính,Financial expenses,financial_expenses,-267886045031.0,-388229896553.0,-596419166931.0,-254160991200.0,-206229489350.0,-333174651112.0,-211992209238.0,-206843278379.0,-352315504704.0,-204108651912.0,-231361335147.0,-164306087631.0,-186484170462.0,-174304937916.0,-214406408438.0,-259847354167.0,-300187223884.0,-511121441307.0,-318534573086.0,-560174516915.0,-382292307601.0,-355123483889.0,-627228865990.0,-357215102934.0,-374932475618.0,-335147614948.0,-231690804893.0,-254304223346.0,-293602592566.0,-338296689689.0,-382612529914.0,-259531831991.0,-388792313026.0,-502982236930.0
Chi phí lãi vay,Interest expenses,interest_expenses,-205858998091.0,-205072419044.0,-228614622386.0,-225969787833.0,-184613614576.0,-239242964636.0,-173445663605.0,-198822521889.0,-201387460219.0,-168538494918.0,-192868291250.0,-145957061095.0,-144357826906.0,-149661767994.0,-164021379785.0,-144433842570.0,-154908870719.0,-169953256207.0,-154089337128.0,-167633825006.0,-232824020411.0,-230136836631.0,-226222043873.0,-214657189461.0,-193924117257.0,-139075931881.0,-174618679639.0,-60571390579.0,-165571705006.0,-180785086150.0,-243608783459.0,-208273100502.0,-190452317219.0,-231004860336.0
Chi phí bán hàng,Selling expenses,selling_expenses,-1956922884951.0,-2205357872544.0,-2057007212246.0,-2295983752981.0,-2253727959298.0,-2014427906030.0,-2150141615718.0,-2275515166074.0,-2015983692969.0,-2062414081575.0,-2010775640952.0,-2507083484124.0,-2422112221108.0,-2424928135876.0,-1924847512879.0,-2385376671150.0,-2297811567544.0,-2616981256561.0,-2406858281086.0,-3191439741349.0,-2807666334205.0,-2958171192640.0,-3109932691275.0,-3252121872283.0,-3198008518779.0,-3120606148129.0,-3318400967579.0,-3880675591660.0,-3353223304063.0,-3462501087318.0,-3694461635407.0,-3956952945699.0,-3992214991306.0,-4033774993287.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-149818338894.0,-164767731604.0,-107386494246.0,-153390558503.0,-134677077998.0,-148757183757.0,-150710803616.0,-198422646663.0,-148745460243.0,-188819689619.0,-217074476310.0,-265186664481.0,-181233973234.0,-206388588911.0,-149102004364.0,-245014945158.0,-181676977976.0,-205397253945.0,-196123514999.0,-241162550578.0,-206598594439.0,-219485091387.0,-215506376154.0,-299029481658.0,-238100394385.0,-248532081519.0,-268478694668.0,-285584161214.0,-263607670164.0,-301177952047.0,-321973660276.0,-306203435333.0,-329381782667.0,-416415124252.0
