date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d
2010-02-01,8.91,8.91,8.91,8.91,26580,,,,,,,,,,8.91,8.91,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,2.0,0.0,0.0,0.010373443983402453,0.012684549802453704,-0.05820924385998849,0.314099102131084,,,,,,
2010-02-02,9.28,9.28,9.28,9.28,12200,0.041526374859708115,,,,,,,,,8.966923076923077,8.937407407407408,0.02951566951566953,0.005903133903133906,0.023612535612535623,0.0031805678357402513,0.002544454268592201,,,,,,,,,,,,,,,12200.0,,,,,,,,0.0,,,1.0,2.0,-0.03933747412008293,0.0,0.0018480492813142124,-0.020084354288009587,-0.08375586854460093,0.2904167594386923,0.0396783255783939,,,,,
2010-02-03,9.66,9.66,9.28,9.28,102450,0.0,0.041526374859708115,,,,,,,,9.01508875739645,8.96278463648834,0.05230412090810965,0.015183331304129057,0.037120789603980596,0.005636219925442851,0.0040000850866358404,,,,,,,,,,,,,,,12200.0,,,,,,,,0.040948275862069054,,,2.0,2.0,0.0,0.0,0.015576962492314106,0.018708881578947345,-0.07296538821328347,0.29765546497795775,-0.015576962492314106,,,,,
2010-02-04,9.28,9.28,9.1,9.28,56210,0.0,0.0,0.041526374859708115,,,,,,,9.05584433318161,8.986282070822538,0.06956226235907259,0.026059117515117764,0.04350314484395483,0.007495933443865581,0.004687838884046857,,,,,,,,,,,,,,,12200.0,,,,,,,,0.0193965517241379,,,3.0,2.0,-0.010101010101010055,0.0,0.01675075681130167,0.04566210045662111,-0.05531595724732785,0.30632492897230856,-0.01675075681130167,,,,,
2010-02-05,8.91,8.93,8.82,8.82,18600,-0.049568965517241326,-0.049568965517241326,-0.049568965517241326,,,,9.114,,,9.019560589615208,8.97396488039124,0.04559570922396894,0.029966435856888,0.015629273367080938,0.00516958154466768,0.001772026458852714,,,,,,,,,,,,,,,-6400.0,,,,,,,,0.01247165532879812,,,4.0,2.0,0.0,0.0,-0.021437078205637228,0.022821576763485396,-0.05356114417354574,0.30477136368222185,-0.028131887311604098,,,,,
2010-02-08,9.19,9.19,8.45,9.19,70990,0.04195011337868482,-0.00969827586206895,-0.00969827586206895,0.03142536475869795,,,9.169999999999998,,,9.045782037366715,8.98996748184374,0.055814555522974985,0.0351360597901054,0.020678495732869583,0.006073401036232317,0.0022501083496049602,,,,,,,,,,,,,,,64590.0,,,,,,,,0.0805223068552775,,,0.0,2.0,-0.009793253536452662,0.0,-0.0036511156186612714,0.008624229979466103,-0.046398757522811196,0.30313640715247375,0.04560122899734609,0.022801134779231846,,,,
2010-02-09,9.19,9.19,8.76,9.1,11870,-0.009793253536452662,0.03174603174603163,-0.0193965517241379,-0.0193965517241379,,,9.134,,,9.05412326238722,8.998118038744204,0.05600522364301597,0.039309892560687516,0.01669533108232845,0.006154420180551206,0.0018346517672888408,,,,,,,,,,,,,,,52720.0,,,,,,,,0.047252747252747224,,,1.0,2.0,0.0,0.0,-0.016897394136807797,-0.010248001639680315,-0.030905077262693204,0.28691987879322833,0.0071041406003551355,-0.009148550084457585,,,,
2010-02-10,9.1,9.1,9.08,9.1,8220,0.0,-0.009793253536452662,0.03174603174603163,-0.0193965517241379,,,9.097999999999999,,,9.061181222019956,9.005664850689078,0.055516371330877945,0.0425511883147256,0.012965183016152342,0.006100700146250324,0.0014247453863903672,,,,,,,,,,,,,,,52720.0,,,,,,,,0.002197802197802151,,,2.0,2.0,0.010204081632652962,1.0,0.016566576931041688,-0.009283551967709469,-0.03480141565080619,0.28307473047051235,-0.016566576931041688,-0.010112999756428431,,,,
2010-02-11,8.82,9.1,8.82,8.91,9350,-0.020879120879120805,-0.020879120879120805,-0.030467899891186034,-0.039870689655172376,,,9.024,,,9.037922572478424,8.99857856545285,0.03934400702557461,0.04190975205689541,-0.0025657450313207944,0.0044157134708837946,-0.0002879624053109758,,,,,,,,,,,,,,,43370.0,,,,,,,,0.03142536475869802,,,3.0,2.0,0.020618556701030855,1.0,0.01833367284579346,-0.007741167129813431,-0.024204567636150642,0.2903119454751837,-0.03921279372491426,-0.032129522525358944,,,,
2010-02-12,8.73,8.91,8.63,8.91,22660,0.0,-0.020879120879120805,-0.020879120879120805,0.010204081632652962,,,9.041999999999998,,,9.018242176712512,8.992017190234119,0.02622498647839322,0.03877279894119497,-0.012547812462801754,0.002943320592412258,-0.0014082842270260105,,,,,,,,,,,,,,,43370.0,,,,,,,,0.03142536475869802,,,4.0,2.0,0.01038062283737018,1.0,0.014202840568113606,0.028397565922920975,0.003165809259992214,0.29124666663050064,-0.014202840568113606,-0.018193484290268014,,,,
2010-02-22,8.67,8.82,8.56,8.76,17500,-0.01683501683501687,-0.01683501683501687,-0.03736263736263734,-0.0467899891186071,-0.01683501683501687,,8.956,,,8.978512611064433,8.974830731698258,0.0036818793661748117,0.031754615026190945,-0.028072735660016133,0.0004203058637185858,-0.0032046501894995587,,,,,,,,,,,,,,,25870.0,,,,,,,,0.02968036529680363,,,0.0,2.0,0.0,0.0,0.00591715976331364,0.03827361563517928,0.047012933689180914,0.2576185268431846,-0.02275217659833051,-0.08506360475378638,,,,
2010-02-23,8.34,8.69,8.34,8.34,28090,-0.047945205479452024,-0.06397306397306401,-0.06397306397306401,-0.08351648351648344,-0.1012931034482758,,8.803999999999998,,,8.880279901669905,8.927806233053943,-0.047526331384037945,0.01589842574414517,-0.06342475712818312,-0.005698600885376252,-0.007604886945825314,,,,,,,,,,,,,,,-2220.0,,,,,,,,0.04196642685851315,,,1.0,2.0,-0.046762589928057485,0.0,-0.02686274509803921,0.027749016359494894,0.0016145307769930284,0.27118344569276726,-0.021082460381412815,-0.11126549987597834,,,,
2010-02-24,8.34,8.34,7.93,7.95,19610,-0.046762589928057485,-0.09246575342465746,-0.1077441077441077,-0.12637362637362637,-0.14331896551724133,,8.574000000000002,,,8.737159916797612,8.855376141716613,-0.11821622491900108,-0.01092450438848408,-0.107291720530517,-0.014869965398616488,-0.013495813903209685,,,,,,,,,,,,,,,-21830.0,,,,,,,,0.051572327044025174,,,2.0,2.0,0.03548795944233207,1.0,-0.003425347572033055,0.007537176614381913,0.010418794688457744,0.26767673077647347,-0.04333724235602443,-0.13391080298800828,,,,
