symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
ANV,ANV,18050.0,4805916287500.0,266255750.0,,,,Công ty Cổ phần Nam Việt,Thủy sản Nam Việt,CT,VNINDEX,Food & Beverage,10318004991.304346,586428.0,33399.0,15700.0,0.02706704,0.49,0.0,,,,,,"Công ty Cổ phần Nam Việt (ANV) có tiền thân là Công ty TNHH Nam Việt được thành lập vào năm 1993. Công ty hoạt động trong lĩnh vực nuôi trồng, chế biến thủy sản, xuất khẩu thủy sản, sản xuất thức ăn thủy sản. ANV chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Sản phẩm của Công ty đã có mặt trên 100 quốc gia trên thế giới như Nga, EU, Trung quốc, Úc. ANV hiện đang sở hữu vận hành 04 nhà máy chế biến thủy sản với tổng công suất 1.050 tấn nguyên vật liệu/ngày. Công ty đã hoàn thành việc xây dựng chuỗi sản xuất khép kín từ con giống, thức ăn, nuôi trồng thủy sản tới chế biến với 08 dây chuyền sản xuất thức ăn chăn nuôi với tổng công suất lên đến 800 tấn/ngày và 250 ha vùng nuôi cá nguyên liệu. ANV chính thức niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007.",False,3500,3573,79876725,0.3,2007-12-07T00:00:00,,,False,True,False
