entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-04-17,2023-04-21,14.31,14.35,6900,4,276000.0,-218523.0,-0.002208720225516821,fixed_horizon_exit
2023-04-24,2023-04-28,14.45,14.51,6800,4,408000.0,-84524.0,-0.0008584906311943587,fixed_horizon_exit
2023-05-04,2023-05-10,14.51,14.95,6800,4,2992000.0,2489684.0,0.025182577642784726,fixed_horizon_exit
2023-05-11,2023-05-17,14.91,15.21,6800,4,2040000.0,1526940.0,0.015030301569898432,fixed_horizon_exit
2023-05-18,2023-05-24,15.21,15.01,6800,4,-1360000.0,-1873060.0,-0.01807364888894138,fixed_horizon_exit
2023-05-25,2023-05-31,15.05,15.65,6700,4,4020000.0,3503765.0,0.03467815200164455,fixed_horizon_exit
2023-06-02,2023-06-08,16.31,16.85,6400,4,3456000.000000015,2923712.000000015,0.027953290231309446,fixed_horizon_exit
2023-06-12,2023-06-16,17.01,17.61,6300,4,3780000.0,3232845.0,0.030107333833215403,fixed_horizon_exit
2023-06-20,2023-06-26,17.82,18.45,6200,4,3906000.0,3341862.0,0.030187100546381983,fixed_horizon_exit
2023-06-29,2023-07-05,17.68,18.24,6400,4,3584000.0,3007488.0,0.02652613325385428,fixed_horizon_exit
2023-07-19,2023-07-25,19.76,20.11,5900,4,2065000.0,1475885.0,0.01263414466613332,fixed_horizon_exit
2023-07-27,2023-08-02,20.42,19.76,5800,4,-3828000.0,-4408696.0,-0.037149989931987155,fixed_horizon_exit
2023-09-19,2023-09-25,25.24,21.43,4500,4,-17145000.0,-17661465.0,-0.1551876437299727,fixed_horizon_exit
2023-11-08,2023-11-14,21.26,22.16,4500,4,4050000.0,3559500.0,0.03713175718177943,fixed_horizon_exit
2023-12-04,2023-12-08,23.34,22.68,4300,4,-2838000.0,-3331296.0,-0.033126548958637994,fixed_horizon_exit
2023-12-11,2023-12-15,22.75,21.98,4200,4,-3234000.0,-3702048.0,-0.03866728082296945,fixed_horizon_exit
2024-01-19,2024-01-25,23.51,23.65,3900,4,546000.0,85917.0,0.0009351777092348692,fixed_horizon_exit
2025-07-10,2025-07-16,25.72,28.34,3600,4,9432000.0,8940744.0,0.09636791735347346,fixed_horizon_exit
2025-07-17,2025-07-23,28.47,28.43,3600,4,-144000.0,-656028.0,-0.006387996749739018,fixed_horizon_exit
2025-07-25,2025-07-31,30.91,29.49,3200,4,-4544000.0,-5024928.0,-0.050700604614129875,fixed_horizon_exit
