entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2026-02-03,2026-02-09,117.0,107.7,800,4,-7440000.0,-7885680.0,-0.08408055683504785,fixed_horizon_exit
2026-02-10,2026-02-23,105.8,110.5,800,4,3760000.0,3325520.0,0.03921174663904705,fixed_horizon_exit
2026-02-24,2026-03-02,110.5,123.4,800,4,10320000.0,9847040.0,0.11116951617127735,fixed_horizon_exit
2026-03-03,2026-03-09,124.0,97.0,800,4,-21600000.0,-22031200.0,-0.22164541883973987,fixed_horizon_exit
2026-03-13,2026-03-19,91.0,82.0,900,4,-8100000.0,-8485200.0,-0.10339760040358843,fixed_horizon_exit
2026-03-20,2026-03-26,78.5,82.1,900,4,3240000.0,2877030.0,0.0406410109716872,fixed_horizon_exit
2026-04-16,2026-04-22,78.6,77.4,900,4,-1080000.0,-1430460.0,-0.02018101202175801,fixed_horizon_exit
2026-04-28,2026-05-06,73.5,76.0,1000,4,2500000.0,2125000.0,0.02885385691202629,fixed_horizon_exit
2026-05-14,2026-05-20,82.8,87.3,900,4,4050000.0,3665250.0,0.04908660938991582,fixed_horizon_exit
2026-05-21,2026-05-27,87.1,81.7,900,4,-4860000.0,-5237370.0,-0.06667835396944344,fixed_horizon_exit
2026-06-17,2026-06-23,80.0,79.3,900,4,-630000.0,-988110.0,-0.013696357285429141,fixed_horizon_exit
2026-06-24,2026-06-30,78.5,78.0,900,4,-450000.0,-801900.0,-0.011327663145047484,fixed_horizon_exit
2026-07-01,2026-07-07,78.0,74.8,900,4,-2880000.0,-3222360.0,-0.04581094221812785,fixed_horizon_exit
2026-07-08,2026-07-14,75.1,77.6,900,4,2250000.0,1905300.0,0.028132815593845596,fixed_horizon_exit
2026-07-15,2026-07-21,77.6,64.4,900,4,-11879999.999999993,-12193559.999999993,-0.1742442949153239,fixed_horizon_exit
