date,open,high,low,close,volume,return_1d,return_5d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,rsi_14,volatility_20d,volume_sma_20,volume_z_20,range_pct,close_vs_sma20,close_vs_sma60,target_next_up,next_return
2018-08-13,12.49,12.79,12.4,12.7,1369550,0.009538950715421324,-0.019305019305019266,0.04785478547854782,12.745999999999999,12.641,,12.725437306015282,12.895837184489032,-0.17039987847375038,41.36468873305513,0.39513814739493675,1826636.5,-0.44085949501200916,0.03070866141732274,0.004667352266434666,,0,-0.009448818897637712
2018-08-14,12.72,12.72,12.49,12.58,850440,-0.009448818897637712,-0.02706883217324052,0.0031897926634769647,12.675999999999998,12.643,,12.703062335859086,12.872441837489845,-0.16937950163075932,39.818679548720006,0.3783908818026834,1810432.5,-0.9142920035914032,0.0182829888712242,-0.00498299454243456,,0,-0.025437201907790197
2018-08-15,12.49,12.58,12.26,12.26,1030610,-0.025437201907790197,-0.04517133956386299,-0.051817478731631894,12.559999999999999,12.6095,,12.634898899573072,12.82707577545356,-0.19217687588048804,35.95906355072265,0.37074591962717846,1804996.0,-0.7347699311534354,0.02610114192495924,-0.027717197351203482,,0,0.0
2018-08-16,12.26,12.45,12.01,12.26,1576340,0.0,-0.03312302839116721,-0.05034856700232382,12.476,12.577,,12.577222145792598,12.785070162457,-0.20784801666440167,35.95906355072265,0.37083380882137407,1849791.5,-0.2675222207324097,0.035889070146818886,-0.025204738808936922,,0,0.0
2018-08-17,12.26,12.45,12.26,12.26,691890,0.0,-0.025437201907790197,-0.05034856700232382,12.411999999999999,12.544500000000001,,12.528418738747582,12.746176076349075,-0.2177573376014923,35.95906355072265,0.37083380882137407,1810686.5,-1.0636692379071873,0.015497553017944496,-0.022679261827892816,,0,0.0
2018-08-20,12.35,12.35,11.98,12.26,847610,0.0,-0.0346456692913385,-0.004061738424045558,12.324,12.542,,12.48712354817103,12.710163033656551,-0.22303948548552022,35.95906355072265,0.33211632569119337,1809148.5,-0.9128958250609145,0.03017944535073403,-0.02248445224047202,,0,0.0
2018-08-21,12.26,12.33,12.14,12.26,904270,0.0,-0.025437201907790197,0.004095004095004073,12.26,12.5445,,12.452181463837025,12.676817623756065,-0.22463615991904007,35.95906355072265,0.3307296822198057,1803406.0,-0.8497487426617725,0.015497553017944496,-0.022679261827892705,,1,0.005709624796084833
2018-08-22,12.35,12.68,12.28,12.33,1386850,0.005709624796084833,0.005709624796084833,-0.0040387722132472215,12.274,12.542,,12.433384315554406,12.651127429403765,-0.21774311384935885,37.86737145598394,0.3275474187080698,1705339.0,-0.3196049166660159,0.032441200324412035,-0.016903205230425766,,1,0.0040551500405514584
2018-08-23,12.49,12.56,12.33,12.38,1031560,0.0040551500405514584,0.00978792822185981,0.03685092127303191,12.297999999999998,12.564,,12.425171343930652,12.631043916114598,-0.20587257218394583,39.259645558900665,0.2995264405643787,1724645.5,-0.7083359409952579,0.01857835218093703,-0.01464501751034697,,0,-0.0056542810985460434
2018-08-24,12.38,12.47,12.26,12.31,817010,-0.0056542810985460434,0.004078303425774976,0.02497918401332222,12.308,12.578999999999999,13.450166666666666,12.407452675633628,12.607262885291293,-0.19981020965766483,37.9766236059309,0.3003330411689013,1694112.5,-0.8792423240225641,0.017059301380991133,-0.02138484776214311,-0.0847697054559422,0,-0.004061738424045558
2018-08-27,12.31,12.42,12.26,12.26,1480540,-0.004061738424045558,0.0,0.01490066225165565,12.308000000000002,12.588,13.391333333333334,12.384767648613071,12.58153970860305,-0.1967720599899785,37.04534839237043,0.3004506891735444,1696202.5,-0.21630129211321028,0.01305057096247962,-0.026056561804893463,-0.08448250112012745,0,-0.009787928221859588
2018-08-28,12.31,12.4,12.12,12.14,1630740,-0.009787928221859588,-0.009787928221859588,-0.055987558320373165,12.284,12.552,13.347,12.347111087287983,12.548833063521341,-0.2017219762333582,34.83733098133733,0.18537435587839232,1543206.5,0.12407023292114434,0.023064250411861706,-0.03282345442957291,-0.09043230688544235,0,-0.0032948929159802853
2018-08-29,12.14,12.19,12.08,12.1,778240,-0.0032948929159802853,-0.018653690186536953,-0.050980392156862786,12.238,12.519499999999999,13.312166666666666,12.309093996935985,12.515586169927168,-0.20649217299118305,34.10756608612027,0.18414997220045334,1479087.5,-0.9812547883710427,0.009090909090909044,-0.03350772794440671,-0.09105705307175138,1,0.005785123966942196
2018-08-30,12.1,12.17,12.05,12.17,887840,0.005785123966942196,-0.01696284329563824,-0.07733131159969675,12.196000000000002,12.4685,13.262166666666666,12.287694920484295,12.489987194377008,-0.20229227389271287,36.61010510269792,0.1267672243418032,1348104.5,-0.8489685402062985,0.00986031224322097,-0.023940329630669388,-0.08235205408869839,0,0.0
2018-08-31,12.17,12.42,12.17,12.17,1723040,0.0,-0.011372867587327473,-0.07240853658536583,12.168000000000001,12.421,13.194666666666668,12.269588009640557,12.46628443923797,-0.19669642959741296,36.61010510269792,0.12743148015472386,1313349.5,0.8366482811934757,0.020542317173377157,-0.02020771274454547,-0.07765763945028303,0,-0.007395234182415722
2018-09-04,12.17,12.31,12.05,12.08,991610,-0.007395234182415722,-0.014681892332789492,-0.06718146718146711,12.132,12.377500000000001,13.115833333333333,12.24042062354201,12.437670777072194,-0.1972501535301845,34.64793566050864,0.12355460251671216,1289014.0,-0.6030915045738653,0.021523178807947,-0.024035548374065963,-0.07897579261706589,0,-0.011589403973509937
2018-09-05,12.08,12.14,11.91,11.94,1052150,-0.011589403973509937,-0.016474464579901205,-0.07656612529002327,12.091999999999999,12.328,13.045,12.194202066074007,12.400806275066847,-0.2066042089928395,31.793356314506468,0.12661527726497657,1258101.5,-0.42262929223846923,0.0192629815745394,-0.03147306943543149,-0.08470678420850908,0,-0.03936348408710211
2018-09-06,11.94,11.98,11.47,11.47,2694080,-0.03936348408710211,-0.05206611570247921,-0.10669781931464173,11.966,12.2595,12.965333333333335,12.082786363601084,12.331857662098932,-0.2490712984978476,24.496661766465166,0.17847476732559092,1322483.0,2.3506184156294174,0.044463818657367024,-0.06439903748113696,-0.11533319621554927,1,0.018308631211856996
2018-09-07,11.57,11.71,11.52,11.68,2154200,0.018308631211856996,-0.04026294165981925,-0.07886435331230279,11.868,12.2095,12.890166666666666,12.020819230739379,12.283571909350863,-0.2627526786114842,32.00545244094788,0.1953295751065794,1313061.5,1.4822687158228942,0.016267123287671343,-0.043367869282116445,-0.09388293401947212,1,0.010273972602739878
2018-09-10,11.75,11.8,11.57,11.8,1297720,0.010273972602739878,-0.030402629416598104,-0.06200317965023838,11.794,12.1705,12.8165,11.98684704139486,12.247751767917466,-0.26090472652260566,35.92672815866874,0.20112059141164979,1259814.5,0.07418705780060042,0.01949152542372885,-0.030442463333470227,-0.07931182460110009,0,-0.00423728813559332
2018-09-11,11.77,11.8,11.71,11.75,780150,-0.00423728813559332,-0.027317880794701987,-0.07480314960629919,11.728,12.123000000000001,12.755333333333333,11.95040903502642,12.210881266590246,-0.26047223156382593,35.02047656123486,0.19548781685292427,1230344.5,-0.8638024531560557,0.007659574468085095,-0.030767961725645554,-0.07881670412376518,0,-0.015319148936170146
2018-09-12,11.8,11.82,11.57,11.57,1460210,-0.015319148936170146,-0.030988274706867602,-0.08028616852146264,11.654,12.0725,12.704,11.891884568099279,12.163408580176153,-0.27152401207687404,31.900732564902796,0.19881711121571402,1260833.0,0.38669726101360585,0.021607605877268798,-0.04162352453924201,-0.08926322418136023,1,0.007778738115816752
2018-09-13,11.57,11.75,11.57,11.66,1105010,0.007778738115816752,0.016564952048822912,-0.04893964110929849,11.691999999999998,12.0425,12.653666666666664,11.856210019160928,12.126119055718661,-0.269909036557733,35.01779867234764,0.18609145482956574,1264553.0,-0.3103302476765651,0.015437392795883338,-0.031762507784928395,-0.07852796290930153,1,0.0017152658662091813
2018-09-14,11.66,11.75,11.64,11.68,1343360,0.0017152658662091813,0.0,-0.047308319738988636,11.692000000000002,12.0135,12.603666666666667,11.829100785443861,12.0930731997395,-0.26397241429563856,35.721905789669265,0.18648887869819894,1252904.0,0.17761282068836143,0.009417808219178033,-0.027760436175968795,-0.07328555182354346,1,0.03167808219178081
2018-09-17,11.68,12.49,11.64,12.05,2714630,0.03167808219178081,0.021186440677966045,-0.01712887438825439,11.742,12.003,12.560333333333334,11.86308527999096,12.089882592351389,-0.22679731236042855,47.134255674706104,0.2222614573039158,1354041.0,2.318112466732793,0.0705394190871369,0.0039156877447306115,-0.04063055651389291,1,0.004149377593360981
2018-09-18,12.05,12.1,11.82,12.1,1059520,0.004149377593360981,0.029787234042553123,-0.013050570962479635,11.812000000000001,11.995000000000001,12.5155,11.899533698453888,12.090632029954989,-0.19109833150110056,48.46581482528632,0.2229390934834551,1364636.5,-0.5268110394640597,0.02314049586776854,0.00875364735306361,-0.0331988334465263,1,0.01735537190082659
2018-09-19,12.12,12.51,12.12,12.31,2934180,0.01735537190082659,0.06395851339671577,0.004078303425774976,11.959999999999999,11.9975,12.476499999999998,11.962682360230213,12.106881509217583,-0.1441991489873704,53.736407345617735,0.23185344368555844,1466132.0,2.205402009157715,0.03168155970755488,0.02604709314440501,-0.013345088766881563,1,0.051990251827782163
2018-09-20,12.31,12.95,12.31,12.95,5779740,0.051990251827782163,0.11063464837049741,0.05028386050283862,12.218,12.0285,12.451833333333333,12.114577381733257,12.169334730757022,-0.054757349023764945,65.36294393935984,0.29559865030872784,1685776.5,3.496029494171159,0.04942084942084933,0.07660971858502719,0.04000749554951755,1,0.010810810810810922
2018-09-21,12.95,13.16,12.86,13.09,4008110,0.010810810810810922,0.1207191780821919,0.05735056542810968,12.5,12.064,12.433,12.26464239992814,12.237532158108355,0.02711024181978594,67.29894468730006,0.2970032257976953,1834604.0,1.7133195684953746,0.022918258212375912,0.08504641909814326,0.05284323976514127,0,-0.006875477463712754
2018-09-24,13.09,13.16,12.93,13.0,2213810,-0.006875477463712754,0.07883817427385886,0.05605199025182772,12.690000000000001,12.0985,12.414,12.377774338400734,12.294011257507735,0.08376308089299833,64.79177580695992,0.2975040551735154,1904444.0,0.2479085698715235,0.017692307692307726,0.07451336942596187,0.047204768809408826,0,-0.0038461538461539435
2018-09-25,12.95,13.05,12.86,12.95,2261840,-0.0038461538461539435,0.0702479338842974,0.056280587275693295,12.86,12.133000000000001,12.403999999999998,12.465809055569851,12.342603016210866,0.12320603935898511,63.37912840474539,0.29743816026936826,1943509.0,0.25544893165613236,0.01467181467181477,0.06733701475315246,0.04401805869074504,1,0.03243243243243232
2018-09-26,12.95,13.58,12.86,13.37,4516320,0.03243243243243232,0.08610885458976436,0.10131795716639203,13.072,12.1945,12.416666666666666,12.60491535471295,12.418706496491543,0.18620885822140743,69.412056402432,0.31098584791812217,2087788.0,1.7739044664290287,0.05385190725504867,0.09639591619172583,0.07677852348993297,1,0.01720269259536278
2018-09-27,13.51,13.72,13.49,13.6,3663710,0.01720269259536278,0.050193050193050315,0.12396694214876036,13.201999999999998,12.269499999999999,12.435166666666667,12.758005300141727,12.50620971897365,0.25179558116807677,72.12065847602781,0.31222788368325594,2232061.5,1.0406028117179713,0.016911764705882383,0.10843962671665519,0.09367251477664151,0,-0.008088235294117618
2018-09-28,13.65,13.72,13.42,13.49,3943650,-0.008088235294117618,0.030557677616501078,0.1084634346754314,13.282,12.3355,12.443000000000001,12.870619869350692,12.579083073123751,0.29153679622694106,68.97482959937686,0.3162375297360313,2384852.0,1.1228323133502314,0.022238695329874034,0.09359166632888827,0.08414369525034138,0,-0.017049666419570064
2018-10-01,13.49,13.53,13.23,13.26,2816100,-0.017049666419570064,0.020000000000000018,0.08956450287592443,13.333999999999998,12.39,12.442,12.930524504835201,12.629521364003473,0.3010031408317282,62.806082692032334,0.3257116441852387,2439505.0,0.2724308234072394,0.02262443438914019,0.07021791767554464,0.06574505706478062,1,0.015082956259427016
2018-10-02,13.23,13.6,13.23,13.46,3139750,0.015082956259427016,0.039382239382239614,0.11423841059602657,13.436000000000002,12.459,12.446499999999999,13.011982273322094,12.691038300003216,0.3209439733188777,65.68040407003446,0.3245979226695778,2546912.0,0.4401400610659922,0.02748885586924214,0.08034352676779855,0.08142851404009188,1,0.008915304606240682
2018-10-03,13.6,13.65,13.49,13.58,1405830,0.008915304606240682,0.015706806282722585,0.13735343383584597,13.478,12.541,12.459666666666665,13.099369615887925,12.756887314817792,0.3424823010701328,67.31262657674839,0.31827768919951016,2564596.0,-0.8722575214565543,0.011782032400589112,0.08284825771469584,0.08991679820219911,1,0.028718703976436055
2018-10-04,13.65,13.97,13.58,13.97,3273230,0.028718703976436055,0.027205882352941302,0.2179598953792503,13.552000000000001,12.666,12.494,13.233312751905167,12.846747513720178,0.3865652381849891,71.97724451253181,0.2767901409604247,2593553.5,0.5080862989528725,0.02791696492483898,0.10295278698878896,0.11813670561869705,0,-0.012884753042233466
2018-10-05,13.93,14.0,13.76,13.79,3156560,-0.012884753042233466,0.02223869532987388,0.18065068493150682,13.612,12.7715,12.523333333333335,13.318956943919757,12.916618068259424,0.4023388756603321,67.21005019684338,0.28642489001839716,2643671.5,0.382990456278163,0.01740391588107326,0.07974787613044665,0.10114453021027403,0,-0.015228426395939021
2018-10-08,13.46,13.76,13.46,13.58,2101380,-0.015228426395939021,0.02413273001508287,0.1508474576271186,13.675999999999998,12.860499999999998,12.547666666666666,13.359117414085947,12.965757470610578,0.3933599434753692,62.04685126868161,0.29837424260500867,2683854.5,-0.44519485445169465,0.022091310751104487,0.0559465028575874,0.08227293255054069,1,0.013254786450662692
2018-10-09,13.6,13.76,13.49,13.76,2656380,0.013254786450662692,0.022288261515601704,0.171063829787234,13.736,12.961000000000002,12.575,13.420791658072725,13.02459025056535,0.396201407507375,64.55998948280521,0.29591985369753115,2777666.0,-0.09864118196169842,0.019622093023255783,0.06164647789522393,0.09423459244532806,0,-0.0014534883720930258
