date,open,high,low,close,volume,return_1d,return_5d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,rsi_14,volatility_20d,volume_sma_20,volume_z_20,range_pct,close_vs_sma20,close_vs_sma60,target_next_up,next_return
2019-01-10,11.94,12.01,11.91,11.94,1644380,0.0,0.03197925669835766,-0.08785332314744088,11.727999999999998,12.300999999999998,12.377333333333333,11.953293289695715,12.183166145427629,-0.22987285573191407,42.28393081528398,0.24233323967791415,2069307.5,-0.513378828288619,0.008375209380234476,-0.029347207544102027,-0.03533340514919747,1,0.007537688442211143
2019-01-11,11.96,12.17,11.96,12.03,1623150,0.007537688442211143,0.042461005199306845,-0.10022438294689606,11.825999999999999,12.234,12.3535,11.96509432205022,12.171820505025583,-0.2067261829753626,45.28324676832062,0.22724117824557943,1995153.5,-0.46749523400095483,0.017456359102244315,-0.016674840608141284,-0.026186910592139956,0,-0.005818786367414619
2019-01-14,11.98,12.05,11.91,11.96,2002420,-0.005818786367414619,0.030146425495262807,-0.09939759036144569,11.895999999999999,12.168000000000001,12.33,11.96431058019634,12.15613009724591,-0.19181951704957,43.39438896961289,0.22718099171829037,1970149.5,0.04101681678901353,0.011705685618729143,-0.017094017094017144,-0.030008110300080992,1,0.02508361204013365
2019-01-15,11.96,12.26,11.96,12.26,1853220,0.02508361204013365,0.05598621877691645,-0.07541478129713419,12.026,12.117999999999999,12.310666666666666,12.009801260166133,12.163824164116583,-0.15402290395044993,52.532668195299316,0.25113822452916806,1943027.0,-0.11504164729409275,0.02446982055464918,0.011718105297904069,-0.004115672045922225,0,0.0
2019-01-16,12.31,12.38,12.24,12.26,1782580,0.0,0.02680067001675046,-0.03312302839116721,12.09,12.097,12.293,12.048293373986729,12.170948300107948,-0.12265492612121953,52.532668195299316,0.20205735304595254,1865360.0,-0.1167999263808389,0.011419249592169703,0.01347441514425074,-0.0026844545676401044,1,0.005709624796084833
2019-01-17,12.26,12.42,12.21,12.33,1858980,0.005709624796084833,0.03266331658291466,-0.030660377358490587,12.168000000000001,12.0775,12.284166666666666,12.091632854911847,12.18272990750736,-0.09109705259551326,54.519566717730335,0.20305687031096833,1780039.5,0.1348805975091983,0.017031630170316225,0.020906644587042056,0.0037310901567058075,1,0.0040551500405514584
2019-01-18,12.4,12.47,12.26,12.38,1598890,0.0040551500405514584,0.029093931837074205,-0.02672955974842761,12.238,12.060500000000001,12.286166666666666,12.135997031079254,12.197342506951259,-0.06134547587200423,55.93829369078855,0.20395665489676093,1802367.5,-0.35802857709485003,0.016962843295638193,0.026491438995066563,0.007637315680236734,1,0.024232633279482885
2019-01-21,12.45,12.72,12.45,12.68,1951730,0.024232633279482885,0.06020066889632103,0.0055511498810467685,12.382,12.064,12.296166666666666,12.2196897955286,12.233094913843757,-0.013405118315157338,63.32966533436445,0.220885671015584,1845147.5,0.19590492048922817,0.021293375394321874,0.051061007957559745,0.03121569052685791,0,-0.02208201892744477
2019-01-22,12.77,12.77,12.4,12.4,2368670,-0.02208201892744477,0.011419249592169667,-0.0182106096595408,12.41,12.0525,12.303500000000001,12.247429826985739,12.245458253559034,0.0019715734267045093,54.19226791428051,0.2347003205817609,1891738.0,0.8716860482868025,0.029838709677419292,0.028832192491184516,0.007843296622912055,0,-0.00967741935483879
2019-01-23,12.45,12.45,12.28,12.28,2092730,-0.00967741935483879,0.0016313213703098572,-0.013654618473895597,12.414000000000001,12.044,12.31,12.252440622834087,12.24801690144355,0.0044237213905358175,50.80879930604014,0.23177027761978516,1933852.5,0.30134294570954284,0.013843648208469051,0.019594818997010766,-0.002437043054427379,1,0.004071661237785129
2019-01-24,12.35,12.42,12.24,12.33,1537670,0.004071661237785129,0.0,0.009828009828009687,12.414,12.05,12.3165,12.264372834705766,12.254089723558844,0.010283111146922153,52.14935860711181,0.22138259786457828,1890334.0,-0.6756979845880079,0.014598540145985378,0.023236514522821494,0.001096090610157141,0,0.0
2019-01-25,12.47,12.61,12.33,12.33,1710030,0.0,-0.0040387722132472215,0.02493765586034913,12.404,12.065000000000001,12.3145,12.27446932167411,12.25971270699893,0.014756614675180302,52.14935860711181,0.21390752938702648,1877572.5,-0.32027791328803945,0.02270884022708835,0.021964359718193105,0.0012586787932924448,0,-0.017031630170316392
2019-01-28,12.38,12.4,12.05,12.12,1864000,-0.017031630170316392,-0.04416403785488965,0.0058091286307053736,12.292,12.0685,12.315166666666666,12.250704810647322,12.249363617591602,0.0013411930557207796,46.038050382525405,0.22358231166625395,1866073.0,-0.0039817132428885856,0.02887788778877885,0.0042673074532872945,-0.015847667510251573,1,0.011551155115511635
2019-01-29,12.12,12.26,11.98,12.26,2058540,0.011551155115511635,-0.011290322580645218,0.02508361204013365,12.264,12.083499999999999,12.314333333333334,12.252134839778504,12.250151497770002,0.0019833420085024756,50.22581976175735,0.22491210229709185,1876528.0,0.3484315790600368,0.022838499184339264,0.014606695080067844,-0.004412202582356639,1,0.004078303425774976
2019-01-30,12.26,12.35,12.17,12.31,1017170,0.004078303425774976,0.002442996742671122,0.039695945945946054,12.27,12.107000000000001,12.3125,12.261037172120274,12.254584720157409,0.006452451962864814,51.668441836987554,0.22099598611492036,1860935.0,-1.5516271135588748,0.014622258326563746,0.016767159494507355,-0.00020304568527917954,0,-0.004061738424045558
2019-01-31,12.31,12.31,12.17,12.26,2606420,-0.004061738424045558,-0.005677210056772131,0.05963699222126184,12.256,12.141499999999999,12.309,12.260877607178694,12.254985851997601,0.0058917551810928614,50.10453744956374,0.20227118906349753,1900684.5,1.2414434247600445,0.011419249592169703,0.00975991434336776,-0.00398082703712721,1,0.02610114192495927
2019-02-01,12.26,12.58,12.17,12.58,7859690,0.02610114192495927,0.020275750202757514,0.09012131715771243,12.306000000000001,12.1935,12.3105,12.309973359920432,12.279060974071852,0.03091238584858047,58.716891605584685,0.21690577334910058,2145127.5,3.9729207491428786,0.032591414944356134,0.031697215729691974,0.02189188091466643,0,-0.005564387917329161
2019-02-11,12.49,12.63,12.4,12.51,2504660,-0.005564387917329161,0.03217821782178221,0.07751937984496138,12.384,12.2385,12.310833333333335,12.340746689163442,12.296167568585048,0.04457912057839408,56.42260989214599,0.21964102645189623,2198514.0,0.21401287870362753,0.018385291766586764,0.022184091187645416,0.01617816286468554,1,0.0151878497202238
2019-02-12,12.56,12.79,12.47,12.7,4957590,0.0151878497202238,0.03588907014681886,0.09388458225667518,12.472,12.293,12.319333333333333,12.396016429292143,12.326081082023192,0.06993534726895057,60.88961106217033,0.2227227744065936,2404235.0,1.681526227215095,0.025196850393700673,0.03310827300089492,0.03089994047296929,1,0.003937007874015741
2019-02-13,12.7,12.84,12.68,12.75,2519920,0.003937007874015741,0.035743298131600376,0.06783919597989962,12.559999999999999,12.333499999999999,12.329,12.450475440170274,12.357482483354808,0.0929929568154666,61.99371845502207,0.2041549146944738,2370622.0,0.0990357814968116,0.012549019607843149,0.03376981392143352,0.03414713277638093,0,-0.009411764705882342
2019-02-14,12.72,12.77,12.61,12.63,2290940,-0.009411764705882342,0.030179445350734246,0.057788944723618174,12.633999999999999,12.368,12.341,12.478094603221,12.377668966069267,0.10042563715173358,57.77794559494431,0.20889131313358308,2402950.0,-0.07477179036578448,0.01266825019794142,0.021183699870633843,0.02341787537476714,0,-0.0015835312747427555
2019-02-15,12.58,12.79,12.54,12.61,3355310,-0.0015835312747427555,0.0023847376788552754,0.04821280133000827,12.639999999999999,12.397,12.3565,12.498387741187,12.394878672286358,0.10350906890064238,57.0812288253153,0.2087115853960171,2489558.0,0.5769226194919217,0.019825535289452818,0.017181576187787373,0.02051551814834296,1,0.003172085646312439
2019-02-18,12.63,12.75,12.61,12.65,2160450,0.003172085646312439,0.011191047162270262,0.05769230769230771,12.668000000000001,12.4315,12.372666666666667,12.521712704081308,12.413776548413296,0.10793615566801229,58.16770580874362,0.20642106421119727,2497459.5,-0.22492006603406464,0.011067193675889373,0.01757631822386685,0.02241500080823311,1,0.007905138339920903
2019-02-19,12.68,13.05,12.68,12.75,7850600,0.007905138339920903,0.003937007874015741,0.039967373572593834,12.678,12.456,12.387,12.556833826530337,12.43868198927157,0.11815183725876643,60.83687027528502,0.1902996559074176,2797328.5,2.649807125989619,0.029019607843137334,0.023603082851637813,0.029304916444659712,0,0.0
2019-02-20,12.79,12.86,12.7,12.75,2760520,0.0,0.0,0.039967373572593834,12.678,12.480500000000001,12.395166666666665,12.586551699371823,12.46174258265886,0.12480911671296191,60.836870275285015,0.1902996559074176,2846225.5,-0.045295900073817785,0.012549019607843149,0.021593686150394475,0.028626749673932306,0,-0.0023529411764705577
2019-02-21,12.77,12.82,12.63,12.72,2102120,-0.0023529411764705577,0.0071258907363420665,0.031630170316301776,12.696000000000002,12.5,12.403666666666668,12.607082207160774,12.480872761721168,0.12620944543960633,59.51561957016374,0.1903836779639792,2858382.5,-0.40094080880166977,0.014937106918238954,0.01760000000000006,0.025503211415979,1,0.007861635220125729
2019-02-22,12.72,12.95,12.68,12.82,6443060,0.007861635220125729,0.016653449643140528,0.03554119547657497,12.738000000000001,12.522,12.413000000000002,12.639838790674501,12.50599329788997,0.1338454927845305,62.44358488430138,0.19150392370104638,3100591.0,1.6529682178573815,0.021060842433697314,0.0237981153170419,0.032788205913155455,1,0.0015600624024960652
2019-02-25,12.91,12.95,12.82,12.84,3849680,0.0015600624024960652,0.015019762845849716,0.012618296529968376,12.776,12.53,12.422666666666666,12.670632822878424,12.530734535083306,0.13989828779511804,63.01964026940118,0.17224783164965551,3195488.5,0.32549339862266236,0.010124610591900235,0.024740622505985632,0.033594504668884806,0,-0.010903426791277315
2019-02-26,12.82,12.89,12.61,12.7,3078620,-0.010903426791277315,-0.0039215686274510775,0.024193548387096753,12.766,12.544999999999998,12.433,12.675150850127897,12.543272717669728,0.13187813245816926,56.48804348793979,0.15650359229836905,3230986.0,-0.07615547817501163,0.02204724409448828,0.012355520127540931,0.021475106571221758,0,-0.009448818897637712
2019-02-27,12.7,12.72,12.51,12.58,4709200,-0.009448818897637712,-0.013333333333333308,0.02442996742671011,12.732,12.559999999999999,12.442499999999999,12.660512257800528,12.5459932571016,0.11451900069892851,51.55565112665968,0.15629401308298088,3361809.5,0.6710422166476594,0.016693163751987348,0.0015923566878981443,0.011050833835644092,0,-0.025437201907790197
2019-02-28,12.54,12.58,12.21,12.26,4845650,-0.025437201907790197,-0.036163522012578664,-0.005677210056772131,12.639999999999999,12.5565,12.446333333333335,12.598894987369677,12.52480857139037,0.07408641597930732,41.219531051957574,0.1821909010781795,3527208.5,0.6639140167050189,0.03017944535073403,-0.02361326802851116,-0.014970941910602997,1,0.004078303425774976
2019-03-01,12.31,12.42,12.21,12.31,2342280,0.004078303425774976,-0.03978159126365055,-0.0016220600162205612,12.538,12.555499999999999,12.449833333333334,12.55444960469742,12.508896825361454,0.045552779335965354,43.137800602075885,0.1828308423220811,3558821.0,-0.6205956485879296,0.017059301380990988,-0.01955318386364524,-0.011231743396832639,1,0.01462225832656383
2019-03-04,12.35,12.54,12.35,12.49,2834780,0.01462225832656383,-0.027258566978193066,0.030528052805280703,12.468,12.574,12.457166666666666,12.544534280897816,12.507497060519865,0.03703722037795032,49.52408129374304,0.17823118508694255,3607360.0,-0.4007457629769466,0.01521216973578859,-0.006680451725783354,0.002635698326264757,0,-0.007205764611689314
2019-03-05,12.42,12.58,12.35,12.4,3227790,-0.007205764611689314,-0.023622047244094446,0.011419249592169667,12.408,12.581,12.463,12.522298237682767,12.499534315296172,0.02276392238659497,46.69988519028652,0.17672142243134809,3665822.5,-0.23104452755649166,0.018548387096774227,-0.014386773706382527,-0.00505496268956096,0,0.0
2019-03-06,12.4,12.45,12.33,12.4,1004950,0.0,-0.014308426073131986,0.007311129163281915,12.372,12.5855,12.459999999999999,12.50348312419311,12.49216140305201,0.011321721141099417,46.699885190286516,0.1762572832721888,3665211.5,-1.402514951152925,0.009677419354838646,-0.01473918398156604,-0.004815409309791185,0,-0.001612903225806428
2019-03-07,12.45,12.51,12.38,12.38,1428410,-0.001612903225806428,0.00978792822185981,0.00978792822185981,12.396,12.5915,12.452,12.484485720471094,12.483853150974085,0.0006325694970090723,46.02346803157478,0.1756441874391019,3606311.0,-1.1174677410869818,0.010500807754442568,-0.01679704562601747,-0.00578220366206228,0,-0.01938610662358642
2019-03-08,12.28,12.33,12.14,12.14,2892590,-0.01938610662358642,-0.01380991064175463,-0.03497615262321141,12.362,12.5695,12.438500000000001,12.431487917321695,12.458382547198227,-0.026894629876531795,38.7669769137307,0.16150982639440897,3357956.0,-0.27770489162865797,0.015650741350906053,-0.03417001471816694,-0.023998070506893954,1,0.0024711696869850197
2019-03-11,12.26,12.26,12.14,12.17,894870,0.0024711696869850197,-0.02562049639711772,-0.02717825739408475,12.298,12.5525,12.424333333333333,12.39125900696451,12.437020877035396,-0.04576187007088528,40.03961936073604,0.1614977021581443,3277466.5,-1.357097994906867,0.00986031224322097,-0.030472017526389172,-0.02047058192257134,1,0.01889893179950697
2019-03-12,12.31,12.4,12.14,12.4,1884510,0.01889893179950697,0.0,-0.023622047244094446,12.298,12.5375,12.415166666666666,12.392603775123817,12.434278589847588,-0.04167481472377155,48.821706955920924,0.16697549131702766,3123812.5,-0.7142002276122209,0.02096774193548385,-0.010967098703888234,-0.0012216240888159868,1,0.012903225806451646
2019-03-13,12.45,12.75,12.45,12.56,4603520,0.012903225806451646,0.012903225806451646,-0.014901960784313717,12.330000000000002,12.528,12.406666666666668,12.418357040489383,12.443591286895915,-0.025234246406531824,53.88205261012549,0.17349845268233116,3227992.5,0.7817961910714412,0.023885350318471395,0.0025542784163474774,0.012358946802794035,0,-0.005573248407643283
2019-03-14,12.58,12.61,12.47,12.49,1377040,-0.005573248407643283,0.008885298869143687,-0.011084718923198733,12.352,12.520999999999999,12.396666666666668,12.429379034260247,12.44702896934807,-0.017649935087822755,51.48362695105744,0.17146327248934867,3182297.5,-1.004852958848937,0.011208967173738895,-0.0024758405878123613,0.007528905619790249,0,-0.005604483586869491
2019-03-15,12.45,12.58,12.38,12.42,1750100,-0.005604483586869491,0.023064250411861664,-0.015067406819984086,12.408,12.511500000000002,12.380833333333333,12.427936105912517,12.445026823470435,-0.017090717557918467,49.12857246938503,0.17239134517592436,3102037.0,-0.741173770870405,0.016103059581320394,-0.007313271789953335,0.0031634919566534414,1,0.007246376811594235
2019-03-18,12.47,12.61,12.4,12.51,3348820,0.007246376811594235,0.0279375513557929,-0.011067193675889375,12.475999999999999,12.5045,12.368,12.440561320387514,12.449839651361515,-0.009278330974000326,52.15871995751724,0.17420302727027898,3161455.5,0.103455054438164,0.016786570743405203,0.00043984165700350353,0.011481241914618412,0,-0.010391686650679355
2019-03-19,12.51,12.58,12.35,12.38,2078600,-0.010391686650679355,-0.001612903225806428,-0.029019607843137174,12.472,12.486,12.353333333333333,12.43124419417405,12.444666343853255,-0.01342214967920441,47.73570218449953,0.17460232490259533,2872855.5,-0.5485124938382421,0.01857835218093703,-0.008489508249239108,0.0021586616297895045,0,-0.0056542810985460434
2019-03-20,12.38,12.38,12.21,12.31,1701020,-0.0056542810985460434,-0.019904458598726138,-0.03450980392156855,12.422,12.464,12.347166666666665,12.412591241224197,12.434691059123384,-0.022099817899187357,45.498387190966575,0.1751478333519489,2819880.5,-0.7603367248309252,0.013809910641754665,-0.012355584082156645,-0.0030101372784577807,0,-0.018683996750609277
2019-03-21,12.38,12.38,12.08,12.08,2858380,-0.018683996750609277,-0.032826261008807034,-0.05031446540880502,12.34,12.432,12.3365,12.361423357958936,12.408417647336467,-0.04699428937753147,39.02615534443709,0.18526095654273286,2857693.5,0.0004696256083355462,0.024834437086092773,-0.028314028314028294,-0.020791958821383627,0,0.0
2019-03-22,12.1,12.17,12.01,12.08,2631920,0.0,-0.027375201288244777,-0.057722308892355745,12.272,12.395,12.325833333333334,12.318127456734484,12.384090414200433,-0.06596295746594905,39.02615534443709,0.18148509767261894,2667136.5,-0.02950366610020818,0.013245033112582794,-0.025413473174667134,-0.019944560881617224,0,-0.019867549668874163
2019-03-25,11.8,11.98,11.77,11.84,2295560,-0.019867549668874163,-0.0535571542765787,-0.07788161993769471,12.138,12.345,12.312999999999999,12.24456938646764,12.343787420555957,-0.09921803408831664,33.29446322703143,0.1902196138342456,2589430.5,-0.2527301422757475,0.01773648648648656,-0.0409072498987445,-0.038414683667668204,0,-0.0033783783783782884
2019-03-26,11.84,11.98,11.75,11.8,2041810,-0.0033783783783782884,-0.04684975767366717,-0.07086614173228334,12.022,12.3,12.299166666666668,12.17617409624185,12.303506870885146,-0.12733277464329618,32.439332662875884,0.18845288216295256,2537590.0,-0.42631665700503785,0.01949152542372885,-0.04065040650406504,-0.040585405515278894,1,0.009322033898305104
2019-03-27,11.89,11.94,11.77,11.91,1426910,0.009322033898305104,-0.03249390739236391,-0.05325914149443556,11.942,12.2665,12.290166666666666,12.135224235281566,12.274358213782543,-0.1391339785009773,37.214996120432126,0.19246397838947227,2373475.5,-0.8862302169035203,0.014273719563392101,-0.029062894876289103,-0.03093258838366708,0,-0.007556675062972307
2019-03-28,11.87,11.94,11.82,11.82,798820,-0.007556675062972307,-0.021523178807946963,-0.03588907014681886,11.89,12.2445,12.283666666666667,12.086728199084401,12.240702049798651,-0.15397385071424985,35.033011132210945,0.1739790345287107,2171134.0,-1.4413216769932888,0.010152284263959324,-0.034668626730368746,-0.037746601177715666,1,0.0016920473773265332
2019-03-29,11.82,11.94,11.82,11.84,1656270,0.0016920473773265332,-0.019867549668874163,-0.038180341186027644,11.842000000000002,12.221,12.280499999999998,12.048770014609877,12.211020416480233,-0.1622504018703559,35.931985308361504,0.17311946296651076,2136833.5,-0.501647360921896,0.01013513513513507,-0.03117584485721303,-0.0358698750050892,0,-0.0016891891891891442
2019-04-01,11.89,11.89,11.8,11.82,1213000,-0.0016891891891891442,-0.0016891891891891442,-0.053642914331465175,11.838,12.1875,12.276666666666667,12.013574627746818,12.182055941185402,-0.1684813134385834,35.40439556277903,0.1617994611855588,2055744.5,-0.8738536428812816,0.007614213197969531,-0.030153846153846087,-0.03719793646483849,0,-0.0016920473773265332
2019-04-02,11.89,11.96,11.77,11.8,1197560,-0.0016920473773265332,0.0,-0.048387096774193505,11.838000000000001,12.1575,12.274,11.980716992708846,12.153755501097594,-0.173038508388748,34.853279005639735,0.16094603994752296,1954233.0,-0.804024056734904,0.016101694915254344,-0.029405716635821477,-0.038618217370050334,0,-0.0025423728813560587
2019-04-03,11.8,11.84,11.75,11.77,883080,-0.0025423728813560587,-0.011754827875734675,-0.050806451612903314,11.809999999999999,12.126,12.272833333333333,11.948298993830562,12.125329167682958,-0.17703017385239583,33.998369192079394,0.16069018953262956,1948139.5,-1.123543258847179,0.007646559048428195,-0.029358403430644886,-0.04097125086573328,0,0.0
2019-04-04,11.8,11.82,11.71,11.77,1084530,0.0,-0.004230118443316444,-0.04927302100161557,11.8,12.0955,12.276166666666667,11.920868379395092,12.09900848859533,-0.17814010920023904,33.998369192079394,0.16091743392496835,1930945.5,-0.8808567438092217,0.009345794392523317,-0.026910834607911993,-0.04123165483253466,0,-0.001699235344095107
2019-04-05,11.8,11.8,11.75,11.75,790380,-0.001699235344095107,-0.007601351351351315,-0.032125205930807255,11.782,12.076,12.279666666666667,11.89458093641123,12.073156007958639,-0.17857507154740837,33.365588017603216,0.1479917416290044,1825835.0,-1.0728542924385667,0.004255319148936231,-0.026995693938390186,-0.04313363554928207,0,-0.005957446808510625
2019-04-08,11.75,11.75,11.61,11.68,1689220,-0.005957446808510625,-0.011844331641285955,-0.04026294165981925,11.754000000000001,12.0515,12.280833333333334,11.861568484655656,12.044033340702443,-0.18246485604678675,31.178325178084293,0.14794826702343208,1865552.5,-0.1874179263012271,0.011986301369863063,-0.030826038252499743,-0.048924475809187795,1,0.0042808219178083196
2019-04-09,11.75,11.87,11.68,11.73,1526530,0.0042808219178083196,-0.0059322033898305815,-0.05403225806451617,11.74,12.017999999999999,12.282833333333334,11.841327179324017,12.020771611761521,-0.17944443243750463,34.48216060899655,0.12834674474088242,1847653.5,-0.3402191492244641,0.01619778346121053,-0.023964053919121153,-0.045008616361588705,0,-0.010230179028133057
2019-04-10,11.71,11.8,11.57,11.61,1488230,-0.010230179028133057,-0.0135938827527613,-0.0756369426751593,11.708000000000002,11.970500000000001,12.277333333333333,11.805738382504938,11.990344084964372,-0.18460570245943408,30.67599444160821,0.1166835330276514,1691889.0,-0.2963026230193224,0.019810508182601244,-0.03011570109853401,-0.05435490877497828,0,0.0
2019-04-11,11.59,11.66,11.57,11.61,837020,0.0,-0.0135938827527613,-0.07045636509207376,11.675999999999998,11.9265,12.271833333333335,11.775624785196486,11.962170449041086,-0.18654566384459947,30.67599444160821,0.11729831981401026,1664888.0,-1.165078991473568,0.007751937984496112,-0.026537542447490958,-0.053931088807703476,0,-0.007751937984496138
2019-04-12,11.57,11.61,11.5,11.52,1318580,-0.007751937984496138,-0.019574468085106433,-0.07246376811594202,11.629999999999999,11.881499999999999,12.263333333333332,11.736297895166258,11.92941708244545,-0.19311918727919242,27.988748678751406,0.11802553936896368,1643312.0,-0.4545611633738235,0.009548611111111062,-0.030425451331902442,-0.06061429736341384,0,-0.01388888888888895
2019-04-16,11.4,11.45,11.29,11.36,2097030,-0.01388888888888895,-0.0273972602739726,-0.09192645883293371,11.565999999999999,11.824,12.253333333333334,11.678405911294526,11.887238039301343,-0.20883212800681683,23.9688263493628,0.11578400212407598,1580722.5,0.8558118431217722,0.014084507042253534,-0.039242219215155694,-0.07290533188248105,1,0.007922535211267512
2019-04-17,11.45,11.59,11.4,11.45,1022100,0.007922535211267512,-0.023870417732310356,-0.0751211631663975,11.51,11.7775,12.239833333333333,11.643266540326136,11.854850036390133,-0.21158349606399618,30.054403439076395,0.12209858407906818,1527897.5,-0.8378841021334071,0.016593886462882054,-0.02780725960517938,-0.06452974577540549,0,-0.0200873362445414
2019-04-18,11.45,11.47,11.22,11.22,1478350,-0.0200873362445414,-0.03359173126614978,-0.08854589764419174,11.431999999999999,11.723,12.2225,11.578148611045192,11.807824107768642,-0.22967549672345022,24.62905298705404,0.1349681996908737,1516764.0,-0.06377340311381433,0.022281639928698752,-0.04290710568966993,-0.08202086316220081,0,-0.0017825311942960553
2019-04-19,11.34,11.34,11.2,11.2,1116030,-0.0017825311942960553,-0.03531438415159349,-0.07284768211920534,11.349999999999998,11.678999999999998,12.203666666666667,11.519971901653625,11.76280009978578,-0.2428281981321554,24.21962832236801,0.12448729802131676,1429646.5,-0.6051745910126596,0.012500000000000051,-0.041013785426834426,-0.08224304170877617,0,-0.018749999999999933
2019-04-22,11.2,11.24,10.94,10.99,1544290,-0.018749999999999933,-0.04600694444444442,-0.09023178807947019,11.244,11.624500000000001,12.1805,11.438437762937681,11.705555647949796,-0.2671178850121141,20.387320232104315,0.13440227945795952,1375265.0,0.38770995895253413,0.027297543221110165,-0.05458299281689538,-0.09773818808751689,0,-0.006369426751592355
2019-04-23,10.92,11.03,10.9,10.92,1850200,-0.006369426751592355,-0.03873239436619713,-0.07770270270270274,11.156,11.5785,12.151166666666667,11.358678107101115,11.647366340694255,-0.28868823359314,19.291540461240984,0.12215853384099375,1352997.0,1.2554965065222017,0.011904761904761814,-0.05687265189791424,-0.10132086082269198,1,0.03205128205128194
2019-04-24,10.96,11.27,10.96,11.27,1995110,0.03205128205128194,-0.015720524017467263,-0.04491525423728826,11.12,11.552,12.132333333333332,11.34503532139325,11.619413278420607,-0.27437795702735635,37.406813459936906,0.17700463170201028,1350662.0,1.6445800216078674,0.02750665483584727,-0.024411357340720197,-0.07107728658955403,0,-0.008873114463176512
2019-04-25,11.29,11.29,11.17,11.17,681910,-0.008873114463176512,-0.004456327985739805,-0.06213266162888331,11.11,11.514999999999999,12.113833333333334,11.318106810409674,11.586123405945006,-0.2680165955353324,34.9902952546296,0.17298365407211608,1313412.0,-1.5081682601468365,0.010743061772605122,-0.029960920538428026,-0.07791367995267129,0,0.0
2019-04-26,11.13,11.2,11.1,11.17,898530,0.0,-0.002678571428571419,-0.05499153976311344,11.104000000000001,11.4825,12.0945,11.295321147269725,11.55529944994908,-0.2599783026793556,34.9902952546296,0.1725072767878836,1318397.5,-1.0170622572339774,0.008952551477170962,-0.027215327672545198,-0.07643970399768496,0,-0.0125335720680394
2019-05-02,11.15,11.2,11.01,11.03,891770,-0.0125335720680394,0.0036396724294813776,-0.06841216216216217,11.112,11.442,12.072833333333334,11.254502509228228,11.516388379582482,-0.2618858703542539,31.66855958443125,0.17500129872387807,1280172.5,-0.9352808461589568,0.01722574796010875,-0.0360076909631184,-0.08637850822093684,1,0.006346328195829587
2019-05-03,11.03,11.1,10.94,11.1,1727710,0.006346328195829587,0.016483516483516425,-0.06091370558375642,11.148,11.406,12.055833333333334,11.230732892423886,11.485544795909705,-0.2548119034858196,34.99164371088071,0.17838348694035747,1305908.0,0.9885465218210495,0.014414414414414429,-0.026827985270910126,-0.07928388746803072,0,-0.028828828828828867
2019-05-06,10.94,11.06,10.69,10.78,1903780,-0.028828828828828867,-0.04347826086956519,-0.08644067796610178,11.05,11.355,12.031166666666667,11.161389370512518,11.433282218434913,-0.27189284792239476,28.232311158584892,0.20025436655640233,1341219.0,1.2612510837211366,0.03432282003710584,-0.05063848524878922,-0.10399379389640806,0,-0.004638218923933124
2019-05-07,10.96,10.96,10.69,10.73,1294740,-0.004638218923933124,-0.03939122649955229,-0.08836023789294811,10.962,11.303,12.004833333333332,11.095021775049053,11.381187239291586,-0.28616546424253286,27.343522228962215,0.20012984264743816,1361802.0,-0.15484528721474375,0.025163094128611493,-0.05069450588339386,-0.10619333879409665,0,-0.010251630941286227
2019-05-08,10.64,10.64,10.48,10.62,1748140,-0.010251630941286227,-0.04923903312444056,-0.09770603228547159,10.852,11.2455,11.9775,11.021941501964584,11.324802999344062,-0.3028614973794781,25.445625001090846,0.2003539457680449,1394982.5,0.8097351225585149,0.015065913370998132,-0.05562224889955991,-0.113337507827176,0,-0.006591337099811523
2019-05-09,10.59,10.73,10.55,10.55,1330990,-0.006591337099811523,-0.04351767905711679,-0.10212765957446801,10.756,11.185500000000001,11.943666666666667,10.949335117046955,11.267410184577836,-0.3180750675308808,24.290206088160204,0.20002039836563032,1422013.0,-0.22048779536870755,0.017061611374407554,-0.05681462607840515,-0.11668666796907701,1,0.01516587677725112
2019-05-10,10.64,10.71,10.55,10.71,1679270,0.01516587677725112,-0.035135135135135,-0.08304794520547931,10.678,11.136999999999999,11.913666666666666,10.912514329808962,11.226120541275774,-0.3136062114668121,31.901689621528988,0.2127439010971552,1421515.5,0.6248708004236802,0.014939309056956129,-0.03834066624764276,-0.1010324277440473,1,0.0018674136321195078
2019-05-13,10.76,10.78,10.69,10.73,1130890,0.0018674136321195078,-0.004638218923933124,-0.08525149190110826,10.668000000000001,11.087,11.880833333333333,10.884435202146046,11.189370871551644,-0.304935669405598,32.81099581457383,0.2116313565705713,1401733.5,-0.6500393578312235,0.008387698042870442,-0.03219987372598532,-0.09686469804306652,0,-0.008387698042870428
2019-05-14,10.64,10.73,10.57,10.64,1432870,-0.008387698042870428,-0.008387698042870428,-0.0835486649440137,10.65,11.038499999999999,11.845666666666666,10.84682978643127,11.148676732918188,-0.30184694648691845,30.816839896813264,0.21105393115334511,1398965.5,0.0814550146341023,0.015037593984962419,-0.03610091950899108,-0.10178124208571337,1,0.041353383458646586
2019-05-15,10.69,11.13,10.64,11.08,3260220,0.041353383458646586,0.043314500941619594,-0.04565030146425486,10.742,11.012,11.819833333333333,10.882702126980305,11.143589567516841,-0.26088744053653556,47.588063721301694,0.266033837393838,1520125.5,3.0593500489609804,0.04422382671480146,0.006175081729022924,-0.0625925351457296,0,-0.008122743682310474
