article_key,symbol,provider,source_name,source_url,title,content_excerpt,published_at,available_at,fetched_at,availability_basis,entity_match_method,entity_confidence,event_type,sentiment_score,sentiment_label,analysis_method
9f028c219da134216cacb9d7f1aa79ce1d7e4ab4d3fdae5a2659881e9d10b46a,STB,vnstock:VCI,vnstock:VCI,,STB: Bổ sung tài liệu họp ĐHĐCĐ thường niên năm tài chính 2025,,2026-04-21 10:43:11+00:00,2026-04-21 10:43:11+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
1bf6b1bb10b0ce2d9467c021d3670cf05d45ac946d5a02c89a74c9c98b528bba,STB,vnstock:VCI,vnstock:VCI,,"Sacombank (STB): Ông Nguyễn Đức Thụy trúng cử thành viên HĐQT, rút tờ trình gia hạn tái cơ cấu đến 2030",,2026-04-22 00:18:00+00:00,2026-04-22 00:18:00+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
29f7764209e8dcc50146cbbb5235e8f0e8122a59b6012159173fd20d875f2277,STB,vnstock:VCI,vnstock:VCI,,Ông Nguyễn Đức Thụy được bầu làm Phó chủ tịch thường trực HĐQT Sacombank (STB),,2026-04-22 14:10:00+00:00,2026-04-22 14:10:00+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
39da6f61d24c6897e318b23472c347448e1624fde2aef2d81d563ea4289b709e,STB,vnstock:VCI,vnstock:VCI,,STB: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm tài chính 2025,,2026-04-23 09:59:28+00:00,2026-04-23 09:59:28+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
e55ee5a7526e98a8b11c6baf4d16eba5c8af1819dc95e96af89afdfe1ad2dae9,STB,vnstock:VCI,vnstock:VCI,,STB: Thông báo thay đổi nhân sự,,2026-04-23 10:17:55+00:00,2026-04-23 10:17:55+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
e27415aad9103bed7c65e8de824066e7b4bc4280b0d5728e797a2f937f87285e,STB,vnstock:VCI,vnstock:VCI,,STB: Thông báo thay đổi nhân sự,,2026-04-24 02:35:07+00:00,2026-04-24 02:35:07+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
3105fbbbefdaa84eccfe1cac13b2d05c9b00ffffa70790af5a4f7fdfb8b9b226,STB,vnstock:VCI,vnstock:VCI,,STB: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm tài chính 2025,,2026-04-24 09:37:47+00:00,2026-04-24 09:37:47+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
c25712815986396e45f307dcc387aa7de6f5a4f04373054c670628c3d09bfcf0,STB,vnstock:VCI,vnstock:VCI,,STB: Đính chính thông tin ngày có hiệu lực thay đổi nhân sự cấp cao,,2026-04-24 11:06:37+00:00,2026-04-24 11:06:37+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
cb1b1d858fdc96d3d3441c3af69bce80fd691b7ab029e4b28cf9d4ce75c5e08e,STB,vnstock:VCI,vnstock:VCI,,STB: CBTT về việc sửa đổi nội dung Giấy phép thành lập và hoạt động,,2026-04-28 02:46:12+00:00,2026-04-28 02:46:12+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
f62191eb369c87fbf7123880a97f0603a0b850f898217b29c19e5e4e61510ceb,STB,vnstock:VCI,vnstock:VCI,,STB: Giải trình BCTC HN và Riêng quý 1/2026 so với cùng kỳ năm trước,,2026-04-29 08:49:57+00:00,2026-04-29 08:49:57+00:00,2026-08-12 15:34:26.044799+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
