date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close,is_model_anchor
2026-08-17,20.30867830440402,20.40112022795365,20.493562151503284,20.59919927903102,20.70483640655875,0.49206349206349204,20.5,False
2026-08-18,20.11735660880804,20.302240455907302,20.487124303006567,20.698398558062035,20.909672813117503,0.48412698412698413,20.5,False
2026-08-19,19.92603491321206,20.203360683860957,20.48068645450985,20.797597837093054,21.114509219676258,0.47619047619047616,20.5,False
2026-08-20,19.734713217616083,20.10448091181461,20.474248606013134,20.89679711612407,21.31934562623501,0.46825396825396826,20.5,False
2026-08-21,19.5433915220201,20.00560113976826,20.467810757516418,20.99599639515509,21.52418203279376,0.4603174603174603,20.5,True
2026-08-24,19.457968735694884,19.9627965534688,20.46762437124271,21.054437680041886,21.64125098884106,0.4714285714285714,20.5,False
2026-08-25,19.37254594936967,19.919991967169338,20.467437984969003,21.112878964928676,21.758319944888353,0.48253968253968255,20.5,False
2026-08-26,19.287123163044452,19.87718738086987,20.46725159869529,21.171320249815473,21.87538890093565,0.4936507936507937,20.5,False
2026-08-27,19.201700376719238,19.83438279457041,20.467065212421584,21.229761534702263,21.992457856982945,0.5047619047619047,20.5,False
2026-08-28,19.11627759039402,19.79157820827095,20.466878826147877,21.28820281958906,22.109526813030243,0.5158730158730159,20.5,True
2026-09-03,19.020809771493077,19.74617677257338,20.471543773653686,21.340584106193276,22.209624438732863,0.5134920634920636,20.5,False
2026-09-04,18.925341952592134,19.700775336875815,20.47620872115949,21.392965392797485,22.309722064435483,0.5111111111111112,20.5,False
2026-09-07,18.82987413369119,19.655373901178244,20.4808736686653,21.445346679401702,22.4098196901381,0.5087301587301588,20.5,False
2026-09-08,18.73440631479025,19.609972465480677,20.485538616171105,21.49772796600591,22.50991731584072,0.5063492063492063,20.5,False
2026-09-09,18.638938495889306,19.56457102978311,20.490203563676914,21.550109252610127,22.61001494154334,0.503968253968254,20.5,False
2026-09-10,18.543470676988363,19.519169594085543,20.494868511182723,21.602490539214344,22.71011256724596,0.5015873015873016,20.5,False
2026-09-11,18.44800285808742,19.473768158387976,20.49953345868853,21.654871825818553,22.81021019294858,0.4992063492063492,20.5,False
2026-09-14,18.352535039186478,19.428366722690406,20.504198406194337,21.70725311242277,22.910307818651198,0.49682539682539684,20.5,False
2026-09-15,18.257067220285535,19.38296528699284,20.508863353700143,21.75963439902698,23.010405444353818,0.4944444444444444,20.5,False
2026-09-16,18.161599401384592,19.337563851295272,20.51352830120595,21.812015685631195,23.11050307005644,0.49206349206349204,20.5,True
