entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2024-05-24,2024-05-30,17.42,17.28,5700,4,-798000.0,-1292076.0,-0.012986655850182528,fixed_horizon_exit
2024-05-31,2024-06-06,17.53,18.2,5600,4,3752000.0,3249904.0,0.0330394544624385,fixed_horizon_exit
2024-06-07,2024-06-13,18.27,18.2,5500,4,-385000.0,-886270.0,-0.008802318734179151,fixed_horizon_exit
2024-06-14,2024-06-20,18.2,17.99,5500,4,-1155000.0,-1652035.0,-0.016470904345155843,fixed_horizon_exit
2024-06-21,2024-06-27,17.7,16.68,5600,4,-5712000.0,-6190464.0,-0.06232957813187185,fixed_horizon_exit
2024-07-01,2024-07-05,17.0,17.88,5400,4,4752000.0,4278744.0,0.0465163790066925,fixed_horizon_exit
2024-07-08,2024-07-12,18.06,18.2,5300,4,742000.0,261184.0,0.002723235699144347,fixed_horizon_exit
2024-07-15,2024-07-19,18.09,16.68,5300,4,-7473000.0,-7929966.0,-0.08254469502123447,fixed_horizon_exit
2024-07-22,2024-07-26,16.68,16.71,5300,4,159000.0,-283497.0,-0.003200433665044013,fixed_horizon_exit
2024-07-29,2024-08-02,16.96,14.38,5200,4,-13416000.0,-13816712.0,-0.15635356645200166,fixed_horizon_exit
2024-08-19,2024-08-23,14.98,15.51,5000,4,2650000.0,2267550.0,0.030213937945204383,fixed_horizon_exit
2024-08-26,2024-08-30,15.58,15.12,4900,4,-2254000.0,-2628948.0,-0.034367721553042824,fixed_horizon_exit
2024-09-04,2024-09-10,15.23,15.16,4900,4,-343000.0,-715106.0,-0.009563276598477373,fixed_horizon_exit
2024-09-11,2024-09-17,15.23,15.01,4800,4,-1056000.0,-1418352.0,-0.01936311225218637,fixed_horizon_exit
2024-09-18,2024-09-24,15.16,15.37,4800,4,1008000.0,641136.0,0.008793099816198737,fixed_horizon_exit
2024-09-25,2024-10-01,15.44,15.65,4700,4,987000.0,621199.0,0.008543146866887986,fixed_horizon_exit
2024-10-02,2024-10-08,15.83,15.62,4600,4,-966000.0,-1327192.0,-0.018189773327634055,fixed_horizon_exit
2024-10-09,2024-10-15,15.76,14.91,4600,4,-3910000.0,-4260750.0,-0.058654898325177056,fixed_horizon_exit
2024-10-16,2024-10-22,14.98,14.48,4500,4,-2250000.0,-2580300.0,-0.03820130100280081,fixed_horizon_exit
2024-10-23,2024-10-29,14.55,14.62,4500,4,315000.0,-13320.0,-0.00020303036538606636,fixed_horizon_exit
2024-10-30,2024-11-05,14.62,15.12,4500,4,2250000.0,1914300.0,0.02903904912473275,fixed_horizon_exit
2024-11-06,2024-11-12,15.26,14.69,4400,4,-2508000.0,-2836196.0,-0.04215618566275051,fixed_horizon_exit
2024-11-13,2024-11-19,14.77,13.53,4400,4,-5456000.0,-5764572.0,-0.08852504875151525,fixed_horizon_exit
