symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
KDC,KDC,51400.0,14204148420000.0,276345300.0,,,,Công ty Cổ phần Tập đoàn KIDO,Tập đoàn KIDO,CT,VNINDEX,Food & Beverage,5336437873.913043,107442.0,53811.0,38700.0,0.13570904,0.5,0.0,,,,,,"Công ty Cổ phần Tập đoàn KIDO (KDC) có tiền thân là Công ty TNHH Xây dựng và Chế biến thực phẩm Kinh Đô được thành lập vào năm 1993. Công ty hoạt động chính trong lĩnh vực sản xuất, chế biến và kinh doanh phân phối các mặt hàng thực phẩm tiêu dùng như dầu ăn, kem, nước giải khát. KDC chính thức hoạt động theo mô hình công ty cổ phần từ năm 2002. KDC hiện đang sở hữu Nhà máy sản xuất các loại bánh từ bột với quy mô 19.044 tấn sản phẩm/ năm; 01 nhà máy sản xuất bánh bao với diện tích 22.716 m2; 04 nhà máy dầu ăn ở Nghệ An, Bà Rịa- Vũng Tàu, Nhà Bè,... Công ty đã phát triển một mạng lưới phân phối bán lẻ rộng khắp cả nước với 15 kho trung chuyển, 405 nhà phân phối, đại lý, 450.000 điểm bán lẻ ngành hàng khô, 120.000 điểm bán lẻ ngành hàng lạnh, hơn 4.600 điểm bán tại siêu thị, cửa hàng tiện lợi, hơn 10.000 điểm bán ngành hấp và hơn 300 cửa hàng miniBAO. KDC được niêm yết trên Sở Giao dịch Chứng khoán Thành phồ Hồ Chí Minh (HOSE) từ năm 2015.",False,3500,3577,124355385,0.45,2005-12-12T00:00:00,,,False,True,False
