horizon,date,symbols,positions,gross_return,turnover,selection_turnover,cost_turnover,cost,net_return,market_return,net_excess_return,market_regime
20,2025-03-12,"MBB,VHM,MWG",3,-0.07149696746490974,0.5,0.5,1.0,0.005,-0.07649696746490975,-0.12527140140454918,0.04877443393963943,bull
20,2025-04-10,"SSI,HCM,MWG",3,0.09396220120256404,0.6666666666666666,0.6666666666666666,1.0,0.005,0.08896220120256404,0.09071053918675065,-0.0017483379841866098,bear
20,2025-05-13,"VIC,FPT,HCM",3,0.03138179477097843,0.6666666666666666,0.6666666666666666,1.0,0.005,0.02638179477097843,0.01615841889909686,0.01022337587188157,bull
20,2025-06-10,"VIC,HPG,VHM",3,0.07802735667388434,0.6666666666666666,0.6666666666666666,1.0,0.005,0.07302735667388434,0.07063922485193674,0.002388131821947595,sideways
20,2025-07-08,"VHM,HPG,SSI",3,0.1821819667223208,0.3333333333333333,0.3333333333333333,1.0,0.005,0.17718196672232078,0.08868357351947775,0.08849839320284303,bull
20,2025-08-05,"VIC,VHM,VNM",3,0.05089716487253019,0.6666666666666666,0.6666666666666666,1.0,0.005,0.04589716487253019,0.08837003387742537,-0.04247286900489518,bull
20,2025-09-04,"SSI,MBB,MWG",3,-0.05458318616031499,1.0,1.0,1.0,0.005,-0.05958318616031499,-0.030742524030425877,-0.02884066212988911,bull
20,2025-10-02,"VIC,MBB,TCB",3,0.0031918193830775174,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.0018081806169224827,0.011008907647496846,-0.01281708826441933,sideways
20,2025-10-30,"VIC,FPT,VHM",3,0.06165532435730755,0.6666666666666666,0.6666666666666666,1.0,0.005,0.05665532435730755,0.008810440761614968,0.04784488359569258,sideways
20,2025-11-27,"VIC,VNM,GAS",3,0.11904495681906557,0.6666666666666666,0.6666666666666666,1.0,0.005,0.11404495681906557,0.035087927686085374,0.0789570291329802,sideways
20,2025-12-25,"GAS,VHM,VIC",3,0.25622498621413664,0.3333333333333333,0.3333333333333333,1.0,0.005,0.25122498621413664,0.08047984341211567,0.17074514280202097,bull
20,2026-01-26,"VHM,VNM,VCB",3,-0.08951148384870611,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.09451148384870611,0.001171404709480628,-0.09568288855818674,bull
20,2026-03-02,"VIC,VHM,HPG",3,-0.0719131073410959,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.07691310734109591,-0.10340401665336407,0.026490909312268163,sideways
20,2026-03-30,"VIC,GAS,FPT",3,0.2086845873814768,0.6666666666666666,0.6666666666666666,1.0,0.005,0.2036845873814768,0.12354678150661558,0.08013780587486122,bear
20,2026-04-28,"HCM,VIC,VHM",3,-0.00942850687489146,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.014428506874891459,-0.008137480308255562,-0.006291026566635896,bull
20,2026-05-28,"VHM,GAS,VIC",3,0.00043187162783220323,0.3333333333333333,0.3333333333333333,1.0,0.005,-0.004568128372167797,-0.0007240857746645402,-0.0038440425975032567,sideways
20,2026-06-25,"VIC,TCB,HCM",3,-0.013031574852974903,0.6666666666666666,0.6666666666666666,1.0,0.005,-0.018031574852974904,-0.08499709245977893,0.06696551760680403,sideways
