article_key,symbol,provider,source_name,source_url,title,content_excerpt,published_at,available_at,fetched_at,availability_basis,entity_match_method,entity_confidence,event_type,sentiment_score,sentiment_label,analysis_method
623d0cf8f706ffe4744e4bc66a6aee85438c90065a023d6bee4534b14675069c,VGC,vnstock:VCI,vnstock:VCI,,VGC: CBTT góp vốn vào CTCP Đầu tư VIHOCE Tiên Dương,,2025-08-22 09:51:41+00:00,2025-08-22 09:51:41+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
09619addf37313e81afed174d66084528d78a6f037617b0e83bdd872ff9ba78a,VGC,vnstock:VCI,vnstock:VCI,,VGC: HĐQT phê duyệt phương án đổi mới hoạt động của mảng BĐS,,2025-08-22 11:58:33+00:00,2025-08-22 11:58:33+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
1ddc17dc1988272a9856543ecea9aa23a2e9e847fb5a8c981002861880ac0efa,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc phê duyệt Phương án đổi mới hoạt động của mảng Gạch ốp lát,,2025-08-28 02:12:15+00:00,2025-08-28 02:12:15+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
49731c3a3dac711a22cd7ad694f3bce2c96b6af441cc569b82487f6aeeb553fd,VGC,vnstock:VCI,vnstock:VCI,,VGC: CBTT phê duyệt phương án đổi mới hoạt động của mảng Sứ vệ sinh,,2025-09-17 10:16:31+00:00,2025-09-17 10:16:31+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
7bf80acedb031dab4d963577af02112c1af8e2713fcf8f2fde76c1deddfae1ee,VGC,vnstock:VCI,vnstock:VCI,,VGC: Quyết định của HĐQT về việc thôi giữ chức vụ Phó TGĐ,,2025-10-01 10:23:06+00:00,2025-10-01 10:23:06+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
73cfa75086a86b74a3040b6292d12a285ab1f6a5f9a606963e542175e8551e2e,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc phê duyệt Phương án đổi mới hoạt động của mảng Kính,,2025-10-02 10:23:17+00:00,2025-10-02 10:23:17+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
d2bda92be3543046e55a0d32af3be041008f42775fd086e4a06bda9ed8385ef0,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc phê duyệt Phương án đổi mới hoạt động của mảng Văn phòng TCT,,2025-10-02 10:24:01+00:00,2025-10-02 10:24:01+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
9352b32ae07ed61f9d8177fa816e09fb3de441fc743b272b3d85a6780a750e7b,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc phê duyệt thành lập Công ty TNHH MTV Thiết bị vệ sinh Viglacera,,2025-10-06 10:51:36+00:00,2025-10-06 10:51:36+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
a8cfa638e3f34d102476f3e2b1b54efec2cc79f6d0108f1f12725c7ba77336be,VGC,vnstock:VCI,vnstock:VCI,,VGC: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 11,,2025-10-24 10:00:11+00:00,2025-10-24 10:00:11+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
b0829a53af8a4eb7e6e26072d1bb1be260a0dc6dbd541ae515e7ef6632226350,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc thực hiện chi trả cổ tức năm 2024 bằng tiền,,2025-10-29 03:42:01+00:00,2025-10-29 03:42:01+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
be66c09bb8025499563ead38e5d20d56c79358e27a5860dcb498f8b40004ee8c,VGC,vnstock:VCI,vnstock:VCI,,"Viglacera (VGC): Lợi nhuận 9 tháng đạt hơn 1.320 tỷ đồng, chốt quyền chia cổ tức 22% bằng tiền",,2025-10-31 09:51:00+00:00,2025-10-31 09:51:00+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,earnings,1.0,positive,keyword_heuristic_v1
1412d127518c4305a43b9625f61402b2b847b09912b93182e87b813ddfe41571,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo thay đổi nhân sự,,2025-10-31 10:09:17+00:00,2025-10-31 10:09:17+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
13cd1b214b03037e6e2ec9c8e27d0289417dfecba7d42d887f731d5327cc0301,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo về ngày đăng ký cuối cùng chi trả cổ tức năm 2024 bằng tiền,,2025-11-04 10:49:02+00:00,2025-11-04 10:49:02+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,corporate_action,1.0,positive,keyword_heuristic_v1
d24610be5c8eb781c83c018842bfdd8b79b4969293fd65403aad8c167c858d5d,VGC,vnstock:VCI,vnstock:VCI,,VGC: CBTT phê duyệt phương án đổi mới hoạt động của mảng Gạch ngói,,2025-11-10 10:18:23+00:00,2025-11-10 10:18:23+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
44c1ff11ee5ebd457849cda15c0047e60fc92e055f0d84b61c7abc29240243fe,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc chấm dứt hoạt động 03 địa điểm kinh doanh,,2025-11-11 10:33:20+00:00,2025-11-11 10:33:20+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
78e1b87785c54f2f403b262664f8e6cfd5afbcf1cc998d28b45e811b8377dc49,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc chấm dứt hoạt động 04 Chi nhánh,,2025-12-01 03:41:48+00:00,2025-12-01 03:41:48+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
e0e3773d53c2409c83678dac60cd1680fc263f3e347cb89cfee9d4db993dc813,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo nhận được Quyết định của Chi cục thuế doanh nghiệp lớn về việc xử phạt vi phạm hành chính về thuế,,2025-12-01 03:43:12+00:00,2025-12-01 03:43:12+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,legal,-1.0,negative,keyword_heuristic_v1
952e3f885835d5f7a0eb837a4fba311ca1d0003068b427f907accae4090deca7,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo nhận được đơn xin từ nhiệm của Phó TGĐ,,2025-12-02 11:04:20+00:00,2025-12-02 11:04:20+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
fbd4cae71431bf86671395cfc76ee624b60ad0ed3b20c8cc069358f630393e8b,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo thay đổi nhân sự - Miễn nhiệm Phó Tổng Giám đốc,,2025-12-12 09:08:41+00:00,2025-12-12 09:08:41+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
3af95cc45f1b8b244fc8c8cefbfad70bf114a09d25adb7a561ebc9daf8f061ef,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT số 362 ngày 22/12/2025,,2025-12-23 02:12:43+00:00,2025-12-23 02:12:43+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
c37f2dd738838e300bcb36e5a43882e5f372c6353394e62e39d53842ff235f5c,VGC,vnstock:VCI,vnstock:VCI,,VGC: CBTT chuyển tiền vốn góp cho công ty con,,2025-12-29 09:29:19+00:00,2025-12-29 09:29:19+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
a1216067d28baaf05b6309611a1e1698c70dac5514c591807e3328b54e9ec9f0,VGC,vnstock:VCI,vnstock:VCI,,VGC: CBTT hoàn thành chuyển cổ phần của các công ty con,,2025-12-29 10:40:40+00:00,2025-12-29 10:40:40+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
be77f2662d6d7b14837b216408137c29ae1b47ec39f2409b635ddc3ec28e1bac,VGC,vnstock:VCI,vnstock:VCI,,VGC: Quyết định của HĐQT phê duyệt tạm thời kế hoạch sản xuất kinh doanh năm 2026,,2025-12-31 07:17:01+00:00,2025-12-31 07:17:01+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
36885eb8fc3dd1794abcf40db0acef9c2692a67d6070e6cde934529a57f52395,VGC,vnstock:VCI,vnstock:VCI,,VGC: Đính chính chỉ tiêu doanh thu của kế hoạch SXKD và ĐTPT năm 2026,,2026-01-05 01:53:10+00:00,2026-01-05 01:53:10+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,earnings,0.0,neutral,keyword_heuristic_v1
64dbc2c42e6d94ead29aac7dfe5bd534041757680b3b701e3110557dec508fa8,VGC,vnstock:VCI,vnstock:VCI,,VGC: Báo cáo tình hình quản trị công ty năm 2025,,2026-01-30 12:51:37+00:00,2026-01-30 12:51:37+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
73eae500336728266b85d4ee6e1e7d28bf9abd1944a0ee5765d24f56f2da9d14,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT phê duyệt ngày đăng ký cuối cùng để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2026,,2026-03-06 10:44:52+00:00,2026-03-06 10:44:52+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
076fcfcf4b03f7a19a09453ece15201322120ea98f6428ca064f644097d392e9,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo về ngày đăng ký cuối cùng tổ chức ĐHĐCĐ thường niên năm 2026,,2026-03-13 11:01:40+00:00,2026-03-13 11:01:40+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
5b231362f65292d749298356482845f0282422fadda7ab507066d34dc92832e2,VGC,vnstock:VCI,vnstock:VCI,,VGC: Nghị quyết HĐQT về việc chấm dứt hoạt động Viện Nghiên cứu phát triển Viglacera,,2026-03-17 10:18:39+00:00,2026-03-17 10:18:39+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
39c66215064604d2cb08363473960d4825456ece661221a11c54153d054c6ba7,VGC,vnstock:VCI,vnstock:VCI,,VGC: Báo cáo thường niên năm 2025,,2026-03-27 11:19:26+00:00,2026-03-27 11:19:26+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
f49b100d9328b27cc5f099dd1f7685e358ec05eb624f2114a89f631de64b9cbc,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo về việc tổ chức ĐHĐCĐ thường niên năm 2026 và đường dẫn tài liệu,,2026-04-03 10:56:35+00:00,2026-04-03 10:56:35+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
381955a254ba77907e703b39e425b0f2d1c3a6bacba26672476226e71d5f35df,VGC,vnstock:VCI,vnstock:VCI,,VGC: Thông báo nhận được Đơn từ nhiệm thành viên HĐQT độc lập,,2026-04-03 10:57:00+00:00,2026-04-03 10:57:00+00:00,2026-08-13 18:56:14.772067+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
