entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-08-25,2023-08-31,65.07,68.44,1500,4,5055000.000000015,4551810.000000015,0.04654192460322954,fixed_horizon_exit
2023-09-05,2023-09-11,68.6,67.7,1500,4,-1350000.0,-1860450.0,-0.01804408675360649,fixed_horizon_exit
2023-09-12,2023-09-18,68.11,67.7,1500,4,-615000.0,-1123980.0,-0.010979655723056895,fixed_horizon_exit
2023-10-12,2023-10-18,65.73,61.79,1500,4,-5910000.0,-6385245.0,-0.06463309498453268,fixed_horizon_exit
2023-11-08,2023-11-14,65.56,65.65,1400,4,126000.0,-333298.0,-0.003624081915485685,fixed_horizon_exit
2023-11-15,2023-11-21,65.15,72.29,1400,4,9995999.999999985,9509961.999999985,0.10405635390768714,fixed_horizon_exit
2023-11-22,2023-11-28,72.29,74.43,1400,4,2996000.0,2480982.0,0.024465248504236512,fixed_horizon_exit
2023-11-29,2023-12-05,73.85,72.78,1400,4,-1498000.0,-2010456.0,-0.019406549122472725,fixed_horizon_exit
2023-12-06,2023-12-12,72.78,73.36,1400,4,812000.0,300104.0,0.0029394357753303505,fixed_horizon_exit
2023-12-13,2023-12-19,73.52,71.31,1400,4,-3094000.0,-3599358.0,-0.03489986838075753,fixed_horizon_exit
2023-12-20,2023-12-26,71.06,74.51,1400,4,4830000.0,4318090.0,0.04331823265936464,fixed_horizon_exit
2023-12-27,2024-01-03,74.67,74.67,1400,4,0.0,-522690.0,-0.00499001996007984,fixed_horizon_exit
2024-01-04,2024-01-10,75.0,75.9,1400,4,1260000.0,731220.0,0.006950099800399201,fixed_horizon_exit
2024-01-11,2024-01-17,75.82,75.79,1300,4,-39000.0,-531713.0,-0.005383719503751663,fixed_horizon_exit
2024-01-18,2024-01-24,75.79,76.8,1300,4,1313000.0,816426.0,0.00826977790032812,fixed_horizon_exit
2024-01-25,2024-01-31,77.14,79.23,1300,4,2717000.0,2207439.0,0.021968378513908145,fixed_horizon_exit
2024-02-01,2024-02-07,79.23,80.24,1300,4,1313000.0,794066.0,0.007694065359121464,fixed_horizon_exit
2024-02-15,2024-02-21,79.99,83.26,1300,4,4251000.0,3718312.0,0.035686097488733,fixed_horizon_exit
2024-02-22,2024-02-28,83.84,88.03,1300,4,5447000.0,4885699.0,0.04473674311681979,fixed_horizon_exit
2024-02-29,2024-03-06,88.87,89.12,1300,4,325000.0,-253630.0,-0.0021909595908891116,fixed_horizon_exit
2024-03-07,2024-03-13,89.21,98.51,1300,4,12090000.0,11473865.0,0.0987381810753563,fixed_horizon_exit
2024-03-14,2024-03-20,98.51,106.82,1300,4,10803000.0,10130276.0,0.07894595541431602,fixed_horizon_exit
2024-03-21,2024-03-27,106.82,119.22,1300,4,16120000.0,15377310.0,0.11051385340160345,fixed_horizon_exit
2024-03-28,2024-04-03,119.06,111.93,1200,4,-8556000.0,-9244692.0,-0.06457696064279973,fixed_horizon_exit
2024-04-04,2024-04-10,110.67,103.04,1300,4,-9919000.0,-10608598.0,-0.07358969600331279,fixed_horizon_exit
2024-04-11,2024-04-17,102.71,94.07,1300,4,-11232000.0,-11865919.0,-0.08869059660836054,fixed_horizon_exit
2024-04-19,2024-04-25,96.42,103.96,1200,4,9048000.0,8442336.0,0.07281930641931238,fixed_horizon_exit
2024-04-26,2024-05-07,104.38,108.58,1200,4,5040000.0,4398600.0,0.03504678705436416,fixed_horizon_exit
2024-05-08,2024-05-14,108.83,113.44,1200,4,5532000.0,4862424.0,0.037158248054107716,fixed_horizon_exit
2024-05-15,2024-05-21,117.46,108.24,1100,4,-10142000.0,-10757604.0,-0.08309313605039198,fixed_horizon_exit
2024-05-22,2024-05-28,108.49,109.41,1100,4,1012000.0,412269.0,0.003447708693590789,fixed_horizon_exit
2024-05-29,2024-06-04,108.16,111.51,1200,4,4020000.0,3358980.0,0.02582805911844949,fixed_horizon_exit
2024-06-05,2024-06-11,111.51,111.68,1100,4,187000.0,-426866.0,-0.0034731004317255544,fixed_horizon_exit
2024-08-19,2024-08-23,108.74,106.4,1200,4,-2808000.0,-3452016.0,-0.026401858780140657,fixed_horizon_exit
2024-08-26,2024-08-30,106.14,106.65,1200,4,612000.0,-26676.0,-0.00020902231715201592,fixed_horizon_exit
2024-09-04,2024-09-10,106.65,103.13,1200,4,-4224000.0,-4851228.0,-0.037830480623375844,fixed_horizon_exit
2024-09-18,2024-09-24,114.03,111.09,1000,4,-2940000.0,-3501330.0,-0.030644052594626586,fixed_horizon_exit
2024-09-25,2024-10-01,111.09,108.56,1000,4,-2530000.0,-3077860.0,-0.027650702735316116,fixed_horizon_exit
2024-11-14,2024-11-20,111.47,102.4,1000,4,-9070000.0,-9600140.0,-0.08595118008353975,fixed_horizon_exit
2024-12-05,2024-12-11,106.85,104.62,1000,4,-2230000.0,-2757560.0,-0.02575625538814743,fixed_horizon_exit
2024-12-12,2024-12-18,104.28,104.62,1000,4,340000.0,-182420.0,-0.0017458370562289307,fixed_horizon_exit
2024-12-19,2024-12-25,104.79,107.02,1000,4,2230000.0,1699360.0,0.016184445690163713,fixed_horizon_exit
2024-12-26,2025-01-02,106.16,110.87,1000,4,4710000.0,4165070.0,0.03915558107597916,fixed_horizon_exit
2025-01-03,2025-01-09,111.3,106.59,1000,4,-4710000.0,-5252370.0,-0.047096911298696406,fixed_horizon_exit
2025-01-10,2025-01-16,105.39,110.44,1000,4,5050000.0,4507900.0,0.042688131659633574,fixed_horizon_exit
2025-01-17,2025-01-23,110.61,112.67,1000,4,2060000.0,1500770.0,0.013541040150961074,fixed_horizon_exit
2025-01-24,2025-02-06,111.38,107.87,1000,4,-3510000.0,-4056370.0,-0.036346502541693415,fixed_horizon_exit
2025-02-07,2025-02-13,106.16,102.31,1000,4,-3850000.0,-4369250.0,-0.04107506539295185,fixed_horizon_exit
2025-02-14,2025-02-20,102.48,103.17,1000,4,690000.0,175530.0,0.0017094032076362497,fixed_horizon_exit
2025-02-21,2025-02-27,102.65,103.08,1000,4,430000.0,-84540.0,-0.0008219313929374568,fixed_horizon_exit
2025-02-28,2025-03-06,103.08,102.99,1000,4,-90000.0,-605130.0,-0.005858771397832972,fixed_horizon_exit
2025-03-07,2025-03-13,103.17,95.97,1000,4,-7200000.0,-7694250.0,-0.07442950679043193,fixed_horizon_exit
2025-03-14,2025-03-20,95.03,90.75,1000,4,-4280000.0,-4742310.0,-0.049803686324079194,fixed_horizon_exit
2025-03-21,2025-03-27,92.21,87.41,900,4,-4320000.0,-4721985.0,-0.05678535565243009,fixed_horizon_exit
2025-03-28,2025-04-03,86.47,73.03,900,4,-12096000.0,-12448827.0,-0.1596440517830997,fixed_horizon_exit
2025-04-04,2025-04-11,67.98,74.48,1000,4,6500000.0,6140600.0,0.09014921025850622,fixed_horizon_exit
2025-04-14,2025-04-18,74.31,70.72,1000,4,-3590000.0,-3950780.0,-0.053060075515769696,fixed_horizon_exit
2025-04-21,2025-04-25,70.2,72.17,1000,4,1970000.0,1613090.0,0.022932624778932164,fixed_horizon_exit
2025-04-28,2025-05-07,72.26,76.45,1000,4,4190000.0,3816130.0,0.05270568743498334,fixed_horizon_exit
2025-05-08,2025-05-14,76.71,82.19,1000,4,5480000.0,5080010.0,0.06609138651389698,fixed_horizon_exit
2025-05-15,2025-05-21,82.19,77.65,1000,4,-4540000.0,-4937330.0,-0.05995224540576955,fixed_horizon_exit
2025-05-22,2025-05-28,78.34,79.96,1000,4,1620000.0,1223440.0,0.015585882103548838,fixed_horizon_exit
2025-05-29,2025-06-04,80.05,78.0,1000,4,-2050000.0,-2444100.0,-0.030471224945486916,fixed_horizon_exit
2025-06-05,2025-06-11,78.34,82.19,1000,4,3850000.0,3446750.0,0.04390950037632165,fixed_horizon_exit
2025-06-12,2025-06-18,80.73,85.19,1000,4,4460000.0,4042970.0,0.04998018332219495,fixed_horizon_exit
2025-09-03,2025-09-09,76.37,75.17,1100,4,-1320000.0,-1736075.0,-0.020624588194306685,fixed_horizon_exit
