article_key,symbol,provider,source_name,source_url,title,content_excerpt,published_at,available_at,fetched_at,availability_basis,entity_match_method,entity_confidence,event_type,sentiment_score,sentiment_label,analysis_method
2b55327a0340e15bbb09e4081c032c5cda370c3620d65633262097bd35e01de2,HDB,vnstock:VCI,vnstock:VCI,,HDB: Thông báo về việc thay đổi địa điểm của PGD Thác Mơ,,2026-04-10 09:37:08+00:00,2026-04-10 09:37:08+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
225f756aa2c689dd132aeedf193b2bc8e85e60c466b14f8177558e110e765acb,HDB,vnstock:VCI,vnstock:VCI,,HDB: Phó TGĐ đăng ký bán 670.000 cổ phiếu,,2026-04-15 10:47:00+00:00,2026-04-15 10:47:00+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
994c31e188dc6ae583d821f3fa0edb48c030c51381a914152add2c346942ea90,HDB,vnstock:VCI,vnstock:VCI,,HDB: Thông báo đường dẫn báo cáo thường niên năm 2025,,2026-04-21 01:58:28+00:00,2026-04-21 01:58:28+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
9401dbd1876587e7012cf09635760e0f78b8d16732e6298b6b75423e7009efb4,HDB,vnstock:VCI,vnstock:VCI,,HDB: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Nguyễn Minh Đức,,2026-04-22 10:35:43+00:00,2026-04-22 10:35:43+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
131cbd6b1ed8e7e0e0998359ca4c3bde9bcd5698d517f298df4e1379216b6a6d,HDB,vnstock:VCI,vnstock:VCI,,"HDB: Nghị quyết HĐQT về việc thông qua một số tài liệu cập nhạt, bổ sung trình ĐHĐCĐ",,2026-04-23 02:03:03+00:00,2026-04-23 02:03:03+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
b4dfd9bfd9ad96bff88e55a24271bbb4c14b3e1e0b428bbacebcb2e408a9b78e,HDB,vnstock:VCI,vnstock:VCI,,HDB: Bổ sung tài liệu họp ĐHĐCĐ thường niên năm 2026,,2026-04-24 07:19:30+00:00,2026-04-24 07:19:30+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
b055e2ddb503ac3357c66c2688e7717621c69bd62c6cb7f8f85f13a1b16d2301,HDB,vnstock:VCI,vnstock:VCI,,Bà Nguyễn Thị Phương Thảo: HDBank có cơ sở để thực hiện mục tiêu tăng trưởng tín dụng ở mức tối thiểu 35%,,2026-04-24 08:18:00+00:00,2026-04-24 08:18:00+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,other,1.0,positive,keyword_heuristic_v1
9cd129ae539f6a0b91039fd64137ed9f548f66c6bdb270d2eea819da9c0471c0,HDB,vnstock:VCI,vnstock:VCI,,HDB: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2026,,2026-04-28 04:09:20+00:00,2026-04-28 04:09:20+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,governance,0.0,neutral,keyword_heuristic_v1
5b713c2a48a39307263120c638f8cb5da827040ed264158d62b61430522db591,HDB,vnstock:VCI,vnstock:VCI,,HDB: Nghị quyết HĐQT về phương án tăng tỷ lệ sở hữu tại HDS,,2026-04-28 10:34:25+00:00,2026-04-28 10:34:25+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,governance,1.0,positive,keyword_heuristic_v1
b46868d3c6c26c8562c7667203fcd24f805c90c92450feb3dedfc475431386b3,HDB,vnstock:VCI,vnstock:VCI,,HDB: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ  Kim ByoungHo,,2026-04-28 10:56:31+00:00,2026-04-28 10:56:31+00:00,2026-08-16 05:44:46.104172+00:00,published_at,provider_symbol_query,0.8,other,0.0,neutral,keyword_heuristic_v1
