entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-06-13,2023-06-19,9.93,10.04,10000,4,1100000.0,600200.0,0.006032245679838712,fixed_horizon_exit
2023-06-21,2023-06-27,10.04,10.06,9900,4,198000.0,-299574.0,-0.0030079283663748202,fixed_horizon_exit
2023-06-28,2023-07-04,10.06,9.9,9900,4,-1584000.0,-2077218.0,-0.02081522839013821,fixed_horizon_exit
2023-08-09,2023-08-15,10.71,10.58,9100,4,-1183000.0,-1666756.0,-0.017067638765419675,fixed_horizon_exit
2023-08-16,2023-08-22,10.58,9.94,9100,4,-5824000.0,-6287918.0,-0.06517965958442283,fixed_horizon_exit
2024-05-30,2024-06-05,14.29,14.63,6300,4,2142000.0,1685439.0,0.01868411532428495,fixed_horizon_exit
2025-05-23,2025-05-29,17.12,16.73,5300,4,-2067000.0,-2514479.0,-0.0276567192717369,fixed_horizon_exit
2025-05-30,2025-06-05,16.62,16.81,5300,4,1007000.0,563549.0,0.006384943710653302,fixed_horizon_exit
2025-07-14,2025-07-18,18.81,18.89,4700,4,376000.0,-67163.0,-0.0007581859141896961,fixed_horizon_exit
2025-08-11,2025-08-15,21.59,23.52,4100,4,7913000.0,7446666.0,0.08395714360995471,fixed_horizon_exit
2025-09-03,2025-09-09,25.56,24.37,3800,4,-4522000.0,-4994074.0,-0.051314819500279565,fixed_horizon_exit
2025-09-22,2025-09-26,22.4,23.83,4100,4,5863000.0,5386211.0,0.05853070644425435,fixed_horizon_exit
2025-11-06,2025-11-12,23.09,23.09,4200,4,0.0,-484890.0,-0.00499001996007984,fixed_horizon_exit
