item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,1736237524025.0,1869897867573.0,1902790690123.0,2436734057508.0,1613479269411.0,1808593521146.0,2026665949453.0,2518035873216.0,1332995843467.0,1894514371324.0,2718800210708.0,2604373027177.0,1731886393800.0,2223858868307.0,2606786777255.0,3619956428976.0,3027769900367.0,3414789796081.0,3673445833716.0,3998277938494.0,2635356593084.0,2959020648502.0,3808397549195.0,4356535576958.0,3590217933582.0,3566001401336.0,5193337489895.0,4407941901705.0,4193569126738.0,4192692249250.0,5212102498828.0,4411806139326.0,3852184384764.0,3735829122387.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-31081301259.0,-28585032561.0,-30226729660.0,-23430631443.0,-34483903481.0,-74929655217.0,-44885943137.0,-34173950731.0,-50509950153.0,-55352629780.0,-48689810812.0,-58056630959.0,-51812450853.0,-56855596177.0,-52078908324.0,-49255641694.0,-79216724624.0,-191914878360.0,-88609283639.0,-91697018216.0,-103909767083.0,-184924731881.0,-105477945840.0,-160041392215.0,-128560835744.0,-194183997121.0,-109446670341.0,-143674810453.0,-74071319162.0,-165489385790.0,-74001160129.0,-110387445985.0,-84952875866.0,-116275660480.0
Doanh thu thuần,Net sales,net_sales,1705156222766.0,1841312835012.0,1872563960463.0,2413303426065.0,1578995365930.0,1733663865929.0,1981780006316.0,2483861922485.0,1282485893314.0,1839161741544.0,2670110399896.0,2546316396218.0,1680073942947.0,2167003272130.0,2554707868931.0,3570700787282.0,2948553175743.0,3222874917721.0,3584836550077.0,3906580920278.0,2531446826001.0,2774095916621.0,3702919603355.0,4196494184743.0,3461657097838.0,3371817404215.0,5083890819554.0,4264267091252.0,4119497807576.0,4027202863460.0,5138101338699.0,4301418693341.0,3767231508898.0,3619553461907.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-1411682847081.0,-1563724981211.0,-1565356992479.0,-1903087562113.0,-1250714424678.0,-1371209558118.0,-1617044923225.0,-1884179880379.0,-1033718389420.0,-1539440124867.0,-2246546045167.0,-1975796926106.0,-1304649623639.0,-1870084377703.0,-2087311306482.0,-2861756441979.0,-2442756969036.0,-2546894693550.0,-2920200967136.0,-3012687195741.0,-2097366902552.0,-2233046822637.0,-3015007730604.0,-3198380359691.0,-2839680733385.0,-2681946020452.0,-4107680726523.0,-3170690150461.0,-3425518876277.0,-3252856950051.0,-4122954757832.0,-3244973457702.0,-3047245080081.0,-2826681016810.0
Lợi nhuận gộp,Gross Profit,gross_profit,293473375685.0,277587853801.0,307206967984.0,510215863952.0,328280941252.0,362454307811.0,364735083091.0,599682042106.0,248767503894.0,299721616677.0,423564354729.0,570519470112.0,375424319308.0,296918894427.0,467396562449.0,708944345303.0,505796206707.0,675980224171.0,664635582941.0,893893724537.0,434079923449.0,541049093984.0,687911872751.0,998113825052.0,621976364453.0,689871383763.0,976210093031.0,1093576940791.0,693978931299.0,774345913409.0,1015146580867.0,1056445235639.0,719986428817.0,792872445097.0
Doanh thu hoạt động tài chính,Financial income,financial_income,99888119080.0,38398486170.0,62698410818.0,168320078708.0,27695087592.0,34737359905.0,66464230766.0,47266721626.0,70487321800.0,86418374832.0,82277460676.0,61381369366.0,57177563526.0,50847100592.0,65992050059.0,137486235141.0,84060506976.0,94021927765.0,63426948712.0,95777031479.0,125901416202.0,122687777225.0,177554008298.0,152382913751.0,123658161837.0,120891588676.0,153880858585.0,203089413755.0,187616838463.0,212990414176.0,134156827260.0,91058919854.0,634156406651.0,144068287931.0
Chi phí tài chính,Financial expenses,financial_expenses,-21616909539.0,-28878545146.0,-46429905290.0,-56680067549.0,-40551363259.0,-49235263663.0,-45338685007.0,-51958359481.0,-62128406444.0,-85173573465.0,-80447238973.0,-64847078805.0,-57420606185.0,-68938460727.0,-64627957785.0,-75414549818.0,-77201066619.0,-110163267200.0,-78720672596.0,-115687110660.0,-120206549769.0,-132774332381.0,-173541891791.0,-150436171326.0,-105161881651.0,-108372352509.0,-242883094662.0,-105130535921.0,-141664029580.0,-175698476698.0,-124150100521.0,-99867472632.0,-143486122606.0,-41183192781.0
Chi phí lãi vay,Interest expenses,interest_expenses,0.0,-31479160371.0,-31872804504.0,-41804106493.0,-38349242131.0,-43515744930.0,-41325149570.0,-48002676077.0,-58553250519.0,-76501910983.0,-76868275636.0,-59834057932.0,-53753680090.0,-60090407006.0,-53142237751.0,-57426133332.0,-61539706518.0,-77939561141.0,-44764171322.0,-62432384793.0,-97645291799.0,-109461730208.0,-132865940254.0,-116678182302.0,-82674521955.0,-82670504904.0,-102569048618.0,-86079386112.0,-115190026174.0,-137342030979.0,-89130531403.0,-62019196481.0,-37272499870.0,-49246006858.0
Chi phí bán hàng,Selling expenses,selling_expenses,-118045999818.0,-116262544269.0,-135365927837.0,-176289615464.0,-123290189210.0,-123379706971.0,-167241943969.0,-241268620705.0,-117726173938.0,-92881865859.0,-239254587146.0,-201857631327.0,-213572531543.0,-43640779853.0,-293972784398.0,-172782087632.0,-268839429834.0,-233031162113.0,-332754568775.0,-385015192100.0,-175989358025.0,-191212577695.0,-343365997830.0,-355407804551.0,-285929098631.0,-274068834970.0,-528639916825.0,-412937634598.0,-347577568280.0,-345623162387.0,-565376745666.0,-312693794808.0,-311622485244.0,-334226475459.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-105668523248.0,-106261799857.0,-94794790531.0,-145858853920.0,-118053989764.0,-122812710946.0,-107479934779.0,-184818178458.0,-118151284145.0,-139690642060.0,-98931237165.0,-199157894222.0,-117080811943.0,-137314340901.0,-101706079685.0,-321748138294.0,-130340346720.0,-176545926908.0,-146073024945.0,-213716236465.0,-135158987787.0,-159013708752.0,-130381430130.0,-233440033195.0,-157236670629.0,-170869577980.0,-141686611391.0,-248284405453.0,-156195555278.0,-156281908701.0,-155760101874.0,-221052363860.0,-155609125954.0,-149294784788.0
Lãi/(lỗ) từ hoạt động kinh doanh,Operating profit/(loss),operating_profit_loss,150468813378.0,68867761789.0,98147341983.0,315695582681.0,87205609658.0,122527601015.0,119140274718.0,179409029457.0,30440484695.0,83124658374.0,99578689962.0,190717498361.0,55564153490.0,116672187931.0,77730496707.0,303333486054.0,113475870510.0,254699599927.0,173831905728.0,276309240028.0,130734230517.0,183071724489.0,220497462124.0,415197472922.0,200354795439.0,260074418146.0,363536061209.0,530313778574.0,236158616624.0,309732779799.0,304016460066.0,513890524193.0,743425101664.0,412236280000.0
