symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
VTP,VTPO,55000.0,11103684405000.0,201885171.0,,M-PF,25-May-26,Tổng Công ty Cổ phần Bưu chính Viettel,Bưu chính Viettel,CT,VNINDEX,Industrial Goods & Services,29031377026.086956,574716.0,82425.0,43400.0,0.03678076,0.49,0.61163341,Nguyen Nguyen,0.3054545455,0.0,0.3054545455,71800.0,"Tổng Công ty Cổ phần Bưu chính Viettel (VTP) được thành lập vào năm 1997. Tổng Công ty hoạt động trong lĩnh vực (i) Kinh doanh dịch vụ chuyển phát nhanh bưu phẩm, bưu kiện hàng hóa, (ii) Đại lý kinh doanh dịch vụ phát hành báo chí, (iii) Kinh doanh thương mại trên mạng bưu chính, thương mại điện tử, và (iv) Dịch vụ logistic (dịch vụ bốc xếp hàng hóa, dịch vụ kho bãi và lưu giữ hàng hóa). VTP chuyển sang hoạt động theo mô hình tổng công ty từ năm 2012. VTP hiện đang sở hữu mạng lưới rộng khắp cả nước với hơn 2.200 bưu cục, cửa hàng, 1.000 tủ giao nhận thông minh, hơn 47.000 nhân sự và đối tác chuyên nghiệp, vận tải đường bộ 5.000 xe tải các loại vận hành thường xuyên, triển khai 6 đoàn tàu/ngày kết nối Bắc Nam; triển khai chuyên tuyến hàng không Việt Nam – Châu Âu/Mỹ; thời gian toàn trình nội miền 23 giờ; thời gian toàn trình liên miền 48 giờ. Ngày 12/03/2024, VTP chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chi Minh (HOSE);",True,2700,2771,80754068,0.399999998,2018-11-23T00:00:00,"{'targetPrice': 69000.0, 'rating': 'M-PF', 'ratingAsOf': '06-Sep-24', 'analyst': 'Nguyen Nguyen', 'version': '20260522'}",,False,True,False
