date,raw_signal,executed_position,asset_return,executed_shares,liquidity_cap_shares,capital_utilization,turnover,transaction_cost,gross_strategy_return,net_strategy_return,transaction_cost_value,gross_pnl,net_pnl,equity_curve,drawdown
2023-08-08,0,0.0,-0.0108441775108441,0,12300,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0
2023-08-09,0,0.0,-0.010794400404790072,0,12300,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0
2023-08-10,0,0.0,0.0,0,12400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-11,0,0.0,0.006145442130419898,0,11500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-14,0,0.0,0.016966406515100063,0,11500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-15,0,0.0,0.022738756947953576,0,11900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-16,0,0.0,0.011706512778235867,0,12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-17,0,0.0,-0.0011460379829731915,0,13600,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0
2023-08-18,0,0.0,0.0,0,15100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-21,0,0.0,0.0022734654108476082,0,15700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-22,0,0.0,0.001135442011354515,0,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-23,0,0.0,0.052657161373946826,0,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-24,0,0.0,0.012227209410308193,0,18400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-25,0,0.0,0.02183406113537112,0,19300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-28,0,0.0,-0.004273504273504369,0,20100,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0
2023-08-29,0,0.0,0.03656361474435177,0,20200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-30,0,0.0,0.0010037281330657066,0,20900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-31,0,0.0,-0.0031383737517831634,0,21100,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0
2023-09-05,0,0.0,0.019543509272468063,0,21000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
