entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-10-16,2023-10-20,51.56,48.28,1900,4,-6232000.0,-6703124.0,-0.06828778440016786,fixed_horizon_exit
2023-10-23,2023-10-27,48.36,47.19,1900,4,-2223000.0,-2675751.0,-0.029062842057819845,fixed_horizon_exit
2023-10-30,2023-11-03,48.05,51.48,1800,4,6174000.0,5723028.0,0.06603774760572508,fixed_horizon_exit
2023-11-06,2023-11-10,51.33,53.51,1800,4,3924000.0,3450258.0,0.03726834272230913,fixed_horizon_exit
2023-11-13,2023-11-17,54.21,54.29,1800,4,144000.0,-344322.0,-0.003521641461588905,fixed_horizon_exit
2024-03-11,2024-03-15,60.53,60.77,1600,4,384000.0,-101392.0,-0.0010448292247489162,fixed_horizon_exit
2024-03-19,2024-03-25,60.06,61.55,1600,4,2384000.0,1896368.0,0.019694709814470295,fixed_horizon_exit
2024-04-04,2024-04-10,61.86,61.86,1600,4,0.0,-494880.0,-0.00499001996007984,fixed_horizon_exit
2024-04-11,2024-04-17,62.48,62.4,1600,4,-128000.0,-627456.0,-0.006264040421078458,fixed_horizon_exit
2024-08-09,2024-08-15,62.4,63.92,1600,4,2432000.0,1925504.0,0.019247402630636165,fixed_horizon_exit
2025-04-08,2025-04-14,39.69,43.17,2500,4,8700000.0,8177775.0,0.08225197375468263,fixed_horizon_exit
2025-04-16,2025-04-22,40.91,44.2,2600,4,8554000.0,7996508.0,0.07502911556500785,fixed_horizon_exit
