entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2026-03-03,2026-03-09,56.9,56.5,1700,4,-680000.0,-1161610.0,-0.011984817710799841,fixed_horizon_exit
2026-03-23,2026-03-27,56.7,57.5,1700,4,1360000.0,873970.0,0.009048921557238257,fixed_horizon_exit
2026-06-05,2026-06-11,59.2,61.6,1600,4,3840000.0,3354880.0,0.03534822247397098,fixed_horizon_exit
2026-07-27,2026-07-31,62.3,65.0,1600,4,4320000.0,3808640.0,0.038132402930895835,fixed_horizon_exit
