date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close,is_model_anchor
2026-08-17,13.924910730584754,13.99767796535755,14.070445200130344,14.12368233214354,14.176919464156736,0.5095238095238095,14.05,False
2026-08-18,13.799821461169508,13.945355930715097,14.090890400260687,14.197364664287079,14.30383892831347,0.5190476190476191,14.05,False
2026-08-19,13.67473219175426,13.893033896072644,14.111335600391032,14.271046996430618,14.430758392470205,0.5285714285714286,14.05,False
2026-08-20,13.549642922339013,13.840711861430194,14.131780800521375,14.344729328574157,14.557677856626938,0.5380952380952382,14.05,False
2026-08-21,13.424553652923766,13.788389826787743,14.152226000651718,14.418411660717695,14.684597320783674,0.5476190476190477,14.05,True
2026-08-24,13.367609707471898,13.751803353475282,14.135996999478667,14.41322661279597,14.690456226113271,0.5253968253968254,14.05,False
2026-08-25,13.31066576202003,13.715216880162822,14.119767998305615,14.408041564874242,14.69631513144287,0.5031746031746032,14.05,False
2026-08-26,13.253721816568163,13.678630406850363,14.103538997132565,14.402856516952514,14.702174036772465,0.48095238095238096,14.05,False
2026-08-27,13.196777871116295,13.642043933537904,14.087309995959513,14.397671469030788,14.708032942102063,0.45873015873015877,14.05,False
2026-08-28,13.139833925664426,13.605457460225445,14.071080994786463,14.392486421109062,14.713891847431661,0.4365079365079365,14.05,True
2026-09-03,13.050384848266841,13.534520626568412,14.018656404869981,14.42622154587618,14.833786686882378,0.4166666666666667,14.05,False
2026-09-04,12.960935770869256,13.463583792911377,13.966231814953499,14.459956670643297,14.953681526333096,0.3968253968253968,14.05,False
2026-09-07,12.871486693471672,13.392646959254346,13.913807225037019,14.493691795410415,15.073576365783811,0.376984126984127,14.05,False
2026-09-08,12.782037616074087,13.321710125597312,13.861382635120536,14.527426920177533,15.193471205234529,0.35714285714285715,14.05,False
2026-09-09,12.692588538676501,13.250773291940277,13.808958045204054,14.56116204494465,15.313366044685246,0.33730158730158727,14.05,False
2026-09-10,12.603139461278916,13.179836458283244,13.756533455287572,14.594897169711768,15.433260884135963,0.31746031746031744,14.05,False
2026-09-11,12.51369038388133,13.108899624626211,13.70410886537109,14.628632294478885,15.55315572358668,0.2976190476190476,14.05,False
2026-09-14,12.424241306483747,13.037962790969178,13.65168427545461,14.662367419246003,15.673050563037396,0.2777777777777778,14.05,False
2026-09-15,12.334792229086162,12.967025957312146,13.599259685538128,14.69610254401312,15.792945402488114,0.2579365079365079,14.05,False
2026-09-16,12.245343151688576,12.896089123655111,13.546835095621645,14.729837668780238,15.91284024193883,0.23809523809523808,14.05,True
