date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-17,13.753150992954836,13.926881031798166,14.054222421526266,14.182337923046022,14.374450341754184,0.58625,14.05
2026-08-18,13.578331921420407,13.874128440907382,14.019514747960814,14.273342243822768,14.51923958208356,0.4963,14.05
2026-08-19,13.378743294265723,13.793057803690777,14.062671115923889,14.341449984810202,14.617607992421645,0.50545,14.05
2026-08-20,13.365712162035038,13.703989874425629,14.066897354688795,14.342639518154128,14.650968763388349,0.5001,14.05
2026-08-21,13.341005344581538,13.635251096729764,14.024852203683595,14.416327245407183,14.765215986214043,0.4826,14.05
2026-08-24,13.266884522445293,13.608919265900754,14.028115394256046,14.433269947734551,14.861826955538053,0.48095,14.05
2026-08-25,13.182814191521391,13.573687662621042,14.026104148221044,14.46821173056238,14.94283131289857,0.4811,14.05
2026-08-26,13.12856537413197,13.532802400815646,14.003161879470554,14.496573162844259,15.001796981857312,0.4738,14.05
2026-08-27,13.09615620827242,13.50421207768582,13.995311771740562,14.523535214316189,15.06372802361429,0.46785,14.05
2026-08-28,13.050697861584187,13.48655497615197,13.995093747265754,14.534827618409485,15.105142597212906,0.46815,14.05
2026-09-03,12.98736061190871,13.45956243883174,13.984583468417,14.580150375679816,15.17631873107966,0.4702,14.05
2026-09-04,12.911948286333104,13.424701935299613,13.991500426416778,14.615044795243755,15.23225392007289,0.4726,14.05
2026-09-07,12.875212856358814,13.402193307058894,13.98360675006906,14.640208169290691,15.285445081138455,0.4712,14.05
2026-09-08,12.83990805324329,13.376549063460963,13.97343746673922,14.64262641254487,15.318948466153103,0.46785,14.05
2026-09-09,12.824040979273715,13.34983503302513,13.970287713159966,14.659797771003241,15.346603463642829,0.46705,14.05
2026-09-10,12.76948352973175,13.323789528184463,13.971006290565722,14.68260857046794,15.401548051517468,0.46955,14.05
2026-09-11,12.707421427769622,13.2976921550857,13.969521981297692,14.715596842431431,15.46371309925036,0.46875,14.05
2026-09-14,12.674683668158382,13.272184101102159,13.957653600605711,14.727646181907843,15.498336513054824,0.46875,14.05
2026-09-15,12.6554419019012,13.25727094568039,13.958658466272233,14.731234814596883,15.533337488829048,0.4685,14.05
2026-09-16,12.623869652633399,13.240750243073741,13.956010539562149,14.7485510224119,15.566035843724462,0.4663,14.05
