symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
HAG,HAG,14050.0,17806959926150.0,1267399283.0,,,,Công ty Cổ phần Hoàng Anh Gia Lai,Hoàng Anh Gia Lai,CT,VNINDEX,Food & Beverage,31752176750.0,2256597.0,19250.0,13400.0,0.01802099,0.49,0.0,,,,,,"Công ty Cổ phần Hoàng Anh Gia Lai (HAG) thành lập vào năm 1993, năm 2006 chuyển sang hoạt động động theo mô hình cổ phần. Công ty hoạt động trong lĩnh vực trồng và kinh doanh cao su, cọ dầu và các loại cây ăn quả; phát triển căn hộ, trung tâm thương mại, cao ốc văn phòng để bán và cho thuê; xây dựng và kinh doanh thủy điện; cơ khí; sản xuất và kinh doanh thức ăn gia súc, phân bón; chăn nuôi và kinh doanh bò thịt và bò sữa; kinh doanh kho bãi, sơ chế nông phẩm và dịch vụ nông nghiệp; kinh doanh khách sạn và khu nghỉ dưỡng; và các hoạt động về thể thao và giải trí. Từ năm 2016, HAG đã chuyển đổi chiến lược kinh doanh khẳng định lĩnh vực kinh doanh cốt lõi là ngành trồng trọt với trọng tâm là sản xuất trái cây để tham gia chuỗi giá trị toàn cầu. HAG được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2008.",False,3500,3573,633699641,0.4999999996,2008-12-22T00:00:00,,,False,True,False
