item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,817634535287.0,876206980429.0,1053380730613.0,1388976804999.0,914017921907.0,1067603733185.0,1140926947404.0,1396604174653.0,826045260744.0,898297235114.0,810544253041.0,943834750954.0,707322627336.0,1080731742346.0,656115814848.0,1060255737260.0,1219478753489.0,1305830174794.0,1247978424052.0,1161218492134.0,1157603357241.0,1090877619337.0,1100743562157.0,1112562956111.0,1016226486382.0,1209204299276.0,1344998186838.0,1368682928274.0,1111470712658.0,1744793066685.0,2007871771210.0,2128355118628.0,1844946611752.0,1992437042039.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-2903667746.0,-7690570899.0,-1930440719.0,-5684978759.0,-3751640854.0,-3110519139.0,-13513606476.0,-17910544055.0,-14880565202.0,-14203785577.0,-2246855537.0,-7475583490.0,-1463542818.0,-6363731565.0,-316091318.0,-2356234815.0,-311032327.0,-11312062857.0,-9296349764.0,-16939359083.0,-2404970502.0,-16583485410.0,-1922667174.0,-1753738880.0,-217782258.0,-15791434691.0,-3976876226.0,-7859834682.0,-5207520873.0,-18561410724.0,-7788795874.0,-9424683345.0,-3650493818.0,-55391322524.0
Doanh thu thuần,Net sales,net_sales,814730867541.0,868516409530.0,1051450289894.0,1383291826240.0,910266281053.0,1064493214046.0,1127413340928.0,1378693630598.0,811164695542.0,884093449537.0,808297397504.0,936359167464.0,705859084518.0,1074368010781.0,655799723530.0,1057899502445.0,1219167721162.0,1294518111937.0,1238682074288.0,1144279133051.0,1155198386739.0,1074294133927.0,1098820894983.0,1110809217231.0,1016008704124.0,1193412864585.0,1341021310612.0,1360823093592.0,1106263191785.0,1726231655961.0,2000082975336.0,2118930435283.0,1841296117934.0,1937045719515.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-676345003175.0,-744631072687.0,-883086569779.0,-951604071071.0,-633008091160.0,-839922597110.0,-890807754838.0,-1074555698641.0,-689808534919.0,-794134407471.0,-701232031898.0,-770068477899.0,-563561220829.0,-936210796006.0,-586791196775.0,-854049642369.0,-860306359468.0,-839825105428.0,-951858384309.0,-909114878733.0,-951899894183.0,-1026112650257.0,-1014020341511.0,-996514859337.0,-914753549094.0,-1045599400424.0,-1168357194650.0,-1222183723943.0,-882568181308.0,-1239866071860.0,-1512594981479.0,-1693546716357.0,-1514988609186.0,-1625287899022.0
Lợi nhuận gộp,Gross Profit,gross_profit,138385864366.0,123885336843.0,168363720115.0,431687755169.0,277258189893.0,224570616936.0,236605586090.0,304137931957.0,121356160623.0,89959042066.0,107065365606.0,166290689565.0,142297863689.0,138157214775.0,69008526755.0,203849860076.0,358861361694.0,454693006509.0,286823689979.0,235164254318.0,203298492556.0,48181483670.0,84800553472.0,114294357894.0,101255155030.0,147813464161.0,172664115962.0,138639369649.0,223695010477.0,486365584101.0,487487993857.0,425383718926.0,326307508748.0,311757820493.0
Doanh thu hoạt động tài chính,Financial income,financial_income,1716939799.0,31828551622.0,22740274569.0,17629244645.0,7905298001.0,18570103870.0,13708596720.0,12243828117.0,13058402489.0,12023747210.0,8453202842.0,9399630904.0,7444867562.0,7198730484.0,11936836497.0,14446836484.0,11298773346.0,16591231477.0,15757773274.0,36023954719.0,9064545904.0,7725908093.0,8333288294.0,6976266293.0,5238300146.0,10747529101.0,2418259578.0,14212851162.0,4611270219.0,14354979762.0,13295769213.0,18102283267.0,19510191787.0,25748826761.0
Chi phí tài chính,Financial expenses,financial_expenses,-9321568275.0,-23508028849.0,-20723559469.0,-21666578654.0,-9521686516.0,-15202052017.0,-16438975712.0,-18949174265.0,-16692449279.0,-22129829664.0,-13805921619.0,-27402665089.0,-24028304667.0,-31376113680.0,-21310502936.0,-39200472429.0,-24068290680.0,-45130634729.0,-49513736666.0,-69445744526.0,-36272402336.0,-46362153774.0,-36018746959.0,-45917400450.0,-24606734179.0,-27239372700.0,-28078018440.0,-23559258822.0,-17367174798.0,-19276119991.0,-16671249586.0,-20307753322.0,-21386003121.0,-38936283079.0
Chi phí lãi vay,Interest expenses,interest_expenses,-8861893761.0,-13430647540.0,-11338280607.0,-12287564846.0,-9151787091.0,-10898932102.0,-13794125096.0,-14979573262.0,-13754138276.0,-16573468546.0,-13348678523.0,-18935920279.0,-21238504666.0,-28939223970.0,-18036176168.0,-34745448073.0,-21904877982.0,-24289946377.0,-25778737202.0,-33152241631.0,-32525322422.0,-42982913781.0,-29299027468.0,-32485759646.0,-22401908444.0,-26566099893.0,-20471326945.0,-21907206275.0,-15755008215.0,-18208986128.0,-16143299241.0,-17992051897.0,-17091681278.0,-36194287594.0
Chi phí bán hàng,Selling expenses,selling_expenses,-34951134193.0,-45368201357.0,-30272116567.0,-50244519048.0,-41991650739.0,-45946208037.0,-46855356899.0,-55915834395.0,-55221933916.0,-36339674998.0,-38005675365.0,-55696129460.0,-43157670535.0,-86075731664.0,-65687005897.0,-86036531960.0,-97147082058.0,-113203829899.0,-97363648627.0,-70483909981.0,-54722486860.0,-42521766564.0,-37580664764.0,-53591974975.0,-34495714110.0,-68747384460.0,-82102647292.0,-94978099346.0,-50548543145.0,-95036250792.0,-119403263458.0,-113633499212.0,-67690602261.0,-119418558140.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-8235841292.0,39510657662.0,-8153959943.0,-31624879497.0,-11815267513.0,-7063383086.0,-10073711824.0,-17603698275.0,-12644313609.0,-11660677497.0,-13747737390.0,-18509106134.0,-11208237803.0,-6801065297.0,-13862224592.0,-24602525173.0,-13689839595.0,-41363027277.0,-21115408576.0,-18047485065.0,-18412497717.0,-23288357230.0,-16073043212.0,-17941927252.0,-18177088639.0,-26303368380.0,-20147080542.0,-21186913600.0,-18158865039.0,-17495872155.0,-20984938547.0,-15259573687.0,-19236526860.0,-21064207455.0
