item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,23073465470685.0,22127707569982.0,21211714779754.0,21325491158215.0,25309615197439.0,26974108534093.0,25485647042510.0,25715675898405.0,29673745407169.0,26593356800952.0,26021650222198.0,27512501260337.0,31156445464032.0,31982973207655.0,24504825927283.0,36497281090978.0,36819173885619.0,34702840342036.0,32322456456197.0,30877778203705.0,27335086613676.0,29725046708024.0,30520841321411.0,31653210181975.0,31685017802969.0,34384590572937.0,34361569620937.0,34793923302149.0,36332913479242.0,37844160678840.0,40091343632319.0,42567697264574.0,46709163270992.0,49034501493892.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-309945720115.0,-320773748245.0,-304132083712.0,-287240424065.0,-292205527474.0,-370349559186.0,-343561102170.0,-304686506894.0,-320531987653.0,-307797788189.0,-308096336624.0,-318807912778.0,-328301649159.0,-324554354550.0,-171612401590.0,-358951181475.0,-352497266969.0,-365100370263.0,-310476608570.0,-289397051231.0,-229274591227.0,-260216264133.0,-233184034458.0,-231721479826.0,-198525953402.0,-250519038985.0,-214900932986.0,-220002524817.0,-197955061033.0,-224192018870.0,-238836479673.0,-246985876032.0,-247211244219.0,-283217941935.0
Doanh thu thuần,Net sales,net_sales,22763519750570.0,21806933821737.0,20907582696042.0,21038250734150.0,25017409669965.0,26603758974907.0,25142085940340.0,25410989391511.0,29353213419516.0,26285559012763.0,25713553885574.0,27193693347559.0,30828143814873.0,31658418853105.0,24333213525693.0,36138329909503.0,36466676618650.0,34337739971773.0,32011979847627.0,30588381152474.0,27105812022449.0,29464830443891.0,30287657286953.0,31421488702149.0,31486491849567.0,34134071533952.0,34146668687951.0,34573920777332.0,36134958418209.0,37619968659970.0,39852507152646.0,42320711388542.0,46461952026773.0,48751283551957.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-18788756341782.0,-17945292260387.0,-17205031495334.0,-17285079141932.0,-20583631772568.0,-21855341767100.0,-20201528951239.0,-20045942182105.0,-23193243003252.0,-20515417227877.0,-19963833875800.0,-20919028286020.0,-23803198263371.0,-24514835467434.0,-18244500199927.0,-28763440176908.0,-28342412527151.0,-27001321732513.0,-24619955468038.0,-22658872494961.0,-21891312170662.0,-24023662436242.0,-24609172513201.0,-25235028171607.0,-24773875738668.0,-26826357532252.0,-27254757625648.0,-27986951875213.0,-28934547803004.0,-30051267999814.0,-32374320274746.0,-33566132141982.0,-36751850587457.0,-37942073479846.0
Lợi nhuận gộp,Gross Profit,gross_profit,3974763408788.0,3861641561350.0,3702551200708.0,3753171592218.0,4433777897397.0,4748417207807.0,4940556989101.0,5365047209406.0,6159970416264.0,5770141784886.0,5749720009774.0,6274665061539.0,7024945551502.0,7143583385671.0,6088713325766.0,7374889732595.0,8124264091499.0,7336418239260.0,7392024379589.0,7929508657513.0,5214499851787.0,5441168007649.0,5678484773752.0,6186460530542.0,6712616110899.0,7307714001700.0,6891911062303.0,6586968902119.0,7200410615205.0,7568700660156.0,7478186877900.0,8754579246560.0,9710101439316.0,10809210072111.0
Doanh thu hoạt động tài chính,Financial income,financial_income,76259503803.0,71909377837.0,86456996199.0,107457997390.0,110138306257.0,161373403339.0,178021267344.0,181644877411.0,124886150525.0,169372877774.0,256718662733.0,243144091635.0,288290505677.0,304726396651.0,288605719929.0,384466254503.0,354859205630.0,297757553066.0,348740404454.0,311780141173.0,359084893949.0,585368718654.0,619115610735.0,603394491753.0,585309449376.0,580108784951.0,575388786548.0,635695584388.0,693293667931.0,768832246965.0,809068897431.0,836153921612.0,857866587527.0,957393430430.0
Chi phí tài chính,Financial expenses,financial_expenses,-114960070907.0,-105700047545.0,-104974336364.0,-110938695420.0,-133355012065.0,-133783120237.0,-146141603987.0,-156475108555.0,-178248207665.0,-137081235663.0,-132146267492.0,-146675802931.0,-152802395191.0,-170842215768.0,-164678840728.0,-225421690718.0,-206279128125.0,-360157346540.0,-434637150382.0,-381546829485.0,-295779227945.0,-396875094839.0,-444911058770.0,-418580725428.0,-375235765525.0,-293717254558.0,-330440626256.0,-189071963171.0,-339023162705.0,-402454468644.0,-410743275636.0,-390297766478.0,-421767358286.0,-453084595743.0
Chi phí lãi vay,Interest expenses,interest_expenses,-112795317948.0,-105346054241.0,-107492002949.0,-110783202536.0,-133354979214.0,-133756189910.0,-144687353950.0,-156338194060.0,-178228120389.0,-136986550722.0,-132177340658.0,-143611809252.0,-152706974017.0,-169881589077.0,-163932694294.0,-187425447131.0,-200473736724.0,-365962737941.0,-434637150382.0,-361070284056.0,-295778726706.0,-384520976326.0,-438383487662.0,-329035164103.0,-266979946895.0,-243089634104.0,-303696061820.0,-323470486929.0,-322792850500.0,-375178482038.0,-388038374707.0,-384665886359.0,-415448904085.0,-436321054832.0
Chi phí bán hàng,Selling expenses,selling_expenses,-2308808752645.0,-2464220418793.0,-2436749840647.0,-2449962176671.0,-2466179088970.0,-2991594813512.0,-3284926182944.0,-3694582632786.0,-3782774603302.0,-3538368435696.0,-3753486734557.0,-4259169057232.0,-4245130637303.0,-4545602295035.0,-4270432006893.0,-4853008363114.0,-5036030591147.0,-4807875682062.0,-5342606252861.0,-6603486449711.0,-4784685911213.0,-5211133500533.0,-5314324273437.0,-5607079567766.0,-4821343255507.0,-5056436083812.0,-4848950073481.0,-5123108197082.0,-4403006343750.0,-4703283205201.0,-4570833491508.0,-5653780496399.0,-5284908877085.0,-5980272600628.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-588469226877.0,-397865044350.0,-390396333632.0,-384883295221.0,-612954410734.0,-391155206736.0,-550013718611.0,-519659543977.0,-779757887442.0,-1000645132631.0,-840336742769.0,-783692075325.0,-1088365871334.0,-1100251515639.0,-975182680390.0,-665959677027.0,-1239442359834.0,-500331314841.0,-316220813071.0,-292045055541.0,-324692291418.0,-229156805109.0,-341530615165.0,-300975912573.0,-868456238101.0,-813335766167.0,-967618855194.0,-916356723640.0,-1214599786616.0,-1201666094080.0,-1119414262509.0,-1060394369967.0,-1523180115533.0,-1317458502119.0
