entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-04-19,2023-04-25,45.81,44.82,2100,4,-2079000.0,-2553768.0,-0.02649318259355552,fixed_horizon_exit
2023-07-05,2023-07-11,54.63,56.3,1700,4,2839000.0,2366128.0,0.025426722977256178,fixed_horizon_exit
2023-07-12,2023-07-18,56.22,55.69,1700,4,-901000.0,-1376167.0,-0.014370227882903706,fixed_horizon_exit
2023-07-19,2023-07-25,55.69,56.68,1700,4,1683000.0,1204586.0,0.012698252265445764,fixed_horizon_exit
2023-07-26,2023-08-01,56.68,59.11,1700,4,4131000.0,3636827.0,0.037668311929422736,fixed_horizon_exit
2023-08-02,2023-08-08,59.26,59.26,1700,4,0.0,-503710.0,-0.00499001996007984,fixed_horizon_exit
2023-08-09,2023-08-15,59.26,56.22,1700,4,-5168000.0,-5656206.0,-0.05603339389395357,fixed_horizon_exit
2023-08-16,2023-08-22,56.14,53.11,1700,4,-5151000.0,-5612737.0,-0.05869290986960884,fixed_horizon_exit
2023-08-23,2023-08-29,53.71,58.8,1700,4,8653000.0,8170506.0,0.08930528442277612,fixed_horizon_exit
2023-09-06,2023-09-12,60.55,60.02,1600,4,-848000.0,-1329856.0,-0.013699438447629926,fixed_horizon_exit
2023-09-25,2023-09-29,57.13,61.54,1700,4,7497000.0,6988904.0,0.07181715686428648,fixed_horizon_exit
2023-10-02,2023-10-06,60.78,61.92,1700,4,1938000.0,1415556.0,0.013672556170974931,fixed_horizon_exit
2023-10-09,2023-10-13,62.3,61.39,1700,4,-1547000.0,-2071909.0,-0.019523873601112383,fixed_horizon_exit
2023-10-16,2023-10-20,61.39,54.85,1700,4,-11118000.0,-11606461.0,-0.1109904315818599,fixed_horizon_exit
2023-10-23,2023-10-27,55.46,51.13,1600,4,-6928000.0,-7350896.0,-0.08267471548068667,fixed_horizon_exit
2023-10-30,2023-11-03,51.13,52.8,1600,4,2672000.0,2254944.0,0.027508839157202904,fixed_horizon_exit
2023-11-06,2023-11-10,52.8,53.11,1600,4,496000.0,72112.0,0.0008518946954575697,fixed_horizon_exit
2023-11-13,2023-11-17,54.17,53.18,1600,4,-1584000.0,-2012608.0,-0.023174621773620934,fixed_horizon_exit
2023-11-20,2023-11-24,53.87,51.89,1500,4,-2970000.0,-3365115.0,-0.04156176231164921,fixed_horizon_exit
2023-11-27,2023-12-01,51.89,52.27,1500,4,570000.0,179115.0,0.0022966208650342405,fixed_horizon_exit
2023-12-04,2023-12-08,52.35,57.59,1500,4,7860000.0,7443795.0,0.09460601242595992,fixed_horizon_exit
2023-12-11,2023-12-15,57.59,53.26,1500,4,-6495000.0,-6907440.0,-0.07980150135568419,fixed_horizon_exit
2023-12-18,2023-12-22,53.26,55.69,1500,4,3645000.0,3234615.0,0.040407543905804616,fixed_horizon_exit
2023-12-25,2023-12-29,56.37,57.13,1500,4,1140000.0,713805.0,0.008425051617538384,fixed_horizon_exit
2024-01-16,2024-01-22,59.17,57.89,1400,4,-1792000.0,-2200814.0,-0.026514657013503834,fixed_horizon_exit
2024-02-19,2024-02-23,61.09,64.95,1300,4,5018000.0,4605861.0,0.05788014738243271,fixed_horizon_exit
2024-02-28,2024-03-05,66.92,70.02,1300,4,4030000.0,3582930.0,0.041102791428499846,fixed_horizon_exit
2024-03-06,2024-03-12,69.74,73.41,1300,4,4771000.0,4303377.0,0.047371417188565225,fixed_horizon_exit
2024-03-13,2024-03-19,73.41,72.09,1300,4,-1716000.0,-2188017.0,-0.0228814948770216,fixed_horizon_exit
2024-03-20,2024-03-26,72.84,72.37,1300,4,-611000.0,-1082627.0,-0.011410320490266036,fixed_horizon_exit
2024-03-27,2024-04-02,72.94,72.09,1200,4,-1020000.0,-1454580.0,-0.01658528295752887,fixed_horizon_exit
2025-04-09,2025-04-15,48.8,46.63,1800,4,-3906000.0,-4333482.0,-0.04923534079382219,fixed_horizon_exit
2025-04-16,2025-04-22,46.58,43.49,1800,4,-5562000.0,-5964534.0,-0.07099647848999296,fixed_horizon_exit
2025-04-23,2025-04-29,43.49,48.18,1800,4,8442000.0,8025264.0,0.10231273484302951,fixed_horizon_exit
2025-05-05,2025-05-09,48.8,51.03,1800,4,4014000.0,3562758.0,0.0404786737999411,fixed_horizon_exit
2025-05-12,2025-05-16,52.19,50.45,1800,4,-3132000.0,-3592314.0,-0.038163374343476296,fixed_horizon_exit
2025-05-20,2025-05-26,52.86,56.44,1700,4,6086000.0,5618432.0,0.062398094465627954,fixed_horizon_exit
