entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-12-26,2024-01-02,14.62,15.05,6800,4,2924000.0,2418148.0,0.02427497945285899,fixed_horizon_exit
2024-12-02,2024-12-06,16.87,16.79,6000,4,-480000.0,-984660.0,-0.009708502378763516,fixed_horizon_exit
2024-12-09,2024-12-13,16.87,17.01,6000,4,840000.0,331380.0,0.0032673242726165923,fixed_horizon_exit
2024-12-18,2024-12-24,17.46,17.72,5800,4,1508000.0,997136.0,0.009826852594924699,fixed_horizon_exit
2024-12-25,2024-12-31,17.8,17.76,5700,4,-228000.0,-734616.0,-0.007225997443315616,fixed_horizon_exit
2025-02-28,2025-03-06,21.08,21.01,4800,4,-336000.0,-840912.0,-0.008294132797024546,fixed_horizon_exit
2025-04-08,2025-04-14,15.22,17.2,6600,4,13068000.0,12526536.0,0.12445280267323434,fixed_horizon_exit
2025-04-15,2025-04-21,17.16,16.79,6600,4,-2442000.0,-3000954.0,-0.02644419785138348,fixed_horizon_exit
2025-04-22,2025-04-28,17.09,17.05,6400,4,-256000.0,-802112.0,-0.007318890597973159,fixed_horizon_exit
2025-04-29,2025-05-08,17.31,17.42,6300,4,693000.0,145656.0,0.0013329781799774224,fixed_horizon_exit
2025-05-12,2025-05-16,17.84,17.46,6100,4,-2318000.0,-2855166.0,-0.0261841787277463,fixed_horizon_exit
