date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-13,25.521109595033334,25.781302724850292,26.134000220033336,26.470984756115804,26.88959067229464,0.46345,26.15
2026-08-14,25.158320683689595,25.661299546015474,26.11800712775964,26.64331281523197,27.15963359244629,0.47865,26.15
2026-08-17,25.047996786770195,25.53069952752673,26.057153642044867,26.772848284332092,27.405146677646368,0.4729,26.15
2026-08-18,24.757894015302792,25.508107380057467,26.086049800489853,26.84363234547708,27.671471336858204,0.4593,26.15
2026-08-19,24.515395333238242,25.36264324198336,26.016584014747338,26.89987483763525,28.007312712276082,0.4395,26.15
2026-08-20,24.337789480661726,25.2179801832571,26.02816527590884,27.022495209575933,28.033496242906637,0.4665,26.15
2026-08-21,24.15403751138803,25.101416953086947,26.043440210537995,27.118673973103167,28.218815183075,0.47055,26.15
2026-08-24,24.02381935078044,25.014731983908973,26.055060873389813,27.171938552052218,28.397372192822303,0.4772,26.15
2026-08-25,23.90584499196252,24.93567019830717,26.040390910623216,27.250196459561742,28.53969177172938,0.4736,26.15
2026-08-26,23.75721189103826,24.841528262143232,26.01539646193354,27.350626829606966,28.73870263610236,0.47395,26.15
2026-08-27,23.669246037002395,24.757046528037378,26.029797418856575,27.383618181715185,28.813240716433228,0.4735,26.15
2026-08-28,23.546915046852927,24.710352177607792,26.007400598822677,27.42426737892832,28.933816901880704,0.4717,26.15
2026-08-31,23.432162694774068,24.635502098334324,26.00070592695834,27.50163545884761,29.054612972533995,0.46975,26.15
2026-09-01,23.33606147006645,24.569571184666202,25.975906889473737,27.566873050733523,29.168746655433967,0.4689,26.15
2026-09-02,23.245651872625434,24.495015515307244,25.975070171158475,27.611573123108094,29.32446123763968,0.46935,26.15
2026-09-03,23.143225128511347,24.439571594231115,25.973593604749677,27.65649064543868,29.453761430602587,0.4717,26.15
2026-09-04,23.051222414378195,24.381678774059935,25.968999600474028,27.711904281651794,29.515312171675085,0.46955,26.15
2026-09-07,22.974676408204623,24.32614467796285,25.982492113051393,27.772623722425323,29.615173822511238,0.47045,26.15
2026-09-08,22.873885700949202,24.291828774876002,25.974277318465717,27.82431515675671,29.74132083840346,0.4729,26.15
2026-09-09,22.787050353849192,24.226081735170965,25.96439138527714,27.88836368251571,29.81816948645202,0.47265,26.15
