date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d,news_count_lookback,news_sentiment_mean_lookback,news_positive_count_lookback,news_negative_count_lookback,news_earnings_count_lookback,news_corporate_action_count_lookback,news_legal_count_lookback,news_source_count_lookback
2018-03-06,13.8,14.43,13.25,14.03,14922100,,,,,,,,,,14.03,14.03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0841054882394868,,,1.0,3.0,-0.07665505226480829,0.0,0.024518052456377726,0.0006073543466029729,0.008761345627431139,0.3638079883687238,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-07,14.35,14.35,13.01,13.25,7174392,-0.05559515324305053,,,,,,,,,13.91,13.972222222222221,-0.06222222222222129,-0.012444444444444258,-0.04977777777777703,-0.004696016771488399,-0.0037568134171907194,,,,,,,,,,,,,,,-7174392.0,,,,,,,,0.1011320754716981,,,2.0,3.0,0.0,0.0,-0.007167786912317342,-0.011210184287962055,0.0017111567419576534,0.3648729341971197,-0.04842736633073319,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-08,13.56,13.8,13.17,13.56,6824944,0.023396226415094423,-0.03349964362081248,,,,,,,,13.856153846153846,13.941687242798354,-0.08553339664450732,-0.027062234884456873,-0.05847116176005045,-0.00630777261390172,-0.004312032578174811,,,,,,,,,,,,,,,-349448.0,,,,,,,,0.0464601769911505,,,3.0,3.0,0.023738872403560762,1.0,0.0106899465952206,0.007492449296014669,0.022261223821691933,0.36464050524691105,0.012706279819873822,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-09,13.48,13.88,13.48,13.8,5309486,0.017699115044247815,0.04150943396226414,-0.016393442622950727,,,,,,,13.847514792899409,13.931191891479957,-0.08367709858054795,-0.03838520762367509,-0.04529189095687286,-0.006063557868155648,-0.0032820210838313663,,,,,,,,,,,,,,,4960038.0,,,,,,,,0.028985507246376836,,,4.0,3.0,-0.022222222222222143,0.0,-0.0006582751412178567,0.001962165874367816,0.016623832621443624,0.36445960184155385,0.018357390185465672,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-12,13.95,13.95,13.56,13.64,4343745,-0.011594202898550732,0.005899705014749346,0.02943396226415107,,,,13.656,,,13.815589440145654,13.9096221217407,-0.09403268159504563,-0.0495147024179492,-0.044517979177096434,-0.006893891612540002,-0.0032637814645965126,,,,,,,,,,,,,,,616293.0,,,,,,,,0.028592375366568824,,,0.0,3.0,-0.0058651026392961825,0.0,0.002563623254199232,0.030005121264220502,0.07397659982263916,0.3082589417405462,-0.014157826152749964,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-13,13.64,13.72,13.48,13.56,4454169,-0.0058651026392961825,-0.017391304347826098,0.0,-0.03349964362081248,,,13.562000000000001,,,13.776267987815555,13.883724186796945,-0.10745619898139047,-0.06110300173063746,-0.046353197250753014,-0.00792449844995505,-0.003418377378374116,,,,,,,,,,,,,,,-3837876.0,,,,,,,,0.0176991150442478,,,1.0,3.0,-0.01179941002949858,0.0,0.006232852995232019,0.011621990734541843,0.12031435349940689,0.27136334801863926,-0.012097955634528201,-0.04512163435535432,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-14,13.56,13.64,13.32,13.4,4455422,-0.01179941002949858,-0.017595307917888547,-0.02898550724637683,0.01132075471698113,,,13.592000000000002,,,13.7183806050747,13.847892765552727,-0.12951216047802738,-0.07478483348011544,-0.05472732699791194,-0.009665086602837865,-0.00408412888044119,,,,,,,,,,,,,,,-8293298.0,,,,,,,,0.023880597014925394,,,2.0,3.0,-0.022997032640949544,0.0,0.004217733894521292,0.023222987430996378,0.09373888808803033,0.25766880916839174,-0.016017143924019872,-0.011902232714015248,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-15,13.48,13.48,13.09,13.17,3704865,-0.01716417910447765,-0.028761061946902644,-0.03445747800586518,-0.028761061946902644,,,13.514,,,13.63401435814013,13.797678486622896,-0.16366412848276646,-0.09256069248064565,-0.07110343600212081,-0.012427040887074142,-0.005398894153539925,,,,,,,,,,,,,,,-11998163.0,,,,,,,,0.029612756264236945,,,3.0,3.0,0.023538344722854987,1.0,0.0005887056383941935,0.01299648623404348,0.11288541412167108,0.24582090553141678,-0.017752884742871844,-0.041757548180946125,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-16,13.17,13.56,13.17,13.48,3923430,0.023538344722854987,0.005970149253731405,-0.005899705014749235,-0.023188405797101463,,,13.45,,,13.610319841503188,13.774146746873052,-0.16382690536986466,-0.10681393505848946,-0.0570129703113752,-0.012153331258892036,-0.00422944883615543,,,,,,,,,,,,,,,-8074733.0,,,,,,,,0.028931750741839804,,,4.0,3.0,-0.01179941002949858,0.0,0.010037233482033114,0.02383813567620008,0.14567603641651883,0.2286655458667675,0.013501111240821873,-0.04702654147330154,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-19,13.56,13.64,13.25,13.4,2652660,-0.005934718100890191,0.01746393318147299,0.0,-0.017595307917888547,,,13.402000000000001,,,13.57796294281039,13.746432173030604,-0.16846923022021443,-0.11914499409083446,-0.04932423612937997,-0.012572330613448838,-0.00368091314398358,,,,,,,,,,,,,,,-10727393.0,,,,,,,,0.02910447761194034,,,0.0,3.0,-0.01716417910447765,0.0,0.007850876811657193,0.029237585346580497,0.11271945401664452,0.1978440944562829,-0.013785594912547383,-0.046832893264469044,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
