date,open,high,low,close,volume,return_1d,return_5d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,target_next_up,next_return
2009-06-30,9.13,9.13,9.13,9.13,294070,,,,,,,9.13,9.13,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,1,0.008762322015334112
2009-07-01,9.59,9.59,9.06,9.21,6248390,0.008762322015334112,,,,,,9.142307692307693,9.135925925925926,0.006381766381766241,0.0012763532763532483,0.005105413105412992,,,,,,,,,,,,,,,6248390.0,,,,,,0.05754614549402816,,,0,-0.041259500542888294
2009-07-02,9.06,9.13,8.75,8.83,1515670,-0.041259500542888294,,,,,,9.094260355029586,9.11326474622771,-0.01900439119812347,-0.002779795618542096,-0.016224595579581377,,,,,,,,,,,,,,,4732720.0,,,,,,0.04303510758776906,,,0,-0.033975084937712396
2009-07-03,8.6,8.68,8.53,8.53,899720,-0.033975084937712396,,,,,,9.00745106964042,9.070059950210842,-0.0626088805704228,-0.014745612608918237,-0.04786326796150456,,,,,,,,,,,,,,,3833000.0,,,,,,0.01758499413833533,,,1,0.04454865181711609
2009-07-06,8.53,8.91,8.53,8.91,1571740,0.04454865181711609,,,8.922,,,8.992458597388048,9.05820365760263,-0.06574506021458326,-0.024945502130051242,-0.04079955808453202,,,,,,,,,,,,,,,5404740.0,,,,,,0.04264870931537607,,,0,-0.03479236812570152
2009-07-07,8.75,8.83,8.6,8.6,1115420,-0.03479236812570152,-0.0580503833515883,,8.815999999999999,,,8.93208035163604,9.024262645928362,-0.09218229429232139,-0.03839286056250527,-0.053789433729816115,,,,,,,,,,,,,,,4289320.0,,,,,,0.02674418604651168,,,0,-0.01744186046511631
2009-07-08,8.37,8.53,8.3,8.45,763030,-0.01744186046511631,-0.08251900108577648,,8.663999999999998,,,8.857914143692033,8.98172467215589,-0.12381052846385643,-0.055476394142775505,-0.06833413432108093,,,,,,,,,,,,,,,3526290.0,,,,,,0.027218934911242446,,,0,-0.0272189349112425
2009-07-09,8.3,8.53,8.14,8.22,982430,-0.0272189349112425,-0.06908267270668167,,8.542,,,8.75977350620095,8.925300622366565,-0.16552711616561488,-0.07748653854734339,-0.0880405776182715,,,,,,,,,,,,,,,2543860.0,,,,,,0.04744525547445241,,,0,-0.04622871046228716
2009-07-10,8.07,8.14,7.84,7.84,1973450,-0.04622871046228716,-0.0808909730363423,,8.404,,,8.618269889862342,8.844907983672746,-0.22663809381040423,-0.10731684959995556,-0.11932124421044867,,,,,,,,,,,,,,,570410.0,,,,,,0.03826530612244907,,,0,-0.04846938775510201
2009-07-13,7.61,7.84,7.46,7.46,812260,-0.04846938775510201,-0.16273849607182944,,8.114,,,8.440074522191212,8.742322207104394,-0.30224768491318166,-0.1463030166626008,-0.15594466825058087,,,,,,,,,,,,,,,-241850.0,,,,,,0.050938337801608564,,,0,-0.024128686327077764
