entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2024-07-11,2024-07-17,13.38,12.92,7400,4,-3404000.0,-3888848.0,-0.03919813586578711,fixed_horizon_exit
2024-08-20,2024-08-26,11.57,11.39,8200,4,-1476000.0,-1945942.0,-0.020469864074789058,fixed_horizon_exit
2024-08-27,2024-09-04,11.34,11.11,8200,4,-1886000.0,-2345282.0,-0.025170998391224605,fixed_horizon_exit
2024-09-05,2024-09-11,11.11,10.6,8200,4,-4182000.0,-4624964.0,-0.05066554559647581,fixed_horizon_exit
2024-09-18,2024-09-24,10.69,11.34,8100,4,5265000.0,4816260.0,0.05551105459800698,fixed_horizon_exit
2024-09-25,2024-10-01,11.3,11.11,8100,4,-1539000.0,-1992033.0,-0.02172027626163602,fixed_horizon_exit
2024-10-02,2024-10-08,11.11,10.83,8000,4,-2240000.0,-2677680.0,-0.03006677913300312,fixed_horizon_exit
2024-10-09,2024-10-15,10.88,10.42,8000,4,-3680000.0,-4104160.0,-0.047058456616179405,fixed_horizon_exit
2024-10-16,2024-10-22,10.5,11.15,7900,4,5135000.0,4704845.0,0.056605835947153314,fixed_horizon_exit
2024-10-23,2024-10-29,11.15,10.9,7800,4,-1950000.0,-2379000.0,-0.0272996607681498,fixed_horizon_exit
2024-10-30,2024-11-05,10.85,11.2,7800,4,2730000.0,2298660.0,0.027107076170240166,fixed_horizon_exit
2024-11-06,2024-11-12,11.3,10.95,7700,4,-2695000.0,-3121965.0,-0.035808913147157014,fixed_horizon_exit
2024-11-13,2024-11-19,10.95,10.1,7700,4,-6545000.0,-6946940.0,-0.08222823758874945,fixed_horizon_exit
2024-11-20,2024-11-26,10.15,10.55,7600,4,3040000.0,2645180.0,0.0342221960020845,fixed_horizon_exit
2024-11-27,2024-12-03,10.65,10.2,7500,4,-3375000.0,-3764250.0,-0.04703269517303421,fixed_horizon_exit
2024-12-04,2024-12-10,10.3,10.25,7400,4,-370000.0,-749990.0,-0.00982016549425421,fixed_horizon_exit
2024-12-11,2024-12-17,10.25,10.1,7300,4,-1095000.0,-1465840.0,-0.019551141619200622,fixed_horizon_exit
2024-12-18,2024-12-24,10.0,9.77,7400,4,-1702000.0,-2066894.0,-0.027875249500998005,fixed_horizon_exit
2025-06-30,2025-07-04,10.5,10.9,6800,4,2720000.0,2354840.0,0.03291512213667902,fixed_horizon_exit
2025-07-07,2025-07-11,11.0,11.6,6700,4,4020000.0,3639440.0,0.04928325167846126,fixed_horizon_exit
2025-07-14,2025-07-18,11.75,12.85,6600,4,7260000.0,6850470.0,0.08815985051174247,fixed_horizon_exit
2025-07-30,2025-08-05,13.6,14.45,6200,4,5270000.0,4832590.0,0.05719810379241517,fixed_horizon_exit
2025-08-14,2025-08-20,16.5,14.5,5400,4,-10800000.0,-11213100.0,-0.12559729026794894,fixed_horizon_exit
2025-09-29,2025-10-03,13.2,13.95,5900,4,4425000.0,4022325.0,0.051544637996733804,fixed_horizon_exit
2025-10-31,2025-11-06,12.8,12.1,6400,4,-4480000.0,-4876160.0,-0.059404628243512975,fixed_horizon_exit
2025-11-13,2025-11-19,12.3,12.25,6300,4,-315000.0,-701505.0,-0.00903477597650228,fixed_horizon_exit
2025-11-26,2025-12-02,12.25,12.1,6200,4,-930000.0,-1306960.0,-0.017173815634038046,fixed_horizon_exit
2025-12-03,2025-12-09,12.1,11.85,6200,4,-1550000.0,-1920450.0,-0.025548077398921166,fixed_horizon_exit
2025-12-10,2025-12-16,11.85,11.3,6200,4,-3410000.0,-3767120.0,-0.051171917767839845,fixed_horizon_exit
2025-12-19,2025-12-24,11.3,11.2,6200,3,-620000.0,-968440.0,-0.013795418013530462,forced_terminal_exit
