date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close,is_model_anchor
2026-08-17,24.96963775701821,25.159818878509107,25.35,25.55648600678891,25.76297201357782,0.49444444444444446,25.35,False
2026-08-18,24.58927551403642,24.969637757018212,25.35,25.76297201357782,26.175944027155637,0.4888888888888889,25.35,False
2026-08-19,24.208913271054627,24.779456635527314,25.35,25.96945802036673,26.58891604073346,0.48333333333333334,25.35,False
2026-08-20,23.828551028072837,24.58927551403642,25.35,26.175944027155637,27.001888054311276,0.47777777777777775,25.35,False
2026-08-21,23.448188785091045,24.39909439254552,25.35,26.382430033944548,27.414860067889094,0.4722222222222222,25.35,True
2026-08-24,23.305282927528026,24.335858247504802,25.366433567481582,26.47360929835704,27.5807850292325,0.47777777777777775,25.35,False
2026-08-25,23.162377069965007,24.272622102464084,25.382867134963163,26.564788562769536,27.74670999057591,0.48333333333333334,25.35,False
2026-08-26,23.01947121240199,24.209385957423365,25.399300702444744,26.65596782718203,27.91263495191932,0.4888888888888889,25.35,False
2026-08-27,22.87656535483897,24.146149812382646,25.415734269926325,26.747147091594528,28.078559913262726,0.49444444444444446,25.35,False
2026-08-28,22.73365949727595,24.082913667341927,25.432167837407906,26.83832635600702,28.244484874606133,0.5,25.35,True
2026-09-03,22.555747951764083,23.93169609144455,25.307644231125014,26.870479478770783,28.433314726416555,0.49563492063492065,25.35,False
2026-09-04,22.377836406252218,23.78047851554717,25.18312062484212,26.90263260153455,28.622144578226976,0.49126984126984125,25.35,False
2026-09-07,22.19992486074035,23.62926093964979,25.058597018559233,26.934785724298315,28.810974430037398,0.4869047619047619,25.35,False
2026-09-08,22.02201331522848,23.478043363752413,24.93407341227634,26.96693884706208,28.99980428184782,0.48253968253968255,25.35,False
2026-09-09,21.844101769716612,23.32682578785503,24.80954980599345,26.999091969825844,29.18863413365824,0.4781746031746032,25.35,False
2026-09-10,21.666190224204747,23.175608211957652,24.685026199710556,27.031245092589607,29.377463985468662,0.4738095238095238,25.35,False
2026-09-11,21.48827867869288,23.02439063606027,24.560502593427664,27.063398215353374,29.566293837279083,0.46944444444444444,25.35,False
2026-09-14,21.31036713318101,22.87317306016289,24.435978987144775,27.09555133811714,29.755123689089505,0.4650793650793651,25.35,False
2026-09-15,21.132455587669146,22.721955484265514,24.311455380861883,27.127704460880906,29.943953540899926,0.4607142857142857,25.35,False
2026-09-16,20.954544042157277,22.570737908368134,24.18693177457899,27.15985758364467,30.132783392710348,0.45634920634920634,25.35,True
