entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-10-16,2023-10-20,8.34,8.71,11900,4,4403000.0,3893561.0,0.03915310865080391,fixed_horizon_exit
2023-10-23,2023-10-27,8.71,8.33,11900,4,-4522000.0,-5026679.0,-0.04840032907778015,fixed_horizon_exit
2023-11-27,2023-12-01,10.6,12.2,9300,4,14880000.0,14342460.0,0.14520016570632321,fixed_horizon_exit
2023-12-04,2023-12-08,12.2,13.0,9200,4,7360000.0,6776720.0,0.060256536108111644,fixed_horizon_exit
2023-12-12,2023-12-18,13.5,12.4,8800,4,-9680000.0,-10244960.0,-0.08606490722259186,fixed_horizon_exit
2023-12-19,2023-12-25,11.8,13.65,9200,4,17020000.0,16426140.0,0.15100730741906018,fixed_horizon_exit
2023-12-26,2024-01-02,13.8,13.7,9100,4,-910000.0,-1535170.0,-0.012200237206745929,fixed_horizon_exit
2024-11-26,2024-12-02,12.15,11.8,10200,4,-3570000.0,-4178940.0,-0.033652858891270954,fixed_horizon_exit
2025-08-14,2025-08-20,15.75,16.85,7600,4,8360000.0,7736420.0,0.06450274055064474,fixed_horizon_exit
2025-10-02,2025-10-08,17.25,17.1,7400,4,-1110000.0,-1744920.0,-0.013642280656079146,fixed_horizon_exit
2025-11-17,2025-11-21,18.85,18.0,6600,4,-5610000.0,-6215220.0,-0.04985784399371019,fixed_horizon_exit
2026-01-16,2026-01-22,18.0,17.95,6600,4,-330000.0,-923010.0,-0.00775393657130184,fixed_horizon_exit
