entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2024-07-09,2024-07-15,18.95,18.16,5200,4,-4108000.0,-4588376.0,-0.0464706470963087,fixed_horizon_exit
2024-09-17,2024-09-23,14.98,15.06,6300,4,504000.0,30618.0,0.0003237850067555143,fixed_horizon_exit
2024-10-25,2024-10-31,15.43,15.1,6100,4,-2013000.0,-2477576.0,-0.02627020747875603,fixed_horizon_exit
2025-03-05,2025-03-11,13.83,14.12,6700,4,1943000.0,1473866.0,0.015874252940251094,fixed_horizon_exit
2025-03-18,2025-03-24,13.56,13.38,6900,4,-1242000.0,-1706094.0,-0.01819811704025577,fixed_horizon_exit
2025-04-11,2025-04-17,11.15,10.54,8300,4,-5063000.0,-5510536.0,-0.05942554353177054,fixed_horizon_exit
2025-05-08,2025-05-14,11.38,12.27,7600,4,6764000.0,6311268.0,0.07282710501668017,fixed_horizon_exit
2025-05-19,2025-05-23,12.54,12.61,7400,4,518000.0,52466.0,0.000564262225150974,fixed_horizon_exit
2025-07-09,2025-07-15,13.54,13.88,6800,4,2312000.0,1844704.0,0.019995459597791122,fixed_horizon_exit
2025-07-16,2025-07-22,13.96,14.54,6800,4,3944000.0,3457528.0,0.03634993623069048,fixed_horizon_exit
2025-07-24,2025-07-30,14.42,14.35,6800,4,-476000.0,-964852.0,-0.00982016549425421,fixed_horizon_exit
2025-07-31,2025-08-06,14.35,15.08,6800,4,4964000.0,4461208.0,0.04562721247400669,fixed_horizon_exit
2025-08-08,2025-08-14,15.27,14.96,6600,4,-2046000.0,-2543772.0,-0.025189960615769117,fixed_horizon_exit
2025-08-15,2025-08-21,15.38,14.15,6400,4,-7872000.0,-8340544.0,-0.08456494034038554,fixed_horizon_exit
2025-09-05,2025-09-11,15.58,15.77,5800,4,1102000.0,646874.0,0.007144248089187478,fixed_horizon_exit
