item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,8631085000000.0,9407602000000.0,9450824000000.0,11889236000000.0,8476442000000.0,9622617000000.0,9323735000000.0,11395953000000.0,18003892000000.0,18149931000000.0,20614349000000.0,22100147000000.0,20320723000000.0,21577402000000.0,23903900000000.0,23989594000000.0,18218759000000.0,17862146000000.0,19577827000000.0,20722018000000.0,18714952000000.0,18696931000000.0,20244809000000.0,20860307000000.0,18942352000000.0,20203516000000.0,21574637000000.0,22735941000000.0,18946395000000.0,18425059000000.0,21255663000000.0,23300560000000.0,24075239000000.0,28196171000000.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-357092000000.0,-223214000000.0,-279470000000.0,-331354000000.0,-316320000000.0,-372214000000.0,-355860000000.0,-420266000000.0,-366305000000.0,-383549000000.0,-400041000000.0,-500616000000.0,-343862000000.0,-358108000000.0,-299091000000.0,-161791000000.0,-29423000000.0,-28093000000.0,-54772000000.0,-79237000000.0,-8725000000.0,-88370000000.0,-89898000000.0,-78387000000.0,-87454000000.0,-69120000000.0,-87742000000.0,-34410000000.0,-49857000000.0,-109919000000.0,-91837000000.0,-54735000000.0,-55485000000.0,-78493000000.0
Doanh thu thuần,Net sales,net_sales,8273993000000.0,9184388000000.0,9171354000000.0,11557882000000.0,8160122000000.0,9250403000000.0,8967875000000.0,10975687000000.0,17637587000000.0,17766382000000.0,20214308000000.0,21599531000000.0,19976861000000.0,21219294000000.0,23604809000000.0,23827803000000.0,18189336000000.0,17834053000000.0,19523055000000.0,20642781000000.0,18706227000000.0,18608561000000.0,20154911000000.0,20781920000000.0,18854898000000.0,20134396000000.0,21486895000000.0,22701531000000.0,18896538000000.0,18315140000000.0,21163826000000.0,23245825000000.0,24019754000000.0,28117678000000.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-5512483000000.0,-6376830000000.0,-6397520000000.0,-8019375000000.0,-5697141000000.0,-6583116000000.0,-6536281000000.0,-7596401000000.0,-13676072000000.0,-13871798000000.0,-15396469000000.0,-16384772000000.0,-15662741000000.0,-16372047000000.0,-17508621000000.0,-16950557000000.0,-13100229000000.0,-12866613000000.0,-14098747000000.0,-15088612000000.0,-13620060000000.0,-13281084000000.0,-14215276000000.0,-15014087000000.0,-13600060000000.0,-14216646000000.0,-15066285000000.0,-15638991000000.0,-12702295000000.0,-12625712000000.0,-14722324000000.0,-15990388000000.0,-16113727000000.0,-19206828000000.0
Lợi nhuận gộp,Gross Profit,gross_profit,2761510000000.0,2807558000000.0,2773834000000.0,3538507000000.0,2462981000000.0,2667287000000.0,2431594000000.0,3379286000000.0,3961515000000.0,3894584000000.0,4817839000000.0,5214759000000.0,4314120000000.0,4847247000000.0,6096188000000.0,6877246000000.0,5089107000000.0,4967440000000.0,5424308000000.0,5554169000000.0,5086167000000.0,5327477000000.0,5939635000000.0,5767833000000.0,5254838000000.0,5917750000000.0,6420610000000.0,7062540000000.0,6194243000000.0,5689428000000.0,6441502000000.0,7255437000000.0,7906027000000.0,8910850000000.0
Doanh thu hoạt động tài chính,Financial income,financial_income,86268000000.0,1547263000000.0,125365000000.0,142897000000.0,72372000000.0,86589000000.0,791269000000.0,237953000000.0,117090000000.0,977810000000.0,158539000000.0,177224000000.0,216267000000.0,245419000000.0,326610000000.0,6011282000000.0,1006046000000.0,585014000000.0,330194000000.0,654309000000.0,650012000000.0,689805000000.0,420977000000.0,644411000000.0,574011000000.0,647309000000.0,854509000000.0,1967701000000.0,576758000000.0,367427000000.0,829131000000.0,320932000000.0,425056000000.0,497432000000.0
Chi phí tài chính,Financial expenses,financial_expenses,-781390000000.0,-791154000000.0,-840287000000.0,-678083000000.0,-529303000000.0,-556823000000.0,-594563000000.0,-519873000000.0,-783077000000.0,-1076091000000.0,-1277077000000.0,-1420426000000.0,-1382728000000.0,-1396712000000.0,-1366192000000.0,-1560899000000.0,-1296138000000.0,-1576125000000.0,-1666642000000.0,-1822737000000.0,-1989427000000.0,-2139281000000.0,-2386183000000.0,-1614622000000.0,-1899341000000.0,-2051759000000.0,-2032036000000.0,-1917003000000.0,-1882532000000.0,-1387959000000.0,-2041610000000.0,-1604397000000.0,-1894801000000.0,-1823236000000.0
Chi phí lãi vay,Interest expenses,interest_expenses,-757229000000.0,-743283000000.0,-757024000000.0,-539222000000.0,-453620000000.0,-451152000000.0,-492426000000.0,-468817000000.0,-678460000000.0,-862707000000.0,-1090959000000.0,-1138157000000.0,-1194144000000.0,-1179868000000.0,-1157486000000.0,-1137928000000.0,-1161355000000.0,-1073800000000.0,-1126241000000.0,-1486306000000.0,-1746572000000.0,-1785953000000.0,-1744521000000.0,-1669014000000.0,-1621898000000.0,-1549022000000.0,-1707361000000.0,-1526425000000.0,-1392622000000.0,-1111787000000.0,-1682274000000.0,-1231475000000.0,-1214557000000.0,-1697716000000.0
Chi phí bán hàng,Selling expenses,selling_expenses,-956899000000.0,-1018219000000.0,-934405000000.0,-1404730000000.0,-812509000000.0,-956005000000.0,-1063296000000.0,-1163085000000.0,-3106541000000.0,-3206947000000.0,-3315413000000.0,-3537186000000.0,-2728343000000.0,-2668793000000.0,-3083017000000.0,-3306185000000.0,-3044028000000.0,-2933387000000.0,-3284082000000.0,-3250042000000.0,-3316244000000.0,-3432137000000.0,-3623606000000.0,-3820368000000.0,-3579977000000.0,-3702498000000.0,-3678318000000.0,-3604582000000.0,-3709832000000.0,-3328768000000.0,-3356425000000.0,-3807505000000.0,-4089684000000.0,-4302886000000.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-452325000000.0,-479370000000.0,-451403000000.0,-632290000000.0,-490453000000.0,-485740000000.0,-472296000000.0,-654919000000.0,-801563000000.0,-869247000000.0,-850418000000.0,-519668000000.0,-902574000000.0,-907764000000.0,-1170650000000.0,-1083981000000.0,-921291000000.0,-1025072000000.0,-985235000000.0,-922716000000.0,-860239000000.0,-902880000000.0,-956812000000.0,-1030071000000.0,-971437000000.0,-910503000000.0,-1129210000000.0,-905824000000.0,-849360000000.0,-956663000000.0,-1001710000000.0,-906060000000.0,-1369051000000.0,-564054000000.0
Lãi/(lỗ) từ hoạt động kinh doanh,Operating profit/(loss),operating_profit_loss,1174236000000.0,2536447000000.0,1115520000000.0,1450784000000.0,1149865000000.0,1288554000000.0,1644867000000.0,1929590000000.0,-84838000000.0,324589000000.0,210020000000.0,746003000000.0,463301000000.0,1143791000000.0,1736820000000.0,7929270000000.0,2027556000000.0,1269508000000.0,963369000000.0,962309000000.0,547804000000.0,466572000000.0,442988000000.0,893065000000.0,626631000000.0,1173665000000.0,1593712000000.0,3366541000000.0,1519370000000.0,1624535000000.0,2135503000000.0,2642686000000.0,2318740000000.0,4193525000000.0
Thu nhập khác,Other incomes,other_incomes,7664000000.0,6079000000.0,2671000000.0,0.0,1595000000.0,1003000000.0,1219577000000.0,103175000000.0,43481000000.0,43580000000.0,977685000000.0,548516000000.0,51810000000.0,140481000000.0,146681000000.0,162178000000.0,80231000000.0,61066000000.0,35374000000.0,103036000000.0,44323000000.0,18075000000.0,163235000000.0,84343000000.0,18552000000.0,58136000000.0,35316000000.0,68022000000.0,11235000000.0,238346000000.0,72986000000.0,123921000000.0,24605000000.0,23434000000.0
