horizon,date,symbols,positions,gross_return,turnover,entry_or_rebalance_turnover,terminal_liquidation_turnover,cost,net_return,market_return,net_excess_return,market_regime
5,2025-01-22,"FPT,HCM,MBB",3,0.008223024359392261,0.5,0.5,0.0,0.0025,0.005723024359392261,0.01928403407220669,-0.01356100971281443,sideways
5,2025-02-05,"GAS,HCM,HPG",3,-0.018472101903891296,0.6666666666666666,0.6666666666666666,0.0,0.003333333333333333,-0.02180543523722463,-0.0052372053581242195,-0.01656822987910041,sideways
5,2025-02-12,"HCM,MBB,TCB",3,0.018508957753277173,0.6666666666666666,0.6666666666666666,0.0,0.003333333333333333,0.015175624419943839,0.01681594002761888,-0.001640315607675042,sideways
5,2025-02-19,"GAS,HCM,HPG",3,0.02504853857877698,0.6666666666666666,0.6666666666666666,0.0,0.003333333333333333,0.021715205245443646,0.00774977957213796,0.013965425673305686,bull
5,2025-02-26,"GAS,HCM,HPG",3,-0.005599806392364644,0.0,0.0,0.0,0.0,-0.005599806392364644,-0.00198881673053819,-0.003610989661826454,bull
5,2025-03-05,"GAS,HCM,HPG",3,0.007293869843702468,0.0,0.0,0.0,0.0,0.007293869843702468,0.020175532484212777,-0.01288166264051031,sideways
5,2025-03-12,"HCM,HPG,MBB",3,-0.020747482419576357,0.3333333333333333,0.3333333333333333,0.0,0.0016666666666666666,-0.022414149086243024,-0.008258089633589316,-0.014156059452653708,bull
5,2025-03-19,"GAS,HCM,MBB",3,-0.014110871057206542,0.3333333333333333,0.3333333333333333,0.0,0.0016666666666666666,-0.01577753772387321,-0.0005351220982816596,-0.01524241562559155,sideways
5,2025-03-26,"HPG,MBB,MWG",3,-0.01164295519515579,0.6666666666666666,0.6666666666666666,0.0,0.003333333333333333,-0.014976288528489125,-0.006146397381559421,-0.008829891146929704,sideways
5,2025-04-02,"MBB,SSI,TCB",3,-0.08535525493787836,0.6666666666666666,0.6666666666666666,0.0,0.003333333333333333,-0.08868858827121169,-0.08212150494551684,-0.006567083325694847,sideways
5,2025-04-10,"VHM,VIC,FPT",3,0.07364127793613717,1.0,1.0,0.0,0.005,0.06864127793613717,0.02647024100652695,0.04217103692961022,bear
5,2025-04-17,"VHM,VIC,GAS",3,-0.021563405243546645,0.3333333333333333,0.3333333333333333,0.0,0.0016666666666666666,-0.023230071910213312,-0.004086716543061142,-0.01914335536715217,bear
5,2025-04-24,"MWG,VHM,VIC",3,0.03663158837300392,0.3333333333333333,0.3333333333333333,0.0,0.0016666666666666666,0.034964921706337256,0.012052218129665171,0.022912703576672085,bear
5,2025-05-06,"MWG,VHM,MBB",3,0.043911894171732836,0.3333333333333333,0.3333333333333333,0.0,0.0016666666666666666,0.04224522750506617,0.04216420916928554,8.101833578063461e-05,bear
5,2025-05-13,"VHM,MWG,TCB",3,0.02938276784032386,0.3333333333333333,0.3333333333333333,0.0,0.0016666666666666666,0.027716101173657193,0.015324635219640337,0.012391465954016856,bull
5,2025-05-20,"TCB,VIC,MWG",3,-0.0189324884352096,0.3333333333333333,0.3333333333333333,0.0,0.0016666666666666666,-0.020599155101876265,0.007504718648248199,-0.028103873750124464,bull
